id,xd_id,pref_name_for_society,glottocode,ORIG_name_and_ID_in_this_dataset,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_link,origLat,origLong,Lat,Long,Comment,glottocode_comment
Nd37,xd1171,Railroad Valley Shoshoni,west2622,Hamilton (Nd37),Hamilton,1870,Western (NT22),in process,39,-116,39,-116,Original,
Nd38,xd1172,Ely Shoshoni,west2622,Ely Shoshoni (Nd38),,1870,Western (NT22),in process,39,-115,39,-115,Original,
Nd4,xd1174,Sanpoil,sanp1257,Sanpoil (Nd4),,1870,Southeast (NR19),in process,48,-119,48,-119,Original,
Nd40,xd1175,Tubaduka,west2622,Tubaduka (Nd40),Grouse Creek Shoshoni,1870,,,40,-113,40,-113,Original,
Nd41,xd1176,Wadaduka,west2622,Wadaduka (Nd41),"Ruby Valley Shoshoni, Pine Creek Shoshoni, Diamond Valley Shoshoni, Egan Canyon Shoshoni",1870,,,41,-116,41,-116,Original,
Nd42,xd1177,Elko Shoshoni,west2622,Elko Shoshoni (Nd42),Upper Humboldt River Shoshoni,1870,,,41,-116,41,-116,Original,
Nd43,xd1178,White Knife Shoshoni,west2622,White Knife (Nd43),"Battle Mountain Shoshoni, Tosawihi",1860,,,41,-117,41,-117,Original,
Nd44,xd1179,Yahanduka,west2622,Yahanduka (Nd44),Snake River Shoshoni,1850,,,42,-115,42,-115,Original,
Ad48,xd118,Toro,toor1238,Toro (Ad48),Batoro,1950,,,1,31,1,31,Original,
Nd45,xd1180,Bohogue,nort2955,Bohogue (Nd45),Fort Hall Shoshoni,1860,,,43,-112,43,-112,Original,
Nd47,xd1181,Tukudika,nort2955,Tukudika (Nd47),"Sheep-Eater Shoshoni, Lemhi Mountain Shoshoni",1850,,,44,-111,44,-111,Original,
Nd46,xd1182,Agaiduka,nort2955,Agaiduka (Nd46),"Salmon-Eater Shoshoni, Lemhi River Shoshoni",1860,,,44,-112,44,-112,Original,
Nd48,xd1183,Gosiute,gosi1242,Gosiute (Nd48),"Gosiute Shoshoni, Deep Creek Shoshoni",1860,Western (NT22),in process,40,-114,40,-114,Original,
Nd49,xd1184,Antarianunts,utee1244,Antarianunts (Nd49),"Henry Mountains Paiute, Kaiparowits",1860,,,37,-110,37,-110,Original,
Nd5,xd1185,Hukundika,nort2955,Hukundika (Nd5),"Seed-Eaters, Northern Shoshoni, Hukunduka, Hukuniduica",1870,,,42,-112,42,-112,Original,
Nd50,xd1186,Panguitch,utee1244,Panguitch (Nd50),,1860,,,38,-112,38,-112,Original,
Nd51,xd1187,Moapa,sout2969,Moapa (Nd51),"Muddy Paiute, Parano",1860,,,36,-115,36,-115,Original,
Nd52,xd1188,Shivwits,sout2969,Shivwits (Nd52),"Suwuntsu (St. George), Suwuntsu, St. George, Gunlock, Uinkaret, Southern Paiute",1860,,,36,-117,36,-117,Original,
Nd53,xd1189,Southern Paiute (Kaibab),sout2969,Kaibab (Nd53),"Kaivavwits, Southern Paiute, Kaipapicicimi, Kaibabits",1860,,,36,-113,36,-113,Original,
Nd55,xd1189,Southern Paiute (Las Vegas),sout2969,Las Vegas (Nd55),"Las Vegas, Southern Paiute",1860,,,36,-115,36,-115,Original,
Ad49,xd119,Zinza,zinz1238,Zinza (Ad49),Basindja,1950,,,-3,31,-3,31,Original,
Nd54,xd1190,Chemehuevi,chem1251,Chemehuevi (Nd54),Colorado River Reservation,1860,Southern (NT16),in process,35,-115,35,-115,Original,
Nd56,xd1192,San Juan,sout2969,San Juan (Nd56),Kwaanitikwokets,1860,,,36,-111,36,-111,Original,
Nd57,xd1193,Pahvant,utee1244,Pahvant (Nd57),Sevier Desert Ute,1860,,,39,-113,39,-113,Original,
Nd58,xd1194,Uintah Ute,utee1244,Uintah (Nd58),"Tompanowots, Yampa",1860,,,40,-112,40,-112,Original,
Nd59,xd1195,Moanunts,utee1244,Moanunts (Nd59),Noanunts,1860,,,39,-112,39,-112,Original,
Nd6,xd1196,Washo,wash1253,Washo (Nd6),,1850,Washo (NT20),in process,39,-120,39,-120,Original,
Nd60,xd1197,Moache,utee1244,Moache (Nd60),"Moache Ute, Mowatei",1860,,,37,-105,37,-105,Original,
Nd61,xd1198,Taviwatsiu,utee1244,Taviwatsiu (Nd61),White River Ute,1860,,,40,-105,40,-105,Original,
Nd62,xd1199,Uncompahgre Ute,utee1244,Uncompahgre (Nd62),Mowataviwatsiu,1860,,,39,-107,39,-107,Original,
Ab11,xd12,Xhosa,xesi1238,Xhosa (Ab11),"amaXhosa, Amakosa, Kaffirs, Xosa",1850,,,-33,28,-32.89,27.91,Revised,
Ad5,xd120,Mbugwe,mbug1242,Mbugwe (Ad5),Wambugwe,1940,,,-4,36,-4,36,Original,
Nd63,xd1200,Bannock,bann1248,Bannock (Nd63),Eastern Bannock,1860,,,43,-112,43,-112,Original,
Nd64,xd1201,Wind River Eastern Shoshone,nort2955,Wind River (Nd64),"Wind River, Eastern Shoshoni, Kucundika, Buffalo Hunters, Buffalo-Eater",1860,,,43,-109,43,-109,Original,
Nd65,xd1202,Hualapai,wala1270,Walapai (Nd65),Walapai,1870,,,36,-114,36,-114,Original,
Nd66,xd1203,Yavapai,yava1252,Yavapai (Nd66),Apache-Mojave,1870,,,35,-112,35,-112,Original,
Nd67,xd1204,Tolkepaya,yava1252,Tolkepaya (Nd67),"Apache-Yuma, Western Yavapai",1870,,,34,-114,34,-114,Original,
Nd7,xd1205,Kutenai,kute1249,Kutenai (Nd7),"Ktunaxa, Kootenay, Kootenai",1880,,,50,-117,50,-117,Original,
Nd8,xd1206,Chilcotin,chil1280,Chilcotin (Nd8),Tsilhqot'in,1880,,,52,-122,52,-122,Original,
Nd9,xd1207,Lillooet,lill1248,Lillooet (Nd9),"St'at'imc, Stlatlum",1860,,,50,-125,50.02,-124.78,Revised,
Ne1,xd1208,Gros Ventre,gros1243,Gros Ventre (Ne1),"A'ani, A'aninin, Haaninin",1880,Gros Ventre (NQ13),http://ehrafworldcultures.yale.edu/collection?owc=NQ13,49,-109,48.78,-108.98,Revised,
Ne10,xd1209,Arikara,arik1262,Arikara (Ne10),"Sahnish, Ree",1860,,,46,-101,46,-101,Original,
Ad50,xd121,Kaguru,kagu1239,Kaguru (Ad50),,1900,,,-6,37,-6,37,Original,
Ne11,xd1210,Assiniboine,assi1247,Assiniboin (Ne11),"Hohe, Nakota, Stoney",1870,Assiniboine (NF04),http://ehrafworldcultures.yale.edu/collection?owc=NF04,48,-106,48,-106,Original,
Ne12,xd1211,Blackfoot,pieg1239,Blackfoot (Ne12),Siksika,1850,Blackfoot (NF06),http://ehrafworldcultures.yale.edu/collection?owc=NF06,51,-112,51,-112,Original,
Ne13,xd1212,Kainai,bloo1239,Blood (Ne13),"Blood, Kainah, Blood Tribe",1850,Blackfoot (NF06),http://ehrafworldcultures.yale.edu/collection?owc=NF06,51,-115,51,-115,Original,
Ne14,xd1213,Bungi,west1510,Bungi (Ne14),"Plains Ojibwa, Bungee, Manitoba Saulteaux, Ojibway, Ojibwe",1850,Ojibwa (NG06),http://ehrafworldcultures.yale.edu/collection?owc=NG06,51,-100,51,-100,Original,
Ne15,xd1214,Hidatsa,hida1246,Hidatsa (Ne15),,1860,,,47,-101,47,-101,Original,
Ne16,xd1215,Karankawa,kara1289,Karankawa (Ne16),,1800,,,29,-96,29,-96,Original,
Ne17,xd1216,Kiowa,kiow1266,Kiowa (Ne17),,1860,,,36,-99,36,-99,Original,
Ne18,xd1217,Piegan,pieg1239,Piegan (Ne18),Pikuni,1850,Blackfoot (NF06),http://ehrafworldcultures.yale.edu/collection?owc=NF06,49,-115,49,-115,Original,
Ne19,xd1218,Plains Cree,plai1258,Plains Cree (Ne19),,1850,,,45,-94,45,-94,Original,
Ne2,xd1219,Kiowa Apache,kiow1264,Kiowa Apache (Ne2),"Naisha Dene, Na'isha",1870,,,36,-99,36,-99,Original,
Ad51,xd122,Ngulu,ngul1246,Ngulu (Ad51),"Nguru, Wanguru",1930,,,-6,38,-6,38,Original,
Ne20,xd1220,Santee,dako1258,Santee (Ne20),"Isanti, Eastern Dakota",1850,,,45,-94,45,-94,Original,
Ne21,xd1221,Coahuilteco,coah1252,Coahuilteco (Ne21),,1760,,,29,-99,29,-99,Original,
Ne3,xd1222,Comanche,coma1245,Comanche (Ne3),,1870,Comanche (NO06),http://ehrafworldcultures.yale.edu/collection?owc=NO06,33,-100,33,-100,Original,
Ne4,xd1223,Crow,crow1244,Crow (Ne4),Apsaalooké,1870,Crow (NQ10),http://ehrafworldcultures.yale.edu/collection?owc=NQ10,45,-108,45,-108,Original,
Ne5,xd1224,Cheyenne,chey1247,Cheyenne (Ne5),,1860,,,39,-104,39,-104,Original,
Ne6,xd1225,Mandan,mand1446,Mandan (Ne6),,1830,Mandan (NQ17),in process,47,-101,47,-101,Original,
Ne7,xd1226,Sarcee,sars1236,Sarsi (Ne7),"Tsuu, Sarci",1880,,,54,-110,54,-110,Original,
Ne8,xd1227,Teton,lako1247,Teton (Ne8),,1870,,,43,-103,43,-103,Original,
Ne9,xd1228,Arapaho,arap1274,Arapaho (Ne9),"Hinono'eiteen, Arapahoe",1860,Arapaho (NQ06),in process,40,-103,40,-103,Original,
Ad6,xd123,Nyakyusa,nyak1261,Nyakyusa (Ad6),,1930,Nyakyusa and Ngonde (FN17),http://ehrafworldcultures.yale.edu/collection?owc=FN17,-9,34,-9,34,Original,
Nf10,xd1230,Iowa,iowa1246,Iowa (Nf10),"Bah Kho-je, Baxoje",1870,,,41,-95,41,-95,Original,
Nf11,xd1231,Otoe,otoo1241,Oto (Nf11),Oto,1870,,,40,-95,40,-95,Original,
Nf12,xd1232,Ponca,ponc1241,Ponca (Nf12),,1850,Dhegiha (NQ12),in process,43,-99,43,-99,Original,
Nf13,xd1233,Shawnee,shaw1249,Shawnee (Nf13),,1820,,,37,-85,37,-85,Original,
Nf14,xd1234,Caddo,cadd1256,Caddo (Nf14),Kadohadacho,NA,,,33,-93,33,-93,Original,
Nf15,xd1235,Kickapoo,kick1244,Kickapoo (Nf15),Kiikaapoi,1870,,,43,-90,43,-90,Original,
Nf2,xd1236,Ho Chunk,hoch1243,Winnebago (Nf2),Winnebago,1850,Winnebago/Ho-Chunk (NP12),http://ehrafworldcultures.yale.edu/collection?owc=NP12,44,-88,44,-88,Original,
Nf3,xd1237,Omaha,omah1248,Omaha (Nf3),Dhegiha,1850,Omaha (NQ21),http://ehrafworldcultures.yale.edu/collection?owc=NQ21,41,-96,41,-96,Original,
Nf4,xd1238,Myaamia,miam1252,Miami (Nf4),Miami,1720,,,40,-86,40,-86,Original,
Nf5,xd1239,Wichita,wich1260,Wichita (Nf5),,1860,,,34,-98,34,-98,Original,
Ad7,xd124,Ganda,gand1255,Ganda (Ad7),Baganda,1880,Ganda (FK07),http://ehrafworldcultures.yale.edu/collection?owc=FK07,1,32,1,32,Original,
Nf6,xd1240,Pawnee,pawn1254,Pawnee (Nf6),,1867,Pawnee (NQ18),http://ehrafworldcultures.yale.edu/collection?owc=NQ18,42,-100,42,-100,Original,
Nf7,xd1241,Fox,mesk1242,Fox (Nf7),Meskwaki,1830,Fox (NP05),http://ehrafworldcultures.yale.edu/collection?owc=NP05,45,-95,45,-95,Original,
Nf8,xd1242,Hasinai,cadd1256,Hasinai (Nf8),"Southwestern Caddo, Texas",1770,,,31,-95,31,-95,Original,
Nf9,xd1243,Menominee,meno1252,Menomini (Nf9),Menomini,1870,,,46,-88,46,-88,Original,
Ng1,xd1244,Huron,wyan1247,Huron (Ng1),"Bear and Cord Peoples, Wendat, Ouendat, Attignaouantan, Attinniaoenten, Attigneenongnahac, Hatingeennonniahak",1640,,,44,-78,44,-78,Original,
Ng10,xd1245,Seneca,sene1264,Iroquois (Ng10),"O-non-dowa-gah, Iroquois",1750,Iroquois (NM09),http://ehrafworldcultures.yale.edu/collection?owc=NM09,43,-77,43,-77,Original,
Ng11,xd1246,Yuchi,yuch1247,Yuchi (Ng11),"Euchee, Uchee",1750,,,35,-86,35,-86,Original,
Ng12,xd1247,Choctaw,choc1276,Choctaw (Ng12),,1760,,,33,-88,33,-88,Original,
Ng13,xd1248,Abenaki,peno1243,Abnaki (Ng13),Abnaki,NA,,,46,-70,46,-70,Original,
Ng14,xd1249,Chickasaw,chic1270,Chickasaw (Ng14),,NA,,,35,-85,35,-85,Original,
Ad8,xd125,Hehe,hehe1240,Hehe (Ad8),Wahehe,1910,,,-8,35,-8,35,Original,
Ng15,xd1250,Chitimacha,chit1248,Chitimacha (Ng15),,1750,,,30,-90,30,-90,Original,
Ng2,xd1251,Seminole,mika1239,Seminole (Ng2),,1940,Seminole (NN16),http://ehrafworldcultures.yale.edu/collection?owc=NN16,27,-81,27,-81,Original,
Ng3,xd1252,Muscogee,cree1270,Creek (Ng3),"Creek, Taskigi Creek",1750,Creek (NN11),http://ehrafworldcultures.yale.edu/collection?owc=NN11,33,-84,33,-84,Original,
Ng4,xd1253,Penobscot,peno1243,Penobscot (Ng4),,1900,,,45,-68,45,-68,Original,
Ng5,xd1254,Cherokee,cher1273,Cherokee (Ng5),,1750,Cherokee (NN08),http://ehrafworldcultures.yale.edu/collection?owc=NN08,36,-83,36,-83,Original,
Ng6,xd1255,Delaware,unam1242,Delaware (Ng6),Lenape,1700,Delaware (NM07),http://ehrafworldcultures.yale.edu/collection?owc=NM07,41,-75,41,-75,Original,Note 8Feb2018: Changed based on note from HH: Pidgin Delaware was not the mother tongue of the Lenape. The mother tongue was Unami [unm].
Ng7,xd1256,Natchez,natc1249,Natchez (Ng7),,1700,,,32,-91,32,-91,Original,
Ng8,xd1257,Timucua,timu1245,Timucua (Ng8),,1560,,,27,-82,27,-82,Original,
Ng9,xd1258,Catawba,cata1286,Catawba (Ng9),Issa,1920,,,35,-80,35,-80,Original,
Nh1,xd1259,Chiricahua,mesc1238,Chiricahua (Nh1),"Chiricahua Apache, Eastern Apache",1880,Eastern Apache (NT08),http://ehrafworldcultures.yale.edu/collection?owc=NT08,31,-108,31,-108,Original,
Ad9,xd126,Gisu,masa1299,Gisu (Ad9),"Bagesu, Gishu",1900,Bagisu (FK13),http://ehrafworldcultures.yale.edu/collection?owc=FK13,1,34,1,34,Original,
Nh10,xd1260,Isleta,sout2961,Isleta (Nh10),,1920,,,35,-107,35,-107,Original,
Nh11,xd1261,San Ildefonso,sani1273,Tewa (Nh11),"Tewa, San Ildefonso Pueblo",1900,Tewa (NT18),http://ehrafworldcultures.yale.edu/collection?owc=NT18,36,-106,36,-106,Original,"Note 8Feb2018: Not changed, as focus is the pueblo of San Ildefonso, despite comment from HH: ""Hopi Tewa now has its own language-level glottocode Arizona Tewa ariz1237"". However, ariz1237 now linked to another society in EA."
Nh12,xd1262,Santa Ana,sant1426,Santa Ana (Nh12),,1920,,,35,-107,35,-107,Original,
Nh13,xd1263,Acoma,acom1246,Acoma (Nh13),,1920,,,35,-108,35,-108,Original,
Nh14,xd1264,Laguna,acom1246,Laguna (Nh14),,1920,,,35,-107,35,-107,Original,
Nh15,xd1265,Mescalero,mesc1238,Mescalero (Nh15),,1870,,,33,-103,33,-103,Original,
Nh16,xd1266,Jicarilla,jica1244,Jicarilla (Nh16),,1870,Jicarilla (NT26),in process,36,-104,36,-104,Original,
Nh17,xd1267,Western Apache,west2615,Western Apache (Nh17),Ndee,1870,Western (NT21),http://ehrafworldcultures.yale.edu/collection?owc=NT21,34,-110,34,-110,Original,
Nh18,xd1268,Hopi,hopi1249,Hopi (Nh18),Hopi of Old Oraiibi,1920,Hopi (NT09),http://ehrafworldcultures.yale.edu/collection?owc=NT09,36,-111,36,-111,Original,
Nh19,xd1269,Cocopa,coco1261,Cocopa (Nh19),Cocopah,1850,,,32,-115,32,-115,Original,
Ae1,xd127,Amba,amba1263,Amba (Ae1),"Awamba, Baamba, Bamba",1950,,,1,30,1,30,Original,
Nh2,xd1270,Hano,ariz1237,Hano (Nh2),,1950,,,36,-111,36,-111,Original,Note 8Feb2018: Glottocode updated based on note from HH: Hopi Tewa now has its own language-level glottocode Arizona Tewa
Nh20,xd1271,Kamia,kumi1248,Kamia (Nh20),,1860,,,33,-115,33,-115,Original,"Note, previously kimi1238 but changed by non-KK DPLACE editor in early 2016 (before 8April2016)"
Nh21,xd1272,Mojave,moha1256,Mohave (Nh21),Mohave,1850,Mohave (NT28),in process,35,-114,35,-114,Original,
Nh22,xd1273,Quechan,quec1382,Yuma (Nh22),Yuma,1860,,,33,-114,33,-114,Original,
Nh23,xd1274,Kewyipaya,yava1252,Kewyipaya (Nh23),Southeastern Yavapai,1870,,,34,-111,34,-111,Original,
Nh24,xd1275,Lipan Apache,lipa1241,Lipan (Nh24),Lipan,1880,,,30,-100,30,-100,Original,
Nh25,xd1276,Sia,ziaa1251,Sia (Nh25),"Tsiya, Zia",1920,Zia Pueblo (NT38),http://ehrafworldcultures.yale.edu/collection?owc=NT38,36,-107,36,-107,Original,
Nh26,xd1277,Santa Clara,sant1421,Santa Clara (Nh26),,1910,,,36,-106,36,-106,Original,
Nh27,xd1278,Kewa,sant1425,Santo Domingo (Nh27),"Santo Domingo, Santo Domingo Pueblo",1930,,,36,-105,36,-105,Original,
Nh3,xd1279,Navajo,nava1243,Navaho (Nh3),"Diné Bizaad, Navaho",1930,Navaho (NT13),http://ehrafworldcultures.yale.edu/collection?owc=NT13,37,-110,37,-110,Original,
Ae10,xd128,Banyaruanda,kiny1244,Ruanda (Ae10),Ruanda,1910,Rwandans (FO57),http://ehrafworldcultures.yale.edu/collection?owc=FO57,-2,30,-2,30,Original,
Nh4,xd1280,Zuni,zuni1245,Zuni (Nh4),,1910,Zuni (NT23),http://ehrafworldcultures.yale.edu/collection?owc=NT23,35,-109,35,-109,Original,
Nh5,xd1281,Maricopa,mari1440,Maricopa (Nh5),Piipash,1850,River (NT15),in process,33,-113,33,-113,Original,
Nh6,xd1282,Taos,taos1236,Taos (Nh6),,1890,Taos (NT17),in process,37,-106,37,-106,Original,
Nh7,xd1283,Cochiti,coch1273,Cochiti (Nh7),,1890,,,36,-106,36,-106,Original,
Nh8,xd1284,Jemez,jeme1245,Jemez (Nh8),"Walatowa, Towa",1920,,,36,-107,36,-107,Original,
Nh9,xd1285,Picuris,picu1248,Picuris (Nh9),,1920,,,36,-106,36,-106,Original,"Note 8Feb2018: Glottocode updated based on note from HH: Picuris Northern Tiwa [picu1248] now has its own separate language-level glottocode.; Note, previously picu1240 but changed by non-KK DPLACE editor in early 2016 (before 8April2016)"
Ni1,xd1286,Tarahumara,cent2131,Tarahumara (Ni1),Rarámuri,1930,Tarahumara (NU33),http://ehrafworldcultures.yale.edu/collection?owc=NU33,28,-107,28,-107,Original,
Ni2,xd1287,Tohono O'odham,toho1246,Papago (Ni2),Papago,1930,O'Odham (NU79),http://ehrafworldcultures.yale.edu/collection?owc=NU79,31,-112,31,-112,Original,
Ni3,xd1288,Huichol,huic1243,Huichol (Ni3),Wixárika,1920,Huichol (Nu19),http://ehrafworldcultures.yale.edu/collection?owc=NU19,23,-104,23,-104,Original,
Ni4,xd1289,Seri,seri1257,Seri (Ni4),Comcaac,1900,Seri (NU31),in process,29,-112,29,-112,Original,
Ae11,xd129,Songola,song1300,Songola (Ae11),"Basongola, Wasongola",1900,,,-4,26,-4,26,Original,
Ni5,xd1290,Chichimeca,chic1272,Chichimec (Ni5),Chichimec,1570,,,22,-100,22,-100,Original,
Ni6,xd1291,Pima,akim1239,Pima (Ni6),Akimel O'Odham,1840,,,31,-111,31,-111,Original,
Ni7,xd1292,Yaqui,yaqu1251,Yaqui (Ni7),Yoeme,1870,,,28,-110,28,-110,Original,
Ni8,xd1293,Opata,opat1246,Opata (Ni8),,1550,,,30,-110,30,-110,Original,
Ni9,xd1294,Tepehuán,nort2959,Tepehuan (Ni9),Tepehuan,1920,,,27,-107,27,-107,Original,
Nj1,xd1295,Chinantec,ojit1237,Chinantec (Nj1),,1940,,,18,-96,18,-96,Original,"Note 8Feb2018: Updated based on comment by HH: ""The references described Ojitlán Chinantec [chj] and Palantla Chinantec [cpa] rather than Chiltepec [csa]""; KK: indeed, subcase is specified as ""Ojitlán"""
Nj10,xd1296,Zapotec,yala1267,Zapotec (Nj10),,1940,Zapotec (NU44),http://ehrafworldcultures.yale.edu/collection?owc=NU44,17,-96,17,-96,Original,"Note 8Feb2018: HH notes that Parsons ref (1 of 3 references) describes Mitla Zapotec [zaw]. KK: Not changed, as EA focus is ""mountain village of Yalagag""; perhaps Parsons ref is used for context/complementary information."
Nj11,xd1297,Huastec,huas1242,Huastec (Nj11),,NA,,,22,-99,22,-99,Original,
Nj12,xd1298,Mixtec,juxt1235,Mixtec (Nj12),,1950,,,18,-98,18,-98,Original,Note 8Feb2018: Changed based on note from HH: The ref describes Juxtlahuaca Mixtec [vmc] unclear why NW Oaxaca Mixtec [mxa] is assigned.
Nj13,xd1299,Otomí,mezq1235,Otomi (Nj13),Otomi,1900,,,20,-99,20,-99,Original,
Ab12,xd13,Zulu,zulu1248,Zulu (Ab12),Amazulu,1830,Zulu (FX20),http://ehrafworldcultures.yale.edu/collection?owc=FX20,-29,31,-29,31,Original,
Ae12,xd130,Duala,dual1243,Duala (Ae12),"Diwala, Koelle",1940,,,4,10,4,10,Original,
Nj14,xd1300,Tequistlatec,high1242,Tequistlatec (Nj14),,1960,,,16,-96,16,-96,Original,
Nj2,xd1301,Aztec,clas1250,Aztec (Nj2),Aztec of Tenochtitlan,1520,Aztec (NU07),in process,19,-99,19,-99,Original,
Nj3,xd1302,Sierra Popoluca,high1276,Popoluca (Nj3),"Popoluca, Soteapanec Zoque, Soteapan Zoque, Soteapaneco, Soteapan Soke",1940,,,18,-95,18,-95,Original,
Nj4,xd1303,Totonac,papa1238,Totonac (Nj4),,1940,,,20,-97,20,-97,Original,"Note 8Feb2018: Glottocode changed based on comment by HH: The Kelly ref describes Tajin which is Totonac-Papantla [top]. Indeed, Kelly and Palerm focus on Tajin Totonac, while Krickeberg appears to be a more general survey of the Totonac, including the main dialect groups, one of which is [top]."
Nj5,xd1304,Mazateco,huau1238,Mazateco (Nj5),,1940,,,18,-97,18,-97,Original,
Nj6,xd1305,Huave,sanm1287,Huave (Nj6),,1950,,,16,-95,16.22,-95.02,Revised,
Nj7,xd1306,Mixe,isth1238,Mixe (Nj7),,1930,,,17,-95,17,-95,Original,
Nj8,xd1307,Tarasco,pure1242,Tarasco (Nj8),,1500,Tarasco (NU34),in process,19,-101,19,-101,Original,
Nj9,xd1308,Tlaxcalans,cent2132,Tlaxdalans (Nj9),,1960,,,19,-98,19,-98,Original,
Sa1,xd1309,Guna,bord1248,Cuna (Sa1),"Dule, Tule, Cuna, Kuna",1940,Cuna (SB05),http://ehrafworldcultures.yale.edu/collection?owc=SB05,9,-78,9,-78,Original,
Ae13,xd131,Bashi,shii1238,Bashi (Ae13),"Baniabungu, Wanyabungu",1920,,,-2,29,-2,29,Original,
Sa10,xd1310,Lacandon,laca1243,Lacandon (Sa10),,1900,,,17,-92,17,-92,Original,
Sa11,xd1311,Kaqchikel,kaqc1270,Cakchiquel (Sa11),Cakchiquel,1880,,,14,-91,14,-91,Original,
Sa12,xd1312,Lenca,lenc1242,Lenca (Sa12),,1948,,,14,-88,14,-88,Original,"Note, previously lenc1244, but glottocode is considered a ""bookkeeping"" code (because extinct?), so chose Lencan-Honduras instead (note that point is in Honduras)"
Sa13,xd1313,K'iche',kich1262,Quiche (Sa13),Quiche,1930,,,15,-91,15,-91,Original,
Sa14,xd1314,Ngäbe,ngab1239,Guaymi (Sa14),Guaymi,NA,,,8,-81,8,-81,Original,
Sa15,xd1315,Jakaltek,popt1235,Jacaltec (Sa15),Jacaltec,1920,,,14,-90,14,-90,Original,
Sa16,xd1316,Tolupan,toll1241,Jicaque (Sa16),"Jicaque, Xicaque",NA,,,15,-87,15,-87,Original,
Sa17,xd1317,Poqomam,poqo1253,Pokomam (Sa17),Pokomam,1950,,,15,-91,15,-91,Original,
Sa2,xd1318,Tzeltal,tzel1254,Tzeltal (Sa2),,1940,Tzeltal (NV09),http://ehrafworldcultures.yale.edu/collection?owc=NV09,17,-92,17,-92,Original,
Sa3,xd1319,Ch'orti',chor1273,Chorti (Sa3),Chorti,1930,,,14,-89,14,-89,Original,
Ae14,xd132,Ha,haaa1252,Ha (Ae14),"Abaha, Waha",1950,,,-5,30,-5,30,Original,
Sa4,xd1320,Emberá,nort2972,Choco (Sa4),Choco,1960,,,8,-78,8,-78,Original,"Note 8Feb2018: Note: this case was flagged by HH as combining ethnographic data for Wounaan [noa] and Northern Embera [emp]. KK has left language as [emp] (Northern Embera) for now, based on facts that Faron, who worked with Embera, is the author of 2 of the 4 ethnographic references for the case, and that at least one of the others (Reichel-Dolmatoff, 1960) is known to have combined information on the two groups, assuming they were essentially the same (Velásquez Runk 2004) [Excerpt from Velásquez Runk (2004), who has worked extensively with Embera and especially Wounaan communities in Panama: ""Much literature on Emberá and Wounaan, both in Panama and Colombia, have combined information on both groups [...]. In Colombia, Emberá* have historically been called Chocó Indians whereas Wounaan have been differentiated as Noanama or more recently Waunana Indians: it is only in Panama that both groups are called Chocó"". [...] ""Emberá bed’ea (the Emberá language) and Wounmeu are linguistically related, sharing about thirty-five (Binder pers. comm.) to fifty percent (Loewen 1960a) cognate roots, and belong to what linguists now acknowledge to be a separate linguistic group [e.g., Chocoan] (Aguirre Licht), Binder, pers. comm.; Mortensen, pers. comm.), but are mutually unintelligible. *Emberá have a number of subgroups also, at least nine according to Loewen (1960) and six according to Mortensen’s current linguistic work (pers.comm.). There has been a small group of Emberá Catio in Panama (Binder, pers. comm.) but the remainder of Panama’s Emberá is Northern Emberá (Mortensen pers. comm.)."" "
Sa5,xd1321,Bribri,brib1243,Bribri (Sa5),Talamanca,1950,Talamancans (SA19),http://ehrafworldcultures.yale.edu/collection?owc=SA19,9,-83,9,-83,Original,
Sa6,xd1322,Yucatec Maya,yuca1254,Yucatec Maya (Sa6),,1520,Yucatec Maya (NV10),http://ehrafworldcultures.yale.edu/collection?owc=NV10,18,-90,18,-90,Original,
Sa7,xd1323,Garifuna,gari1256,Black Carib (Sa7),"Black Carib, Garif",1940,Garifuna (SA12),http://ehrafworldcultures.yale.edu/collection?owc=SA12,16,-89,16,-89,Original,
Sa8,xd1324,Mam,mamm1241,Mam (Sa8),,1930,Mam Maya (NW08),http://ehrafworldcultures.yale.edu/collection?owc=NW08,15,-92,15,-92,Original,
Sa9,xd1325,Miskito,misk1235,Miskito (Sa9),"Mískitu, Mosquito",1920,Miskito (SA15),http://ehrafworldcultures.yale.edu/collection?owc=SA15,13,-85,13,-85,Original,
Sb1,xd1326,Callinago,isla1278,Callinago (Sb1),,1650,Island Carib (ST13),http://ehrafworldcultures.yale.edu/collection?owc=ST13,15,-61,15.41,-61.27,Revised,"Note 8Feb2018: Changed to crb from car as focus is reported in White SCCS pinpointing sheet as ""Dominica Island"" (See also note from HH: Most of the refs refer to Island Carib [crb] not Galibi Carib on the mainland.)"
Sb2,xd1327,Cágaba,cogu1240,Cagaba (Sb2),"Cagaba, Kagaba, Kogi",1940,Kogi (SC07),http://ehrafworldcultures.yale.edu/collection?owc=SC07,11,-74,11,-74,Original,
