id,key,citation
carneiro1962,"Carneiro, 1962","Carneiro, R. L. 1962. The Amahuaca Indians. Explorers Journal 40: iv, 28-37."
carneiro1964a,"Carneiro, 1964a","Carneiro, R. L. 1964. Shifting Cultivation Among the Amahuaca. Niedersachsisches Landesmuseum, Volkerkundliche Abhandlungen 1: 9-18. Hannover."
carneiro1964b,"Carneiro, 1964b","Carneiro, R. L. 1964. The Amahuaca and the Spirit World. Ethnology 3: 6-11."
carneiro1968,"Carneiro, 1968","Carneiro, R. L. 1968. Hunting and Hunting Magic Among the Amahuaca. Ms."
carobaroja1944,"Caro Baroja, 1944","Caro Baroja, J. 1944. La vida rural en Vera de Bidasoa. Madrid."
carobaroja1955,"Caro Baroja, 1955","Caro Baroja, J. 1955. Estudios saharianos. Madrid."
carobaroja1958,"Caro Baroja, 1958","Caro Baroja, J. 1958. Los Vascos. 2nd Edition. Madrid."
carrapiett1909,"Carrapiett, 1909","Carrapiett, W. J. S. 1909. The Salons. Rangoon."
carrasco1959,"Carrasco, 1959","Carrasco, P. 1959. Land and Polity in Tibet. Seattle."
carrasco1967,"Carrasco, 1967","Carrasco, Pedro. 1967. The Civil Religious Hierarchy in Meso American Communities: Pre-Spanish Background and Colonial Development. In: Cohen, Ronald, and John Middleton, eds. Comparative Political Systems: Studies in the Politics of Pre-Industrial Societies, pp. 397-414. Garden City: Natural History Press."
cartry1966,"Cartry, 1966","Cartry, M. 1966. Clans, lgnages et groupements familiaux chez les Gourmantche. L'Homme 6: ii, 53-81."
casilis1859,"Casilis, 1859","Casilis, E. A. 1859. Les Bassoutos. Paris."
castagn1930,"Castagn, 1930","Castagn‚, J. 1930. Magie et exorcisme chez les Kazak-Kirghizes. Revue des Etudes Islamiques 4:53-156."
castagne1929,"Castagne, 1929","Castagne, J. 1929. Le droit familial des montagnards du Caucase et des Tcherkesses en particulier. Rev. Et. Islamiques 3: 245-275."
castetterandbell1942,"Castetter and Bell, 1942","Castetter, E. F. and W. H. Bell. 1942. Pima and Papago Indian Agriculture. University of New Mexico Inter-American Studies 1: 1-245. Albuquerque."
castetterandopler1936,"Castetter and Opler, 1936","Castetter, E. F., and M. E. Opler. 1936. The Ethnobiology of the Chiricahua and Mescalero Apache. Univ. New Mex. Bull., Biol. Ser. 4: v, 3-63."
castinel1945,"Castinel, 1945","Castinel, J. 1945. Le mariage et la mort dans la region du Yanga. Bull. Inst. Franc. Afr. Noire 7: 148-155."
castren1853,"Castren, 1853","Castren, M. A. 1853. Reiseerrinnerungen aus den Jahren 1838-1844. St. Petersburg."
cauneille1950,"Cauneille, 1950","Cauneille, A. 1950. Les nomades Regueibat. Trav. Inst. Rech. Sahar. Univ. Alger 6: 83-100."
cecchi188587,"Cecchi, 1885-87","Cecchi, A. 1885-87. Da Zeila alle frontiere del Caffa. 3V. Roma."
celerier1927,"Celerier, 1927","Celerier, J. 1927. La transhumance dans le Moyen-Atlas. Hesperis 7: 53-68."
cerulli193233,"Cerulli, 1932-33","Cerulli, E. 1932-33. Etiopia occidentale. 2V. Roma."
cerulli1956,"Cerulli, 1956","Cerulli, E. 1956. Peoples of South-west Ethiopia and Its Borderland. London."
cesard193537,"Cesard, 1935-37","Cesard, E. 1935-37. Le Muhaya. Anthropos 20: 75-106, 451-462; 21: 489-508, 821-849; 22: 15-60."
chabot1950,"Chabot, 1950","Chabot, H. T. 1950. Verwantschap, stand en sexe in Zuid-Celebes. Groningen."
chagnon1967,"Chagnon, 1967","Chagnon, N. A. 1967. Yanomamo Social Organization and Warfare. Ms."
chagnon1968a,"Chagnon, 1968a","Chagnon, N. A. 1968. Personal Fierceness and Headmen in Yanomamo Disputes. Ms."
chagnon1968b,"Chagnon, 1968b","Chagnon, N. A. 1968. Yanomamo: The Fierce People. New York."
chalmers1890,"Chalmers, 1890","Chalmers, J. 1890. Toaripi and Koiari Tribes. Rep. Austr. Assoc. Adv. Sci. 2: ii, 311-323."
chamberlain1892,"Chamberlain, 1892","Chamberlain, A. F. 1892. Report on the Kootenay Indians of South-Eastern British Columbia. Reports of the British Association for the Advancement of Sciences 62: 539-617."
chamberlain1951,"Chamberlain, 1951","Chamberlain, Robert S. 1951. The Pre-Conquest Tribute and Service System of the Maya as Preparation for the Spanish Repartimiento-Ecomienda in Yucatan. University of Miami Hispanic-American Studies, No. 10."
chance1966,"Chance, 1966","Chance, N. A. 1966. The Eskimo of North Alaska, New York."
chapelle1929,"Chapelle, 1929","Chapelle, F. de la. 1929. Une cite de l'Quad Dra' sous le protectorat des nomades, Hesperis 9: 29-42."
chapelle1957a,"Chapelle, 1957a","Chapelle, J. 1957. Nomades noirs du Sahara. Paris."
chapelle1957b,"Chapelle, 1957b","Chapelle, J. 1957. Nomades noirs du Soudan. Paris."
chard1961,"Chard, 1961","Chard, C. S. 1961. Sternberg's Materials on the Sexual Life of the Gilyak. Anthropological Papers of the University of Alaska 10:13-23."
charles1911,"Charles, 1911","Charles, L. 1911. Les Lobi. Rev. Ethnog. Sociol. 2: 202-220."
charsleyandmckenny1974,"Charsley and McKenny, 1974","Charsley, S. R., and M. G. McKenny. 1974. The social structure of Nyakyusa. Africa 44: 422-424."
chatterjeeanddas1927,"Chatterjee and Das, 1927","Chatterjee, A., and T. Das. 1927. The Hos of Seraikella. Anth. Pap. Univ. Calcutta, n. s., 1: 1-94."
chattopadhyay1941,"Chattopadhyay, 1941","Chattopadhyay, K. P. 1941. Khasi Kinship and Social Organization. Univ. Calcutta Anth. Papers, n. s., 6: 1-39."
cheremin1909,"Cheremin, 1909","Cheremin, N. A. 1909. Ozeryj kraj (The Lake Region). Moscow."
cheron1913,"Cheron, 1913","Cheron, G. 1913. Les Minianka. Rev. Ethnog. Sociol. 4: 165-186."
cheshihinvetrinskijv1901,"Cheshihin-VetrinskijV, 1901","Cheshihin-VetrinskijV,. E. 1901. Sredi latyshej (Among the Latvians). Moscow."
chevalier1908,"Chevalier, 1908","Chevalier, A. 1908. Les Massifs montagneux du rd-ouest de la Cote d'Ivoire. Geographie 20: 207-224."
chevalier1909,"Chevalier, 1909","Chevalier, A. 1909. La region des sources du Niger. Geographie 19: 337-352."
chien1967,"Ch'ien, 1967","Ch'ien, Tuan-sheng. 1967. The Government & Politics of China. Cambridge."
childs1949,"Childs, 1949","Childs, G. M. 1949. Umbundu Kinship and Character. London."
chisholm1910,"Chisholm, 1910","Chisholm, J. A. 1910. Notes on the Manners and Customs of the Winamwanga and Wiwa. Journ. Afr. Soc. 9: 360-387."
chlenov1973,"Chlenov, 1973","Chlenov, M. A. 1973. K harakteristike sotsial'noj organizatsii aziatskih eskimosov (Asian Eskimo Social Organization). Moscow."
chodzidlo1951,"Chodzidlo, 1951","Chodzidlo, Teofil. 1951. Die Familie bei den Jakuten. Interntionale Schriftenreihe fur Soziale und Politische WissenschAften, Ethnologische Reihe 1. Yakut (Siberia)."
chook1967,"Chook, 1967","Chook, P. P. 1967. Kinship and Culture: Some Problems in Ndembu Kinship. Southw. Journ. Anth. 23: 74-89."
chou1902,"Chou, 1902","Chou, Ta-Kuan. 1902. Mémoires sur les coutumes du Cambodge, ed. P. Pelliot. Bulletin de l'Ecole Française d'Extreme-Orient 2: 123-177."
chowning1957,"Chowning, 1957","Chowning, A. 1957. Lakalai Society. Ph. D. dissertation, University of Pennsylvania."
chowning1962,"Chowning, 1962","Chowning, A. 1962. Cognatic Kin Groups Among the Molima of Fergusson Island. Ethnology 1: 92-101."
christensen1954,"Christensen, 1954","Christensen, J. B. 1954. Double Descent Among the Fanti. New Haven."
christensen1963,"Christensen, 1963","Christensen, J. B. 1963. Utani: Joking, Sexual License and Social Obligations Among the Luguru. American Anthropologist 65:1314-1327."
christie1909,"Christie, 1909","Christie, Emerson B. 1909. The Subanuns of Sindangan Bay. Bureau of Science Division of Ethnology Publications, Vol. 6, Part 1. Manila."
ciezadeleon1554,"Cieza de Leon, 1554","Cieza de Leon, P. de. 1554. Parte primera de la cronica del Peru. Antwerp."
clark1938,"Clark, 1938","Clark, W. T. 1938. Manners, Customs and Beliefs of the Northern Bega. Sudan Notes and Rec. 21: 1-30."
clark1963,"Clark, 1963","Clark, J. 1963. Hunza in the Himalayas. Natural History 72:38-45."
claus1911,"Claus, 1911","Claus, H. 1911. Die Wagogo. Baessler-Arch., Beihefte 2: 1-72."
clifford1936,"Clifford, 1936","Clifford, M. 1936. A Nigerian Chiefdom. Journ. Roy. Anth. Inst. 66: 393-436."
clifford1944,"Clifford, 1944","Clifford, M. 1944. Notes on the Bassa-Komo Tribe. Man 44: 107-116."
clineetal1938,"Cline et al., 1938","Cline, W., R. S. Commons, M. Mandelbaum, R. H. Post, and L. V. W. Walters. 1938. The Sinkaietk or Southern Okanagon of Washington, ed. L. Spier. Gen. Ser. Anth. 6: 1-262."
cline1936,"Cline, 1936","Cline, W. 1936. Notes on the People of Siwah and El Garah in the Libyan Desert. Gen. Ser. Anth. 4: 1-64."
cline1950,"Cline, 1950","Cline, W. 1950. The Teda of Tibeti, Borku, and Kawar in the Eastern Sahara. Gen. Ser. Anth. 12: 1-52."
clozelandvillamur1902,"Clozel and Villamur, 1902","Clozel, F. J., and R. Villamur. 1902. Les coutumes indigenes de la Cote d'Ivorie. Paris."
clozel1896,"Clozel, 1896","Clozel, F. 1896. Les Bayas. Paris."
cobo189095,"Cobo, 1890-95","Cobo, B. 1890-95. Historia del Nuevo Mundo. 4v. Seville."
codere1950,"Codere, 1950","Codere, H. 1950. Fighting with Property. Monog. Amer. Ethn. Soc. 18: 1-143."
codrington1891,"Codrington, 1891","Codrington, R. H. 1891. The Melanesians. Oxford."
codrington1926,"Codrington, 1926","Codrington, H. W. 1926. A Short History of Ceylon. London: MacMillan and Co."
coedes1968,"Coedes, 1968","Coedes, G. 1968. The Indianized States of Southeast Asia, ed. W. F. Vella. Honolulu."
cohen1960,"Cohen, 1960","Cohen, R. 1960. The Structure of Kanuri Society. Ph. D. dissertation, University of Wisconsin."
cohen1961,"Cohen, 1961","Cohen, R. 1961. Marriage Instability Among the Kanuri of Northern Nigeria. Amer. Anth. 63: 1231-1249."
cohen1967,"Cohen, 1967","Cohen, R. 1967. The Kanuri of Bornu. New York."
cohn1958,"Cohn, 1958","Cohn, B. S. 1958. Changing Traditions of a Low Caste. Journal of American Folklore 71: 412-421."
cohnnd,"Cohn, nd","Cohn, B. S. n. d. Chamar Family in a North Indian Village. Ms."
cole1913,"Cole, 1913","Cole, F. C. 1913. The Wild Tribes of the Davao District. Field Mus. Nat. Hist. Anth. Ser. 12: 48-203."
coll1903,"Coll, 1903","Coll, C. van. 1903. Gegevens over land en volk van Suriname. Bijd. Taal. Land. Volkenk. Ned. Indie 55: 451-640."
colle1913,"Colle, 1913","Colle, P. 1913. Les Baluba. Coll. Monog. Ethnog. 10-11. Bruxelles."
colle1921,"Colle, 1921","Colle, P. 1921. L'organisation politique des Bashi. Congo 2: ii, 657-684."
colle1922a,"Colle, 1922a","Colle, P. 1922. Le mariage chez les Bashi. Congo 3: ii, 535-551."
colle1922b,"Colle, 1922b","Colle, P. 1922. Les clans au pays des Bashi. Congo 3: i, 337-352."
collinder1949,"Collinder, 1949","Collinder, B. 1949. The Lapps. Princeton."
colson1950,"Colson, 1950","Colson, E. 1950. Marriage and the Family Among the Plateau Tonga of Northern Rhodesia. New York."
colson1951,"Colson, 1951","Colson, E. 1951. The Plateau Tonga of Northern Rhodesia. Seven Tribes of British Central Africa,, ed. E. Colson and M. Gluckman, pp. 94-162. London."
colson1953,"Colson, 1953","Colson, E. 1953. The Makah Indians. Minneapolis."
colson1960,"Colson, 1960","Colson, E. 1960. The Social Organization of the Gwembe Tonga. New York."
condominas1957,"Condominas, 1957","Condominas, G. 1957. Nous avons mange la foret. Paris."
condominas1960,"Condominas, 1960","Condominas, G. 1960. Les Mnong Gar du centre Viet-Nam. Viking Fund Publ. Anth. 29: 15-23."
conklin1954,"Conklin, 1954","Conklin, H. C. 1954. The Relation of Hanunoo Culture to the Plant World. Unpublished Ph. D. dissertation, Yale University."
conklin1955,"Conklin, 1955","Conklin, Harold C. IV-5. 1955. ""Hanunoo color catgories,"" Southwestern Journal of Anthropology 11: 339-44."
conklin1957,"Conklin, 1957","Conklin, H. C. 1957. Hanunoo Agriculture. United Nations Food and Agric. Org. Forestry Devel. Pap. 12: 1-209."
conolly1897,"Conolly, 1897","Conolly, R. M. V-6. 1897. ""Social life in Fanti-land,"" Anthropological Institute of Great Britain and Ireland, Journal 26: 128-53."
conradt1902,"Conradt, 1902","Conradt, L. 1902. Die Ngumba in Sudkamerun. Globus 81: 333-337, 350-354, 369-372."
contenau1954,"Contenau, 1954","Contenau, G. 1954. Everyday Life in Babylon and Assyria. New York."
conzemius1932,"Conzemius, 1932","Conzemius, E. 1932. Ethnographic Survey of the Miskito and SA15= Sumu Indians of Honduras and Nicaragua. Bulletins of the Bureau of American Ethnology 106: 1-191."
cook1785,"Cook, 1785","Cook, J. 1785. A Voyage to the Pacific Ocean. London."
cook1900,"Cook, 1900","Cook, A. C. 1900. The Aborigines of the Canary Islands. Amer. Anth. 2: 451-493."
cook1931,"Cook, 1931",Cook. P. A. W. 1931. Social Organisation and Ceremonial Institutions of the Bomvana. Cape Town.
cook1942,"Cook, 1942","Cook, P. IV-6. 1942. ""The application of the Rorschach test to a Samoan group. "" Rorschach Research Exchange 6: 51-60."
cook1955,"Cook, 1955","Cook, S. F. 1955. The Aboriginal Population of the San Joaquin Valley. Anthropological Records 16: 31-81."
cooley1962a,"Cooley, 1962a","Cooley, F. L. 1962. Ambonese Adat. Yale Univ. Asia Studies, Cult. Rep. Ser., 10: 1-94."
cooley1962b,"Cooley, 1962b","Cooley, F. L. 1962. Ambonese Kin Groups. Ethnology 1: 102-112."
coon1931,"Coon, 1931","Coon, C. S. 1931. Tribes of the Rif. Harvard African Studies 9: 1-417."
coon1939,"Coon, 1939","Coon, C. S. 1939. Races of Europe. New York, Macmillan and Co."
coon1949,"Coon, 1949","Coon, Carleton S. 1949. Racial history. In Yugoslavia, Robert J. Kerner, ed. Berkeley, University of California Press."
coon1950,"Coon, 1950","Coon, C. S. 1950. The Mountain of Giants. Papers of the Peabody Museum of Archaeology and Ethnology, Harvard University 23: iii, 1-105."
cooper1917,"Cooper, 1917","Cooper, J. M. 1917. Analytical and Critical Bibliography of the Tribes of Tierra del Fuego and Adjacent Territory. Bull. Bur. Amer. Ethn. 63: 1-233."
cooper1946a,"Cooper, 1946a","Cooper, J. M. 1946. The Yahgan. Bulletins of the Bureau of American Ethnology 143: i, 81-106."
cooper1946b,"Cooper, 1946b","Cooper, J. M. 1946. The Patagonian and Pampean Hunters. Bulletins of the Bureau of American Ethnology 143: i, 127-268."
cooper1956,"Cooper, 1956","Cooper, J. M. 1956. The Gros Ventre of Montana: Religion and Ritual. Catholic University of America Anthropological Series 16: 1-491."
copway1851,"Copway, 1851","Copway, G. 1851. The Traditional History and Characteristic Sketches of the Ojibway Nation. Boston: Benjamin B. Busey."
corfield1938,"Corfield, 1938","Corfield, F. D. 1938. The Koma. Sudan Notes Rec. 25: 123-165."
cornell1964,"Cornell, 1964","Cornell, J. B. 1964. Ainu Assimilation and Cultural Extinction:Acculturation Policy in Hokkaido. Ethnology 3: 287-304."
cortier1908,"Cortier, 1908","Cortier, M. 1908. D'une rive a l'autre du Soudan. Paris."
coryandhartnoll1945,"Cory and Hartnoll, 1945","Cory, H., and M. M. Hartnoll. 1945. Customary Law of the Haya Tribe. London."
cory1953,"Cory, 1953","Cory, H. 1953. Sukuma Law and Custom. London."
cotlarciuc1913,"Cotlarciuc, 1913","Cotlarciuc, N. 1913. Beitraege zum lebenden Ehe- und Familienrecht der Rumaenen. Zeits. Oesterr. Volkskunde 19: 16-32, 93-104."
coudreau1893,"Coudreau, 1893","Coudreau, H. A. 1893. Chez nos Indiens. Paris."
coughlin1950,"Coughlin, 1950","Coughlin, R. J. 1950. The Position of Women in Vietnam. New Haven."
coughlin1965,"Coughlin, 1965","Coughlin, R. J. 1965. Pregnancy and Childbirth in Vietnam. Southeast Asian Birth Customs: Three Studies in Human Reproduction, eds. D. V. Hart, et al. New Haven."
courlander1960,"Courlander, 1960","Courlander, H. 1960. The Drum and the Hoe: Life and Lore of the Haitian People. Berkeley and Los Angeles."
coutouly1920,"Coutouly, 1920","Coutouly, F. de. 1920. Quelques coutumes des Kroumen du Bas-Cavally. Bull. Com. Et. Hist. Scient. Afr. Occ. Franc. 3: 79-98."
coutouly1923,"Coutouly, 1923","Coutouly, F. de. 1923. Les populations du cercle de Dori. Bull. Com. Et. Hist. Scient. Afr. Occ. Franc. 6: 269-301, 471-496, 637-671."
covarrubias1937,"Covarrubias, 1937","Covarrubias, Miguel. 1937. Island of Bali. New York."
cowan1946,"Cowan, 1946","Cowan, F. H. 1946. Notas etnograficas sobre los Mazateco de Oaxaca. Amer. Indig. 6: 27-39."
cowan1947,"Cowan, 1947","Cowan, F. H. 1947. Linguistic and Ethnological Aspects of Mazateco Kinship. Southw. Journ. Anth. 3: 247-256."
coxe1804,"Coxe, 1804","Coxe, W. 1804. Account of Russian Discoveries Between Asia and America. London."
coxhead1914,"Coxhead, 1914","Coxhead, J. C. C. 1914. The Native Tribes of Northeastern Rhodesia. Roy. Anth. Inst. Occ. Pap. 5: 43-57."
crabbeck1943,"Crabbeck, 1943","Crabbeck, G. 1943. Les Gbwaka. Bull. Juris. Indig. Droit Cout. Congol. 11: 85-108."
craig1967,"Craig, 1967","Craig, A. K. 1967. Brief Ethnology of the Campa Indians. America Indigena 27: 223-235."
crane1955,"Crane, 1955","Crane, R. L. ed. 1955. Jammu and Kashmir State. New Haven."
cranz1767,"Cranz, 1767","Cranz, D. 1767. The History of Greenland. Vol. 1. London, Brethren's Society."
crazzolara1954,"Crazzolara, 1954","Crazzolara, J. P. 1954. Lwoo Clans. Verona."
cremer192427,"Cremer, 1924-27","Cremer, J. 1924-27. Les Bobo. 2V. Paris."
cresswell1969,"Cresswell, 1969","Cresswell, R. 1969. Une communaut‚ rurale d'Irlande. Travaux et Memoires de I'Institut d'Ethnologie 74: 1-571. Paris."
crocker1961,"Crocker, 1961","Crocker, W. H. 1961. The Canela since Nimuendaji. Anthropological Quarterly 23: 69-84."
crosby1937,"Crosby, 1937","Crosby, K. H. 1937. Polygamy in Mende Country. Africa 10: 249-264."
crosson1900,"Crosson, 1900","Crosson. 1900. L'thnographie de la Cote d'Ivoire. Rens. Colon. Doc. Com. Afr. Franc. 10: 93-99, 111-118."
cruise1824,"Cruise, 1824","Cruise, R. A. 1824. Journal of a Ten Month's Residence in New Zealand. 2nd edit. London."
culshaw1949,"Culshaw, 1949","Culshaw, W. J. 1949. Tribal Heritage. London."
culwickandculwick1935,"Culwick and Culwick, 1935","Culwick, A. T., and G. M. Culwick, 1935. Ubena of the Rivers. London."
cummins1904,"Cummins, 1904","Cummins, S. L. 1904. Sub-Tribes of the Bahr-el-Ghazal Dinka. Jounr. Roy. Anth. Inst. 34: 149-166."
cunhataborde1950,"Cunha Taborde, 1950","Cunha Taborde, A. de. 1950. Apontamentos etnograficos sobre as Felupes de Suzana. Bol. Cultural Guine Port. 5: 187-223."
cunnison1950,"Cunnison, 1950","Cunnison, I. G. 1950. Kinship and Local Organization in the Luapula. Commun. Rhodes-Liv. Inst. 5: 1-32."
cunnison1954,"Cunnison, 1954","Cunnison, I. 1954. The Humr and Their Land. Sudan Notes 35: ii, 50-68."
cunnison1959,"Cunnison, 1959","Cunnison, I. G. 1959. The Luapula Peoples of Northern Rhodesia. Manchester."
curtis1908,"Curtis, 1908","Curtis, E. S. 1908. The North American Indian 3: 3-118, 137-190. Cambridge."
curtis1909,"Curtis, 1909","Curtis, E. S. 1909. The North American Indian 4: 129-172, 180-196."
curtis1911,"Curtis, 1911","Curtis, E. S. 1911. The North American Indian 8: 3-195. Norwood."
curtis1912,"Curtis, 1912","Curtis, E. S. 1912. The North American Indian 9: 19-195. Norwood."
curtis1930,"Curtis, 1930","Curtis, E. S. 1930. The North American Indian 19. Norwood."
curtis1909b,"Curtis, 1909b","Curtis, E. S. 1909. The North American Indian 5. Cambridge."
cushing1882,"Cushing, 1882","Cushing, F. H. 1882. The Nation of the Willows. Atlantic Monthly 50: 362-374, 541-559."
cushing1920,"Cushing, 1920","Cushing, F. H. 1920. Zuni Breadstuffs. Indian Notes and Monographs 8: 1-673."
cusinier1946,"Cusinier, 1946","Cusinier, J. 1946. Les Mu'o'ng. Trav. Mem. Inst. Ethnol. 45."
czaplieka1914,"Czaplieka, 1914","Czaplieka, M. A. 1914. Aboriginal Siberia. Oxford, At the Clarendon Press."
czekanowski1917,"Czekanowski, 1917","Czekanowski, J. 1917. Forschungen im NilKongo-Zwischengebiet 1: 103-412. Leipzig."
czekanowski1924,"Czekanowski, 1924","Czekanowski, Jan. 1924. Forsehungen im Nil-Kongo zwischengebiet, WissenschAftliche Ergebnisse der Deutschen Zentral Afrika Expedition, 1907-1908, unter Fuhrung Adolf Friedrich, Herzogs zu Mecklenburg, Vol. 6. Part 2: 21-110. Leipzig, Klinkhardt und Bierman."
czekanowski1924a,"Czekanowski, 1924a","Czekanowski, J. 1924. Forschungen im Nil-Kongo-Zwischengebiet, V.2. Leipzig."
czekanowski1924b,"Czekanowski, 1924b","Czekanowski, J. 1924. Forschunger im Nil-Kongo Zwischengebiet 2: 257-281. Leipzig."
czekanowski1924d,"Czekanowski, 1924d","Czekanowski, J. 1924. Forschungen im Nil-Kongo-Zwischengebiet 2: 516-522. Leipzig."
czekanowski1924e,"Czekanowski, 1924e","Czekanowski, J. 1924. Forschungen im Nil-Kongo-Zwischengebiet 2: 400-467. Leipzig."
czekanowski1924f,"Czekanowski, 1924f","Czekanowski, J. 1924. Forschungen im Nil-Kongo-Zwischengebiet 2: 358-399. Leipzig."
czekanowski1924g,"Czekanowski, 1924g","Czekanowski, J. 1924. Forschungen im Nil-Kongo-Zwischengebiet 2: 327-357. Leipzig."
czekanowski1924h,"Czekanowski, 1924h","Czekanowski, J. 1924. Forschungen im Nil-Kongo-Zwischengebiet 2: 319-326. Leipzig."
czekanowski1924i,"Czekanowski, 1924i","Czekanowski, J. 1924. Forschungen im Nil-Kongo-Zwischengebiet 2: 282-297. Leipzig."
czekanowski1924j,"Czekanowski, 1924j","Czekanowski, J. 1924. Forschungen im Nil-Kongo-Zwischengebiet 2: 111-183. Leipzig."
daigre193232,"Daigre, 1932-32",Daigre. 1932-32. Les Bandas de l'Oubangui-Chari. Anthropos 26: 547-695; 27: 153-181.
dallet1874,"Dallet, 1874","Dallet, C. 1874. Histoire de l'eglise de Coree, v. I. Paris."
dalman1932,"Dalman, 1932","Dalman, G. 1932. Arbeit und Sitte in Palestina. 8 v. Gutersloh."
damas1964,"Damas, 1964","Damas, D. 1964. The Patterning of the Iglulingmiut Kinship System. Ethnology 3: 377-388."
damm1938,"Damm, 1938","Damm, Hans, et al. 1938. Zentralkurolinen, Part II: Ifaluk, Aurepik, Faraulip, Sorol, Mogemog (The Central Carolines Part II). Ergebnisse der Sudsee-Expedition 1908-1910. Section B, Vol. 10, Part 2. Hamburg, Friederichsen, De Gruyter."
daniel1910,"Daniel, 1910","Daniel, F. 1910. Etude sur les Soninkes ou Sarakoles. Anthropos 5: 27-49."
daniell1856,"Daniell, 1856","Daniell, W. F. 1856. On the Ethnography of Akkrah and Adampe. Journ. Ethnol. Soc. London 4: 1-32."
danielsson1954,"Danielsson, 1954","Danielsson, B. 1954. Raroian Culture. Atoll Res. Bull. 32: 1-109. Washington."
danielsson1955,"Danielsson, 1955","Danielsson, B. 1955. Work and Life on Raroia. Uppsala."
darmagnac1934,"d'Armagnac, 1934",d'Armagnac. 1934. LeMzab et les pays Chaamba. Alger.
dasandbanerjee1962,"Das and Banerjee, 1962","Das, A. K., and S. K. Banerjee. 1962. The Lepchas of Darjeeling District. Cultural Research Institute. Calcutta."
das1902,"Das, 1902","Das, Sarat Chandra. 1902. Journey to Lhasa and Central Tibet. London: John Murray."
das1945,"Das, 1945","Das, T. C. 1945. The Purums. Calcutta."
das1967,"Das, 1967","Das, A. K. 1967. Scientific Analysis of ""Santal"" Social System. Bulletin of the Cultural Research Institute 6: i-ii, 5-9."
dasent1861,"Dasent, 1861","Dasent, G. W. 1861. The Story of the Burnt Njal. Edinburgh."
dass1954,"Dass, 1954","Dass, A. 1954. An Economic Survey of Gajju Chak. Punjab Village Surveys 6. Lahore."
dattamajumder1956,"Datta-Majumder, 1956","Datta-Majumder, N. 1956. The Santal. Memoirs of the Department of Anthropology, Government of India, 2: 1-150."
davenport1964,"Davenport, 1964","Davenport, W. 1964. Social Structure of Santa Cruz Island. Explorations in Cultural Anthropology, ed. W. H. Goodenough, pp. 57-93. New York."
davenportnd,"Davenport, nd","Davenport, W. Unpublished ethnographic notes."
davidson1948,"Davidson, 1948","Davidson, J. W. 1948. Political Development in Western Samoa. Pacific Affairs 21: 136-149."
davies1949,"Davies, 1949","Davies, R. P. 1949. Syrian Arabic Kinship Terms. Southw. Journ. Anth. 5: 244-252."
davis1959,"Davis, 1959","Davis, W. St. 1959. A Day in Old Rome. New York."
dazevedo1962,"d'Azevedo, 1962","d'Azevedo, W. L. 1962. Common Principles of Variant Kinship Structure Among the Gola of Western Liberia. Amer. Anth. 64: 504-520."
decleene1937a,"De Cleene, 1937a","De Cleene, N. 1937. La famille dans l'organisation sociale du Mayombe. Africa 10: 1-16."
decleene1937b,"De Cleene, 1937b","De Cleene, N. 1937. La structure de la societe Yombe. Bull. Seances Inst. Roy. Colon. Belge 8: 44-51."
deleeuwe1966,"De Leeuwe, 1966","De Leeuwe, J. 1966. Development in Bambuti society. Antropos 61: 737-763. (German)."
depuydt1868,"De Puydt, 1868","De Puydt, L. 1868. Account of Scientific Explorations in the Isthmus of Darien in the Years 1861 and 1865. Journal of the Royal Geographic Society 38: 69-110."
deschlippe1956,"De Schlippe, 1956","De Schlippe, P. 1956. Shifting Cultivation in Africa. London."
deacon1927,"Deacon, 1927","Deacon, A. B. 1927. The Regulation of Marriage in Ambrym. Journ. Roy. Anth. Inst. 57: 325-342."
deacon1929,"Deacon, 1929","Deacon, A. B. 1929. Notes on Some Islands of the New Hebrides. Journ. Roy. Anth. Inst. 59: 498-506."
deacon1934,"Deacon, 1934","Deacon, A. B. 1934. Malekula. London."
deananddean1954,"Dean and Dean, 1954","Dean, J., and G. Dean. 1954. Bilaan Word List. Unpublished Ms."
deane1921,"Deane, 1921","Deane, W. 1921. Fijian Society. London."
decary193033,"Decary, 1930-33","Decary, R. 1930-33. L'Androy. 2V. Paris."
decker1942,"Decker, 1942","Decker, J. M. de. 1942. Contribution a Petude du mariage chez les Bambunda. Bull. Jurisd. Indig. Droit Cout. Congol. 10: 125-146."
delacauw1936,"Delacauw, 1936","Delacauw, A. 1936. Droit coutumier des Barundi. Congo 17: i, 332-357, 481-522."
delacour191213,"Delacour, 1912-13","Delacour, A. 1912-13. Les Tenda. Rev. Ethnog. Sociol. 3: 287-296, 307-381; 4: 31-53, 105-120, 140-153."
delafosse1897,"DelAfosse, 1897","DelAfosse, M. 1897. Essai sur le peuple et la langue sara. Paris."
delafosse1899,"DelAfosse, 1899","DelAfosse, M. 1899. Les Vai. Anthropologie 10: 129-250, 294-314."
delafosse190809,"DelAfosse, 1908-09","DelAfosse, M. 1908-09. Le peuple Siena ou Senoufo. Rev. et. Ethnog. Sociol. 1: 17-32, 79-92, 151-159, 242-275, 448-457, 483-486; 2: 1-21."
delaporte1925,"Delaporte, 1925","Delaporte, L. J. 1925. Mesopotamia. New York."
delbert1961,"Delbert, 1961","Delbert, J. 1961. Le Paysan Cambodgien. Paris."
