var_id,code,description,name
EA042,NA,Missing data for at least one subsistence activity,Missing for at least 1 activity
EA042,1,Gathering contributes most,Gathering
EA042,2,Fishing contributes most,Fishing
EA042,3,Hunting contributes most,Hunting
EA042,4,Pastoralism contributes most,Pastoralism
EA042,5,Casual agriculture contributes most,Casual agriculture
EA042,6,Extensive agriculture contributes most,Extensive agriculture
EA042,7,Intensive agriculture contributes most,Intensive agriculture
EA042,8,Two or more sources contribute equally,Two or more sources
EA042,9,"Agriculture contributes most, type unknown ","Agriculture, type unknown"
EA043,NA,Missing data,Missing data
EA043,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9) ",Patrilineal
EA043,2,"Duolateral (EA017 > 1, EA019 > 1, EA021 = 9 or EA021 = 0) ",Duolateral
EA043,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9) ",Matrilineal
EA043,4,"Quasi-lineages (EA017 = 1, EA019 = 1, EA021 = 6) ",Quasi-lineages
EA043,5,"Ambilineal (EA017 = 1, EA019 = 1, EA021 = 3 or EA021 = 4 or EA021 = 5) ",Ambilineal
EA043,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2) ",Bilateral
EA043,7,"Mixed (EA017  and/or EA019 > 1,and EA021 not equal to 9) ",Mixed
EA044,NA,Missing data,Missing data
EA044,1,"Males alone perform the activity, female participation being negligible",Males alone
EA044,2,"Both sexes participate, but males do appreciably more than females","Both, males more"
EA044,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,Differentiated but equal
EA044,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,Equal participation
EA044,5,"Both sexes participate, but females do appreciably more than males","Both, females more"
EA044,6,"Females alone perform the activity, male participation being negligible",Females alone
EA044,7,"Sex participation irrelevant, especially where production is industrialized",Sex irrelevant
EA044,8,"The activity is present, but sex participation is unspecified in the sources consulted","Activity present, sex diff. unspecified"
EA044,9,The activity is absent or unimportant in the particular society,Activity is absent
EA045,NA,Missing data,Missing data
EA045,1,"Males alone perform the activity, female participation being negligible",Males alone
EA045,2,"Both sexes participate, but males do appreciably more than females","Both, males more"
EA045,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,Differentiated but equal
EA045,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,Equal participation
EA045,5,"Both sexes participate, but females do appreciably more than males","Both, females more"
EA045,6,"Females alone perform the activity, male participation being negligible",Females alone
EA045,7,"Sex participation irrelevant, especially where production is industrialized",Sex irrelevant
EA045,8,"The activity is present, but sex participation is unspecified in the sources consulted","Activity present, sex diff. unspecified"
EA045,9,The activity is absent or unimportant in the particular society,Activity is absent
EA046,NA,Missing data,Missing data
EA046,1,"Males alone perform the activity, female participation being negligible",Males alone
EA046,2,"Both sexes participate, but males do appreciably more than females","Both, males more"
EA046,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,Differentiated but equal
EA046,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,Equal participation
EA046,5,"Both sexes participate, but females do appreciably more than males","Both, females more"
EA046,6,"Females alone perform the activity, male participation being negligible",Females alone
EA046,7,"Sex participation irrelevant, especially where production is industrialized",Sex irrelevant
EA046,8,"The activity is present, but sex participation is unspecified in the sources consulted","Activity present, sex diff. unspecified"
EA046,9,The activity is absent or unimportant in the particular society,Activity is absent
EA047,NA,Missing data,Missing data
EA047,1,"Males alone perform the activity, female participation being negligible",Males alone
EA047,2,"Both sexes participate, but males do appreciably more than females","Both, males more"
EA047,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,Differentiated but equal
EA047,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,Equal participation
EA047,5,"Both sexes participate, but females do appreciably more than males","Both, females more"
EA047,6,"Females alone perform the activity, male participation being negligible",Females alone
EA047,7,"Sex participation irrelevant, especially where production is industrialized",Sex irrelevant
EA047,8,"The activity is present, but sex participation is unspecified in the sources consulted","Activity present, sex diff. unspecified"
EA047,9,The activity is absent or unimportant in the particular society,Activity is absent
EA048,NA,Missing data,Missing data
EA048,1,"Males alone perform the activity, female participation being negligible",Males alone
EA048,2,"Both sexes participate, but males do appreciably more than females","Both, males more"
EA048,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,Differentiated but equal
EA048,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,Equal participation
EA048,5,"Both sexes participate, but females do appreciably more than males","Both, females more"
EA048,6,"Females alone perform the activity, male participation being negligible",Females alone
EA048,7,"Sex participation irrelevant, especially where production is industrialized",Sex irrelevant
EA048,8,"The activity is present, but sex participation is unspecified in the sources consulted","Activity present, sex diff. unspecified"
EA048,9,The activity is absent or unimportant in the particular society,Activity is absent
EA049,NA,Missing data,Missing data
EA049,1,"Males alone perform the activity, female participation being negligible",Males alone
EA049,2,"Both sexes participate, but males do appreciably more than females","Both, males more"
EA049,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,Differentiated but equal
EA049,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,Equal participation
EA049,5,"Both sexes participate, but females do appreciably more than males","Both, females more"
EA049,6,"Females alone perform the activity, male participation being negligible",Females alone
EA049,7,"Sex participation irrelevant, especially where production is industrialized",Sex irrelevant
EA049,8,"The activity is present, but sex participation is unspecified in the sources consulted","Activity present, sex diff. unspecified"
EA049,9,The activity is absent or unimportant in the particular society,Activity is absent
EA050,NA,Missing data,Missing data
EA050,1,"Males alone perform the activity, female participation being negligible",Males alone
EA050,2,"Both sexes participate, but males do appreciably more than females","Both, males more"
EA050,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,Differentiated but equal
EA050,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,Equal participation
EA050,5,"Both sexes participate, but females do appreciably more than males","Both, females more"
EA050,6,"Females alone perform the activity, male participation being negligible",Females alone
EA050,7,"Sex participation irrelevant, especially where production is industrialized",Sex irrelevant
EA050,8,"The activity is present, but sex participation is unspecified in the sources consulted","Activity present, sex diff. unspecified"
EA050,9,The activity is absent or unimportant in the particular society,Activity is absent
EA051,NA,Missing data,Missing data
EA051,1,"Males alone perform the activity, female participation being negligible",Males alone
EA051,2,"Both sexes participate, but males do appreciably more than females","Both, males more"
EA051,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,Differentiated but equal
EA051,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,Equal participation
EA051,5,"Both sexes participate, but females do appreciably more than males","Both, females more"
EA051,6,"Females alone perform the activity, male participation being negligible",Females alone
EA051,7,"Sex participation irrelevant, especially where production is industrialized",Sex irrelevant
EA051,8,"The activity is present, but sex participation is unspecified in the sources consulted","Activity present, sex diff. unspecified"
EA051,9,The activity is absent or unimportant in the particular society,Activity is absent
EA052,NA,Missing data,Missing data
EA052,1,"Males alone perform the activity, female participation being negligible",Males alone
EA052,2,"Both sexes participate, but males do appreciably more than females","Both, males more"
EA052,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,Differentiated but equal
EA052,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,Equal participation
EA052,5,"Both sexes participate, but females do appreciably more than males","Both, females more"
EA052,6,"Females alone perform the activity, male participation being negligible",Females alone
EA052,7,"Sex participation irrelevant, especially where production is industrialized",Sex irrelevant
EA052,8,"The activity is present, but sex participation is unspecified in the sources consulted","Activity present, sex diff. unspecified"
EA052,9,The activity is absent or unimportant in the particular society,Activity is absent
EA053,NA,Missing data,Missing data
EA053,1,"Males alone perform the activity, female participation being negligible",Males alone
EA053,2,"Both sexes participate, but males do appreciably more than females","Both, males more"
EA053,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,Differentiated but equal
EA053,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,Equal participation
EA053,5,"Both sexes participate, but females do appreciably more than males","Both, females more"
EA053,6,"Females alone perform the activity, male participation being negligible",Females alone
EA053,7,"Sex participation irrelevant, especially where production is industrialized",Sex irrelevant
EA053,8,"The activity is present, but sex participation is unspecified in the sources consulted","Activity present, sex diff. unspecified"
EA053,9,The activity is absent or unimportant in the particular society,Activity is absent
EA054,NA,Missing data,Missing data
EA054,1,"Males alone perform the activity, female participation being negligible",Males alone
EA054,2,"Both sexes participate, but males do appreciably more than females","Both, males more"
EA054,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,Differentiated but equal
EA054,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,Equal participation
EA054,5,"Both sexes participate, but females do appreciably more than males","Both, females more"
EA054,6,"Females alone perform the activity, male participation being negligible",Females alone
EA054,7,"Sex participation irrelevant, especially where production is industrialized",Sex irrelevant
EA054,8,"The activity is present, but sex participation is unspecified in the sources consulted","Activity present, sex diff. unspecified"
EA054,9,The activity is absent or unimportant in the particular society,Activity is absent
EA055,NA,Missing data,Missing data
EA055,1,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",Junior age
EA055,2,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",Senior age
EA055,3,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",Craft
EA055,4,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",Industrial
EA055,9,"Normally performed by many or most adult men, women, or both",Most adults
EA055,10,The activity is absent or unimportant in the particular society,Activity is absent
EA056,NA,Missing data,Missing data
EA056,1,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",Junior age
EA056,2,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",Senior age
EA056,3,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",Craft
EA056,4,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",Industrial
EA056,9,"Normally performed by many or most adult men, women, or both",Most adults
EA056,10,The activity is absent or unimportant in the particular society,Activity is absent
EA057,NA,Missing data,Missing data
EA057,1,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",Junior age
EA057,2,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",Senior age
EA057,3,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",Craft
EA057,4,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",Industrial
EA057,9,"Normally performed by many or most adult men, women, or both",Most adults
EA057,10,The activity is absent or unimportant in the particular society,Activity is absent
EA058,NA,Missing data,Missing data
EA058,1,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",Junior age
EA058,2,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",Senior age
EA058,3,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",Craft
EA058,4,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",Industrial
EA058,9,"Normally performed by many or most adult men, women, or both",Most adults
EA058,10,The activity is absent or unimportant in the particular society,Activity is absent
EA059,NA,Missing data,Missing data
EA059,1,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",Junior age
EA059,2,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",Senior age
EA059,3,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",Craft
EA059,4,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",Industrial
EA059,9,"Normally performed by many or most adult men, women, or both",Most adults
EA059,10,The activity is absent or unimportant in the particular society,Activity is absent
EA060,NA,Missing data,Missing data
EA060,1,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",Junior age
EA060,2,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",Senior age
EA060,3,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",Craft
EA060,4,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",Industrial
EA060,9,"Normally performed by many or most adult men, women, or both",Most adults
EA060,10,The activity is absent or unimportant in the particular society,Activity is absent
EA061,NA,Missing data,Missing data
EA061,1,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",Junior age
EA061,2,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",Senior age
EA061,3,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",Craft
EA061,4,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",Industrial
EA061,9,"Normally performed by many or most adult men, women, or both",Most adults
EA061,10,The activity is absent or unimportant in the particular society,Activity is absent
EA062,NA,Missing data,Missing data
EA062,1,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",Junior age
EA062,2,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",Senior age
EA062,3,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",Craft
EA062,4,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",Industrial
EA062,9,"Normally performed by many or most adult men, women, or both",Most adults
EA062,10,The activity is absent or unimportant in the particular society,Activity is absent
EA063,NA,Missing data,Missing data
EA063,1,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",Junior age
EA063,2,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",Senior age
EA063,3,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",Craft
EA063,4,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",Industrial
EA063,9,"Normally performed by many or most adult men, women, or both",Most adults
EA063,10,The activity is absent or unimportant in the particular society,Activity is absent
EA064,NA,Missing data,Missing data
EA064,1,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",Junior age
EA064,2,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",Senior age
EA064,3,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",Craft
EA064,4,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",Industrial
EA064,9,"Normally performed by many or most adult men, women, or both",Most adults
EA064,10,The activity is absent or unimportant in the particular society,Activity is absent
EA065,NA,Missing data,Missing data
EA065,1,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",Junior age
EA065,2,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",Senior age
EA065,3,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",Craft
EA065,4,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",Industrial
EA065,9,"Normally performed by many or most adult men, women, or both",Most adults
EA065,10,The activity is absent or unimportant in the particular society,Activity is absent
EA066,NA,Missing data,Missing data
EA066,1,"Absence of significant class distinctions among freemen (slavery is treated in EA070), ignoring variations in individual repute achieved through skill, valor, piety, or wisdom",Absence of distinctions
EA066,2,"Wealth distinctions, based on the possession or distribution of property, present and socially important but not crystallized into distinct and hereditary social classes",Wealth distinctions
EA066,3,"Elite stratification, in which an elite class derives its superior status from, and perpetuates it through, control over scarce resources, particularly land, and is thereby differentiated from a property-less proletariat or serf class",Elite stratification
EA066,4,"Dual stratification into a hereditary aristocracy and a lower class of ordinary commoners or freemen, where traditionally ascribed noble status is at least as decisive as control over scarce resources",Dual stratification
EA066,5,Complex stratification into social classes correlated in large measure with extensive differentiation of occupational statuses,Complex stratification
EA067,NA,Missing data,Missing data
EA067,1,"Absence of significant class distinctions among freemen (slavery is treated in EA070), ignoring variations in individual repute achieved through skill, valor, piety, or wisdom",Absence of distinctions
EA067,2,"Wealth distinctions, based on the possession or distribution of property, present and socially important but not crystallized into distinct and hereditary social classes",Wealth distinctions
EA067,3,"Elite stratification, in which an elite class derives its superior status from, and perpetuates it through, control over scarce resources, particularly land, and is thereby differentiated from a property-less proletariat or serf class",Elite stratification
EA067,4,"Dual stratification into a hereditary aristocracy and a lower class of ordinary commoners or freemen, where traditionally ascribed noble status is at least as decisive as control over scarce resources",Dual stratification
EA067,5,Complex stratification into social classes correlated in large measure with extensive differentiation of occupational statuses,Complex stratification
EA067,9,No secondary type,No secondary type
EA068,NA,Missing data,Missing data
EA068,1,Caste distinctions absent or insignificant,Absence of distinctions
EA068,2,"One or more despised occupational groups, e.g., smiths or leather workers, distinguished from the general population, regarded as outcastes by the latter, and characterized by strict endogamy",Despised occupation groups
EA068,3,"Ethnic stratification, in which a superordinate caste withholds privileges from and refuses to intermarry with a subordinate caste (or castes) which it stigmatizes as ethnically alien, e.g., as descended from a conquered and culturally inferior indigenous population, from former slaves, or from foreign immigrants of different race and/or culture",Ethnic stratification
EA068,4,Complex caste stratification in which occupational differentiation emphasizes hereditary ascription and endogamy to the near exclusion of achievable class statuses,Complex caste stratification
EA069,NA,Missing data,Missing data
EA069,1,Caste distinctions absent or insignificant,Absence of distinctions
EA069,2,"One or more despised occupational groups, e.g., smiths or leather workers, distinguished from the general population, regarded as outcastes by the latter, and characterized by strict endogamy",Despised occupation groups
EA069,3,"Ethnic stratification, in which a superordinate caste withholds privileges from and refuses to intermarry with a subordinate caste (or castes) which it stigmatizes as ethnically alien, e.g., as descended from a conquered and culturally inferior indigenous population, from former slaves, or from foreign immigrants of different race and/or culture",Ethnic stratification
EA069,4,Complex caste stratification in which occupational differentiation emphasizes hereditary ascription and endogamy to the near exclusion of achievable class statuses,Complex caste stratification
EA069,9,No secondary type,No secondary type
EA070,NA,Missing data,Missing data
EA070,1,Absence or near absence of slavery,Absence of slavery
EA070,2,"Incipient or nonhereditary slavery, i.e., where slave status is temporary and not transmitted to the children of slaves","Slavery, nonhereditary"
EA070,3,Slavery reported but not identified as hereditary or nonhereditary,"Slavery, no info on heritability"
EA070,4,Hereditary slavery present and of at least modest social significance,"Slavery, hereditary"
EA071,NA,Missing data,Missing data
EA071,1,Slavery never practiced,Slavery never practiced
EA071,2,"Slavery present in past, but not currently in existence",Past slavery
EA071,3,Slavery present currently and in past,Past and present slavery
EA072,NA,Missing data,Missing data
EA072,1,Patrilineal heir,Patrilineal heir
EA072,2,Matrilineal heir,Matrilineal heir
EA072,3,Nonhereditary succession through appointment by some higher authority,Nonhered: appointed by auth.
EA072,4,Nonhereditary succession on the basis primarily of seniority or age,Nonhered: seniority
EA072,5,"Nonhereditary succession through influence, e.g., of wealth or social status",Nonhered: influence
EA072,6,Nonhereditary succession through election or some other mode of formal consensus,Nonhered: election
EA072,7,Nonhereditary succession through informal consensus,Nonhered: inf. consensus
EA072,9,Absence of any office resembling that of a local headman,Absence of office
EA073,NA,Missing data,Missing data
EA073,1,Hereditary succession by a son,Son
EA073,2,Hereditary succession by a patrilineal heir who takes precedence over a son,Patrilineal heir
EA073,3,Hereditary succession by a sister's son,Sister's son
EA073,4,"Hereditary succession by a matrilineal heir who takes precedence over a sister's son, e.g., a younger brother",Matrilineal heir
EA073,5,Nonhereditary,Nonhereditary
EA073,9,Absence of any office resembling that of a local headman,Absence of office
EA074,NA,Missing data,Missing data
EA074,1,Absence of individual property rights in land or of any rule of inheritance governing the transmission of such rights,No inher. of real property
EA074,2,Matrilineal inheritance by a sister's son or sons,Matrilineal by sister's sons
EA074,3,Inheritance by matrilineal heirs who take precedence over sisters' sons,Matrilineal by heirs
EA074,4,"Inheritance by children, but with daughters receiving less than sons","Children, less for daughters"
EA074,5,Inheritance by children of either sex or both,Children
EA074,6,Inheritance by patrilineal heirs who take precedence over sons,Patrilineal by heirs
EA074,7,Patrilineal inheritance by a son or sons,Patrilineal by sons
EA075,NA,Missing data,Missing data
EA075,1,Equal or relatively equal distribution among all members of the category,Equally distributed
EA075,2,"Exclusive or predominant inheritance by the member of the category adjudged best qualified, either by the deceased or by his surviving relatives",Best qualified
EA075,3,"Ultimogeniture, i.e., predominant inheritance by the junior member of the category",Ultimogeniture
EA075,4,"Primogeniture, i.e., predominant inheritance by the senior member of the category",Primogeniture
EA075,9,Absence of inheritance of real property,No inher. of real property
EA076,NA,Missing data,Missing data
EA076,1,"Absence of individual rights to movable property or of any rule of inheritance governing the transmission of such rights. This includes the destruction, burial, or giving away of movable property",No inher. of mov. property
EA076,2,Matrilineal inheritance by a sister's son or sons,Matrilineal by sister's sons
EA076,3,Inheritance by matrilineal heirs who take precedence over sisters' sons,Matrilineal by heirs
EA076,4,"Inheritance by children, but with daughters receiving less than sons","Children, less for daughters"
EA076,5,Inheritance by children of either sex or both,Children
EA076,6,Inheritance by patrilineal heirs who take precedence over sons,Patrilineal by heirs
EA076,7,Patrilineal inheritance by a son or sons,Patrilineal by sons
EA077,NA,Missing data,Missing data
EA077,1,Equal or relatively equal distribution among all members of the category,Equally distributed
EA077,2,"Exclusive or predominant inheritance by the member of the category adjudged best qualified, either by the deceased or by his surviving relatives",Best qualified
EA077,3,"Ultimogeniture, i.e., predominant inheritance by the junior member of the category",Ultimogeniture
EA077,4,"Primogeniture, i.e., predominant inheritance by the senior member of the category",Primogeniture
EA077,9,"Absence of inheritance of movable property; includes the destruction, burial, or giving away of movable property",No inher. of mov. property
EA078,NA,Missing data,Missing data
EA078,1,Premarital sex relations precluded by a very early age of marriage for females,Precluded by early marriage
EA078,2,"Insistence on virginity; premarital sex relations prohibited, strongly sanctioned, and in fact rare","Prohibited, strongly sanctioned"
EA078,3,Premarital sex relations prohibited but weakly sanctioned and not infrequent in fact,Prohibited but weakly sanctioned
EA078,4,Premarital sex relations allowed and not sanctioned unless pregnancy results,"Permitted, sanction if pregnancy"
EA078,5,"Trial marriage; monogamous premarital sex relations permitted with the expectation of marriage if pregnancy results, promiscuous relations being prohibited and sanctioned",Trial marriage
EA078,6,Premarital sex relations freely permitted and subject to no sanctions,"Permitted, no sanctions"
EA079,NA,Missing data,Missing data
EA079,1,Semicircular,Semicircular
EA079,2,Circular,Circular
EA079,3,Elliptical or elongated with rounded ends,Elliptical
EA079,4,Polygonal,Polygonal
EA079,5,Rectangular or square,Rectangular
EA079,6,Quadrangular around (or partially around) an interior court,Quadrangular around interior
EA080,NA,Missing data,Missing data
EA080,1,"Subterranean or semi-subterranean, ignoring cellars beneath the living quarters",Subterranean
EA080,2,Floor formed by or level with the ground itself,Floor level with ground
EA080,3,"Elevated slightly above the ground on a raised platform of earth, stone, or wood",Elevated slightly
EA080,4,"Raised substantially above the ground on piles, posts, or piers",Raised substantially
EA081,NA,Missing data,Missing data
EA081,1,"Stone, stucco, concrete, or fired brick","Stone, stucco or brick"
EA081,2,"Plaster, mud and dung, or wattle and daub","Plaster, clay or similar"
EA081,3,"Wood, including logs, planks, poles, bamboo, or shingles","Wood, incl. bamboo"
EA081,4,Bark,Bark
EA081,5,Hides or skins,Hides or skins
EA081,6,"Felt, cloth, or other fabric",Fabric
EA081,7,"Mats, latticework, or wattle",Mats
EA081,8,"Grass, leaves, or other thatch","Grass, leaves or thatch"
EA081,9,"Adobe, clay, or dried brick","Adobe, clay or brick"
EA081,10,"Open walls, including cases where they can be temporarily closed by screens",Open walls
EA081,11,"Walls indistinguishable from roof or merging into the latter (see ""Roofing materials"" for details)",Walls not diff. from roof
EA082,NA,Missing data,Missing data
EA082,1,Rounded or semi-cylindrical,Rounded or semi-cylindrical
EA082,2,Dome shaped or hemispherical,Hemispherical
EA082,3,Beehive shaped with pointed peak,Beehive shaped
EA082,4,Conical,Conical
EA082,5,Semi-hemispherical,Semi-hemispherical
EA082,6,"Shed, i.e., with one slope",One slope
EA082,7,Flat or horizontal,Flat
EA082,8,"Gabled, i.e., with two slopes",Two slopes
EA082,9,"Hipped or pyramidal, i.e., with four slopes",Four slopes
EA083,NA,Missing data,Missing data
EA083,1,Stone or slate,Stone or slate
EA083,2,"Plaster, clay, mud and dung, or wattle and daub","Plaster, clay or similar"
EA083,3,"Wood, including logs, planks, poles, bamboo, or shingles","Wood, incl. bamboo"
EA083,4,Bark,Bark
EA083,5,Hides or skins,Hides or skins
EA083,6,"Felt, cloth, or other fabric",Fabric
EA083,7,Mats,Mats
EA083,8,"Grass, leaves, brush, or other thatch","Grass, leaves or thatch"
EA083,9,Earth or turf,Earth or turf
EA083,10,Ice or snow,Ice or snow
EA083,11,Tile or fired brick,Tile or fired brick
EA084,NA,Missing data,Missing data
EA084,1,Semicircular,Semicircular
EA084,2,Circular,Circular
EA084,3,Elliptical or elongated with rounded ends,Elliptical
EA084,4,Polygonal,Polygonal
EA084,5,Rectangular or square,Rectangular
EA084,6,Quadrangular around (or partially around) an interior court,Quadrangular around interior
EA085,NA,Missing data,Missing data
EA085,1,"Subterranean or semi-subterranean, ignoring cellars beneath the living quarters",Subterranean
EA085,2,Floor formed by or level with the ground itself,Floor level with ground
EA085,3,"Elevated slightly above the ground on a raised platform of earth, stone, or wood",Elevated slightly
EA085,4,"Raised substantially above the ground on piles, posts, or piers",Raised substantially
EA086,NA,Missing data,Missing data
EA086,1,"Stone, stucco, concrete, or fired brick","Stone, stucco or brick"
EA086,2,"Plaster, mud and dung, or wattle and daub","Plaster, clay or similar"
EA086,3,"Wood, including logs, planks, poles, bamboo, or shingles","Wood, incl. bamboo"
EA086,4,Bark,Bark
EA086,5,Hides or skins,Hides or skins
EA086,6,"Felt, cloth, or other fabric",Fabric
EA086,7,"Mats, latticework, or wattle",Mats
EA086,8,"Grass, leaves, or other thatch","Grass, leaves or thatch"
EA086,9,"Adobe, clay, or dried brick","Adobe, clay or brick"
EA086,10,"Open walls, including cases where they can be temporarily closed by screens",Open walls
EA086,11,"Walls indistinguishable from roof or merging into the latter (see ""Roofing materials"" for details)",Walls not diff. from roof
EA087,NA,Missing data,Missing data
EA087,1,Rounded or semi-cylindrical,Rounded or semi-cylindrical
EA087,2,Dome shaped or hemispherical,Hemispherical
EA087,3,Beehive shaped with pointed peak,Beehive shaped
EA087,4,Conical,Conical
EA087,5,Semi-hemispherical,Semi-hemispherical
EA087,6,"Shed, i.e., with one slope",One slope
EA087,7,Flat or horizontal,Flat
EA087,8,"Gabled, i.e., with two slopes",Two slopes
EA087,9,"Hipped or pyramidal, i.e., with four slopes",Four slopes
EA088,NA,Missing data,Missing data
EA088,1,Stone or slate,Stone or slate
EA088,2,"Plaster, clay, mud and dung, or wattle and daub","Plaster, clay or similar"
EA088,3,"Wood, including logs, planks, poles, bamboo, or shingles","Wood, incl. bamboo"
EA088,4,Bark,Bark
EA088,5,Hides or skins,Hides or skins
EA088,6,"Felt, cloth, or other fabric",Fabric
EA088,7,Mats,Mats
EA088,8,"Grass, leaves, brush, or other thatch","Grass, leaves or thatch"
EA088,9,Earth or turf,Earth or turf
EA088,10,Ice or snow,Ice or snow
EA088,11,Tile or fired brick,Tile or fired brick
EA201,NA,Missing data,Missing data
EA201,1,Pattern of marital residence differs in the first years of marriage relative to later years.,Different
EA201,2,Pattern of marital residence in the first years of marriage not different from later years.,Same
EA202,NA,Missing data,Missing data
EA094,NA,Insufficient information or not coded ,Missing data
