id,xd_id,pref_name_for_society,glottocode,ORIG_name_and_ID_in_this_dataset,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_link,origLat,origLong,Lat,Long,Comment,glottocode_comment
B232,xd1181,Tukudika,nort2955,Sheep Eater Shoshoni (B232),"Sheep-Eater Shoshoni, Lemhi Mountain Shoshoni",1860,,,45.17,-113.84,45.17,-113.84,Original,
B207,xd1182,Agaiduka,nort2955,Salmon Eater Shoshoni (B207),"Salmon-Eater Shoshoni, Lemhi River Shoshoni",1860,,,42.94,-115.3,42.94,-115.3,Original,
B214,xd1183,Gosiute,gosi1242,Gosiute Shoshoni (B214),"Gosiute Shoshoni, Deep Creek Shoshoni",1860,Western (NT22),in process,39.88,-114,39.88,-114,Original,
B201,xd1184,Antarianunts,utee1244,Antarianunts Southern Paiute (B201),"Henry Mountains Paiute, Kaiparowits",1860,,,37.86,-110.72,37.86,-110.72,Original,
B213,xd1185,Hukundika,nort2955,Hukundika Shoshoni (B213),"Seed-Eaters, Northern Shoshoni, Hukunduka, Hukuniduica",1870,,,41.55,-112.22,41.55,-112.22,Original,
B204,xd1189,Southern Paiute (Kaibab and Las Vegas),sout2969,Kaibab Southern Paiute (B204),"Kaivavwits, Southern Paiute, Las Vegas, Southern Paiute",1860,,,36.9,-112.55,36.9,-112.55,Original,
B230,xd1194,Uintah Ute,utee1244,Uintah Ute (B230),"Tompanowots, Yampa",1860,,,40.47,-110.22,40.47,-110.22,Original,
B225,xd1196,Washo,wash1253,Washo (B225),,1850,Washo (NT20),in process,39.08,-119.82,39.08,-119.82,Original,
B234,xd1199,Uncompahgre Ute,utee1244,Uncompahgre Ute (B234),Mowataviwatsiu,1860,,,38.14,-107.8,38.14,-107.8,Original,
B252,xd1200,Bannock,bann1248,Bannock (B252),Eastern Bannock,1860,,,43.66,-112.32,43.66,-112.32,Original,
B227,xd1201,Wind River Eastern Shoshone,nort2955,Wind River Shoshoni (B227),"Wind River, Eastern Shoshoni, Kucundika, Buffalo Hunters, Buffalo-Eater",1860,,,43.19,-108.86,43.19,-108.86,Original,
B198,xd1202,Hualapai,wala1270,Walapai (B198),Walapai,1870,,,35.95,-114.5,35.95,-114.5,Original,
B196,xd1203,Yavapai,yava1252,Yavapai (B196),Apache-Mojave,1870,,,33.37,-110.5,33.37,-110.5,Original,
B250,xd1205,Kutenai,kute1249,Kutenai (B250),"Ktunaxa, Kootenay, Kootenai",1880,,,47.48,-114.08,47.48,-114.08,Original,
B348,xd1206,Chilcotin,chil1280,Chilcotin (B348),Tsilhqot'in,1880,,,51.68,-124,51.68,-124,Original,
B276,xd1207,Lillooet,lill1248,Lillooet (B276),"St'at'imc, Stlatlum",1860,,,50.46,-123,50.46,-123,Original,
B253,xd1208,Gros Ventre,gros1243,Gros-Ventre (B253),"A'ani, A'aninin, Haaninin",1870,Gros Ventre (NQ13),http://ehrafworldcultures.yale.edu/collection?owc=NQ13,48.12,-105.6,48.12,-105.6,Original,
B257,xd1210,Assiniboine,assi1247,Assiniboine (B257),"Hohe, Nakota, Stoney",1870,Assiniboine (NF04),http://ehrafworldcultures.yale.edu/collection?owc=NF04,49.49,-102.43,49.49,-102.43,Original,
B256,xd1211,Blackfoot,pieg1239,Blackfoot (B256),Siksika,1850,Blackfoot (NF06),http://ehrafworldcultures.yale.edu/collection?owc=NF06,51.01,-110.76,51.01,-110.76,Original,
B259,xd1212,Kainai,bloo1239,Blood (B259),"Blood, Kainah, Blood Tribe",1850,Blackfoot (NF06),http://ehrafworldcultures.yale.edu/collection?owc=NF06,52.79,-113.86,52.79,-113.86,Original,
B254,xd1213,Bungi,west1510,Bungi (Plains Ojibwa) (B254),"Plains Ojibwa, Bungee, Manitoba Saulteaux, Ojibway, Ojibwe",1850,Ojibwa (NG06),http://ehrafworldcultures.yale.edu/collection?owc=NG06,47.6,-97.25,47.6,-97.25,Original,
B193,xd1215,Karankawa,kara1289,Karankawa (B193),,1800,,,28.44,-96.91,28.44,-96.91,Original,
B243,xd1216,Kiowa,kiow1266,Kiowa (B243),,1870,,,36.9,-99.1,36.9,-99.1,Original,
B255,xd1217,Piegan,pieg1239,Piegan (B255),Pikuni,1850,Blackfoot (NF06),http://ehrafworldcultures.yale.edu/collection?owc=NF06,49.34,-111.21,49.34,-111.21,Original,
B258,xd1218,Plains Cree,plai1258,Plains Cree (B258),,1850,,,51.86,-102.67,51.86,-102.67,Original,
B244,xd1219,Kiowa Apache,kiow1264,Kiowa Apache (B244),"Naisha Dene, Na'isha",1860,,,35.83,-98.9,35.83,-98.9,Original,
B194,xd1221,Coahuilteco,coah1252,Coahuilenos (B194),,1715,,,26,-102.07,26,-102.07,Original,
B241,xd1222,Comanche,coma1245,Comanche (B241),,1870,Comanche (NO06),http://ehrafworldcultures.yale.edu/collection?owc=NO06,36.83,-100.5,36.83,-100.5,Original,
B248,xd1223,Crow,crow1244,Crow (B248),Apsaalooké,1870,Crow (NQ10),http://ehrafworldcultures.yale.edu/collection?owc=NQ10,45.83,-108.48,45.83,-108.48,Original,
B245,xd1224,Cheyenne,chey1247,Cheyenne (B245),,1860,,,38.83,-102.35,38.83,-102.35,Original,
B260,xd1226,Sarcee,sars1236,Sarsi (B260),"Tsuu, Sarci",1880,,,53.15,-111.04,53.15,-111.04,Original,
B249,xd1227,Teton,lako1247,Teton Sioux (Lakota) (B249),,1870,,,44.5,-102.27,44.5,-102.27,Original,
B246,xd1228,Arapaho,arap1274,Arapaho (B246),"Hinono'eiteen, Arapahoe",1860,Arapaho (NQ06),in process,40.13,-102.72,40.13,-102.72,Original,
B242,xd1259,Chiricahua,mesc1238,Chiricahua Apache (B242),"Chiricahua Apache, Eastern Apache",1880,Eastern Apache (NT08),http://ehrafworldcultures.yale.edu/collection?owc=NT08,32.52,-101.76,32.52,-101.76,Original,
B240,xd1275,Lipan Apache,lipa1241,Lipan Apache (B240),Lipan,1880,,,28.96,-98.48,28.96,-98.48,Original,
B143,xd1289,Seri,seri1257,Seri (B143),Comcaac,1900,Seri (NU31),in process,29.59,-112.18,29.59,-112.18,Original,
B191,xd1290,Chichimeca,chic1272,Chichimec (B191),Chichimec,1570,,,22,-100,22,-100,Original,
B35,xd1330,Paraujano,para1316,Paraujano (B35),Onoto,1950,,,9.9,-72.41,9.9,-72.41,Original,
B38,xd1345,Pumé,pume1238,Yaruro-Pume (B38),Yaruro,1989,Pumé (SS19),http://ehrafworldcultures.yale.edu/collection?owc=SS19,6.85,-68.77,6.85,-68.77,Original,
B39,xd1347,Guahibo,guah1255,Guahibo (B39),,1960,,,5.38,-68.31,5.38,-68.31,Original,
B36,xd1358,Shiriana,nina1238,Shiriana (B36),"Kirishana, Xiriana",1960,Yanoama (SQ18),http://ehrafworldcultures.yale.edu/collection?owc=SQ18,3.86,-66.17,3.86,-66.17,Original,
B43,xd1362,Sirionó,siri1273,Siriono (B43),"Miá, Siriono",1940,Siriono (SF21),http://ehrafworldcultures.yale.edu/collection?owc=SF21,-15,-63.58,-15,-63.58,Original,
B55,xd1383,Yahgan,yama1264,Yaghan (B55),,1870,Yahgan (SH06),http://ehrafworldcultures.yale.edu/collection?owc=SH06,-60,-68.66,-55.02,-68.98,Revised,
B54,xd1385,Ona,onaa1245,Ona (B54),,1880,Ona (SH04),http://ehrafworldcultures.yale.edu/collection?owc=SH04,-53.9,-68.62,-53.9,-68.62,Original,
B51,xd1386,Tehuelche,tehu1242,Tehuelche (B51),Patagon,1870,Tehuelche (SH05),http://ehrafworldcultures.yale.edu/collection?owc=SH05,-46,-68.7,-46,-68.7,Original,
B53,xd1387,Alacaluf,qawa1238,Alacaluf (B53),Kawésqar,1900,,,-49.55,-74.52,-49.55,-74.52,Original,
B41,xd1397,Bororo,boro1282,Bororo (B41),,1920,Bororo (SP08),http://ehrafworldcultures.yale.edu/collection?owc=SP08,16.52,-55,-16,-55,Revised,
B45,xd1401,Nambikwara,sout2994,Nambikwara (B45),Nambicura,1938,Nambicuara (SP17),http://ehrafworldcultures.yale.edu/collection?owc=SP17,-12.73,-59.55,-12.73,-59.55,Original,
B42,xd1403,Guató,guat1253,Guato (B42),Guato,1901,,,-18,-57.5,-18,-57.5,Original,
B50,xd1411,Aweikoma,xokl1240,Aweikomo (B50),"Xokleng, Shokleng, Botocudo of Santa Catarina, Bugre, Kaingang of Santa Catarina (though Aweikoma and Kaingang today considered separate groups)",1910,Xokleng (SM03),http://ehrafworldcultures.yale.edu/collection?owc=SM03,-28,-50,-28,-50,Original,
B48,xd1413,Aimoré,kren1239,Botocudo (B48),"Nac-nanuk, Nac-poruk, Botocudo",1880,,,-18.71,-41.86,-18.71,-41.86,Original,
B165,xd1418,Kashaya Pomo,kash1280,Southern Pomo (B165),"Southwest dialect, Southern Pomo",1860,,,38.54,-122.88,38.54,-122.88,Original,
B70,xd2,Dorobo,okie1245,Dorobo (B70),"Andorobo, Okiek, Wandorobbo",1920,Okiek (FL20),http://ehrafworldcultures.yale.edu/collection?owc=FL20,0,36,0,36,Original,
B65,xd5,Mbuti,bila1255,Mbuti (B65),"Sua, BaSua, Kango, BaKango, Bambuti, BaMbuti Pygmies",1930,Mbuti (FO04),http://ehrafworldcultures.yale.edu/collection?owc=FO04,1.54,28.61,1.54,28.61,Original,"Note 8Feb2018: Changed. Focus is ""Epulu net-hunters, Ituri forest"". From White pinpointing sheets: ""The Pygmies and Pygmoid peoples of the Congo have been pushed into smaller and smaller areas of the tropical forest since the invasions of Bantu and Sudanic tribes in the 16-17th centuries, and most of the groups have adopted the languages of invading tribes with whom they allied themselves. Mbuti pygmies have adopted the languages of the Bira to the south of them, the Lese to the east, the Mangbetu and Azande to the northwest, and the Mamvu-Mangutu to the north. The [...] Epulu group studied by Turnbull situated to the north of the Ituri and Epulu Rivers, and the majority of the other groups to the south of the Ituri River [...] are net-hunters, and speak a language largely influenced by the Forest Bira."" Note, though, that Ember concordance lists the language as Lese."
B25,xd617,Nivkh,gily1242,Gilyak (B25),Gilyak,1920,Nivkh (RX02),http://ehrafworldcultures.yale.edu/collection?owc=RX02,51.54,140,51.54,140,Original,
B27,xd620,Nganasan,ngan1291,Nganasan (B27),Tavgi Samoyed,1933,Samoyed_with_notes_on_Nganasan (RU04),http://ehrafworldcultures.yale.edu/collection?owc=RU04,73.83,90,73.83,90,Original,
B28,xd622,Ungazikmit,cent2128,Siberian Eskimo (B28),"Eskaleut, Asian Eskimo",1860,,,65.96,170.08,65.96,170.08,Original,
B26,xd634,Yukaghir,nort2745,Yukaghir (B26),,1900,,,70,145,70,145,Original,
B22,xd635,Ainu,ainu1240,Ainu (B22),"Ainu (Hokkaido), Hokkaido",1900,Ainu (AB06),http://ehrafworldcultures.yale.edu/collection?owc=AB06,44.01,144.17,44.01,144.17,Original,
B24,xd636,Ket,kett1243,Ket (B24),"Yenisei Ostyak, Yeniseians",1900,,,62,90,62,90,Original,
B15,xd672,Chenchu,chen1255,Chenchu (B15),,1940,,,16.25,78.97,16.25,78.97,Original,
B8,xd686,Andamanese,akab1249,Big Andaman Island (B8),"Big Andaman Island, Andamese",1870,Andamans (AZ02),http://ehrafworldcultures.yale.edu/collection?owc=AZ02,13.32,92.89,13.32,92.89,Original,Changed to abj from apq on 8 April 2017 based on comments from H. Hammarström: Man (1885) worked most with (and whose variety he spoke best) Bojingya or Aka-Bea [abj]
B10,xd690,Vedda,vedd1240,Vedda (B10),"Wanniyalaeto, Veddah",1900,Vedda (AX05),http://ehrafworldcultures.yale.edu/collection?owc=AX05,8.58,81.25,8.59,81.19,Revised,
B73,xd7,Naron,naro1249,Nharo (B73),Aikwe,1910,,,-21.64,21.61,-21.64,21.61,Original,
B9,xd725,Semang,kens1248,Semang (B9),,1920,Semang (AN07),http://ehrafworldcultures.yale.edu/collection?owc=AN07,5.86,101,5.86,101,Original,
B3,xd757,Anak Dalam,kubu1239,Kubu (B3),"Orang Batin Sembilan, Orang Rimba, Kubu",1900,,,-3.04,102.69,-3.04,102.69,Original,
B1,xd1442,Punan,west2563,Punan (B1),"Penan Gang, Punan Busang",1970,,,3,114,3,114,Original,"Note, previously this language was associated with xd758, and with both Binford and EA ""Punan"" societies. This xd_id now refers only to the Binford ""Punan"" society, with the EA ""Punan"" society linked to xd758 and language iso ""pna"" (3 Mar 2016). In May 2016 received this further comment from H. Hammarström: ""The references here reference different hunting and gathering populations of Borneo, not all of which speak the [same] language"" ""[...] if you have to put one [language] for all of these then a better match is Penan-Western [pne] because e.g Urquhart 1951 is on Penan Gang and Penan Lusong and Brosius is on Penan Gang. Both Penan Gang and Penan Lusong speak varieties of Penan-Western [pne]."""
B124,xd772,Northern Aranda,east2379,Northern Arenda (B124),"Aranda (Northern), Northern Arenda, Arunta",1900,Aranda (OI08),http://ehrafworldcultures.yale.edu/collection?owc=OI08,-23.7,133.76,-23.7,133.76,Original,"Note 8Feb2018: Not changed, despite note from HH: ""Why is Strehlow not associated rather with Western Arrarnta [are]"". According to White SCCS Pinpointing sheets, focus is ""The Arunta Mbainda of Alice Springs: [...] closely studied by Spencer and Gillen in 1896, restudied in 1901, and visited by Spencer in 1926 for some follow-up reconstruction work with several informants."" [So, Strehlow was perhaps used for supporting materials?]"
B109,xd773,Walbiri,warl1254,Walbiri (B109),Warlpiri,1965,,,-20,130.57,-20,130.57,Original,
B87,xd774,Gidjingali,gunn1248,Gidjingali (B87),"Burarra, Gun-nartpa",1950,,,-12.18,134.4,-12.18,134.4,Original,
B94,xd775,Yir Yoront,jirj1239,Yir-yoront (B94),,1937,,,-15,142.17,-15,142.17,Original,"Note, previously yiy and yiry1245, however both codes have been retired"
B97,xd776,Anindilyagwa,anin1240,Groote Eylandt (B97),"Enindilywakwa, Groote Eylandt, Groote Eyelandt",1930,,,-14,136.62,-14,136.62,Original,
B88,xd777,"Yolngu, Dhuwal",dhuw1249,Murngin (B88),"Murngin, Wulamba, Dhuwal",1930,Murngin (OI17),in process,-12.93,135.84,-12.93,135.84,Original,
B95,xd778,Tiwi,tiwi1244,Tiwi (B95),,1920,Tiwi (OI20),http://ehrafworldcultures.yale.edu/collection?owc=OI20,-11.59,130.87,-11.59,130.87,Original,
B121,xd779,Diyari,dier1241,Dieri (B121),"Dieri, Dieri",1900,,,-28.54,139.09,-28.54,139.09,Original,
B106,xd780,Kariyarra,kari1304,Kariera (B106),Kariera,1910,,,-20.88,118.27,-20.88,118.27,Original,
B90,xd781,Wikmunkan,wikm1247,Wikmunkan (B90),Wikmunkun,1920,,,-13.47,142,-13.47,142,Original,
B137,xd783,Tasmanians (northwestern),port1278,Tasmanians (western) (B137),"Palawa, Tasmanians (northwestern), Tasmanians (Western), Tasmanians (West Coast)",1830,Tasmanians (OI19),in process,-41.38,145.21,-41.38,145.21,Original,"Note, previously tasm1247, but languages difficult to assign with certainty, so chose another western tasmanian language not considered a ""bookkeeping"" language by glottolog"
B130,xd784,Ngiyambaa,wang1291,Wongaibon (B130),Wongaibon,1910,,,-32.14,146.09,-32.14,146.09,Original,
B79,xd8,/Xam,xamm1241,/Xam (B79),"Xam, Cape Bushman",1970,,,-31.47,19.77,-31.47,19.77,Original,
B69,xd9,Hadza,hadz1240,Hadza (B69),"Hadzabe, Hatsa Kindiga, Hadza, Kindiga",1910,,,-3.82,35.32,-3.82,35.32,Original,
B2,xd900,Palawan Batak,bata1301,Batek (B2),"Batek, Batak, Batek (Palawan), Palawan",1968,,,10,119.11,10.03,119.09,Revised,"Changed from plw (broo1239) on 26 May 2016 based on feedback from H. Hammarström: ""The Batak in Cadeliña, Warren and Eder is Batak [bya] bata1301 not [plw] broo1239"""
B4,xd901,Shompen,shom1245,Shompen (B4),Shamhap,1989,,,7,93.77,7,93.77,Original,
B5,xd902,Onge,onge1236,Onge (B5),"Andaman Islands (Onge), Onge Andamanese",1952,,,10.7,92.47,10.7,92.47,Original,
B6,xd903,Jarawa,jara1245,Jarwa (B6),"Andaman Islands (Jarwa), Jarawa Andamanese",1906,,,12.19,92.37,12.17,92.65,Revised,
B7,xd904,Ayta (Pinatubo),boto1242,Ayta (Pinatubo) (B7),,1903,,,15.5,120.33,15.5,120.33,Original,
B11,xd905,Hill Pandaram,mala1468,Hill Pandaran (B11),"Hill Pandaran, Malapantāram, Malapandaram",1972,,,9.25,77.25,9.25,77.25,Original,
B12,xd906,Agta (Casiguran),casi1235,Agta (Casiguran) (B12),,1965,,,17.33,122.13,17.33,122.13,Original,
B13,xd907,Agta (Isabela),agta1234,Agta (Isabela) (B13),,1979,,,17.48,122.05,17.48,122.05,Original,
B14,xd908,Agta (Cagayan),cent2084,Agta (Cagayan) (B14),,1924,,,17.82,121.8,17.82,121.8,Original,
B16,xd909,Mlabri,mlab1235,Mrabri (B16),Mrabri,1963,,,18.41,100.47,18.41,100.47,Original,
B17,xd910,Paliyans,pali1274,Paliyans (B17),,1963,,,9.75,77.5,9.75,77.5,Original,
B18,xd911,Birhor,birh1242,Birhor (B18),,1963,,,23.41,84.38,23.41,84.38,Original,
B19,xd912,Kadar,kada1242,Kadar (B19),,1946,,,10.25,77.17,10.25,77.17,Original,
B20,xd913,Cholanaikkan,jenn1240,Cholanaickan (B20),"Malanaikan, Sholanaikan, Cholanaickan",1974,,,10.18,76.4,10.18,76.4,Original,"Changed to xuj (jenn1240) from mal (sout2708) on 26 May 2016 based on feedback from H. Hammarström: ""The people Bhanu studied natively speak a variety of Kurumba-Jennu [xuj]""; previously matched to language ""mal"" based on KK note: ""lat/long coordinates for society place it in Central Kerala state, much closer to lat/long for mal than for xuj (which is in neighbouring Tamil Nadu state). I couldn't access the sources, though"
B21,xd914,Nayaka,jenn1240,Nayaka (B21),,1978,,,11.9,77.21,11.9,77.21,Original,
B23,xd915,Orogens,oroq1238,Orogens (B23),,1900,,,51.91,122.5,51.91,122.5,Original,
B37,xd916,Akurio,akur1238,Akuriyo (B37),Akuriyo,1968,,,3,-55,3,-55,Original,
B40,xd917,Nukak,nuka1242,Nukak (B40),Macu Nukak,1990,,,2.56,-71.81,2.56,-71.81,Original,
B44,xd918,Yuqui,yuqu1240,Yuqui (B44),Mbia,1968,,,-16.46,-64.97,-16.46,-64.97,Original,
B46,xd919,Calusa,calu1239,Calusa (B46),,1600,,,-26.5,-82,26.48,-81.96,Revised,
B47,xd920,Aché,ache1246,Guayaki (Ache) (B47),"Guayaki (Ache), Guayaki, Ache",1975,,,-25.7,-55.38,-25.7,-55.38,Original,
B49,xd921,Héta,xeta1241,Heta (B49),Heta,1954,,,-23.52,-53.68,-23.52,-53.68,Original,
B52,xd922,Chono,chon1248,Chono (B52),Chona,1880,,,-45,-73.83,-45,-73.83,Original,
B60,xd923,Aka,bamb1264,Aka (B60),,1980,,,2,17,2,17,Original,
B61,xd924,Bayaka,beka1240,Bayaka (B61),,1976,,,3.58,17.76,3.58,17.76,Original,
B62,xd925,Bambote,holo1240,Bambote (B62),Bambote of Lake Tanganyika,1977,,,-6.64,28.26,-6.64,28.26,Original,"Note that Terashima (1980), the main source of cultural data for this group, says further research is needed to confirm whether Bambote speak language of a neighbouring group, or their own language. Both the Bambote and their neighbours say the group speaks a distinct language, ""Kimbote."" Rebecca Grollemund said this society should NOT be matched to iso ""tap""; she said ""Bambote is a pygmy language related to D20 languages"""
B63,xd926,Baka,baka1272,Baka (B63),Baka Pygmies,1980,,,2.39,15.31,2.39,15.31,Original,
B64,xd927,Efe,efee1239,Efe (B64),"BaMbuti, Mbuti, Bambuti Pygmies",1980,,,2.7,27.64,2.7,27.64,Original,
B66,xd928,Mikea,masi1268,Mikea (B66),"Vezo-Mikea, Masikoro-Mikea",1970,,,-22.32,43.81,-22.32,43.81,Original,
B67,xd929,Hukwe,kxoe1243,Hukwe (B67),,1950,,,-16.93,24.32,-16.93,24.32,Original,
B68,xd930,Hai//om,haio1238,Hai//om (B68),Hai//om,1920,,,-18.65,16.12,-18.65,16.12,Original,
B71,xd931,Sekele,vase1234,Sekele (B71),,1928,,,-16.42,19.53,-16.42,19.53,Original,
B74,xd932,G/wi,gwii1239,G/wi (B74),,1962,,,-22.46,23.39,-22.46,23.39,Original,
B75,xd933,Kua,kuaa1238,Kua (B75),,1976,,,-22.88,24.41,-22.88,24.41,Original,
B76,xd934,!Ko,huaa1248,!Ko (B76),,1968,,,-23.86,22.2,-23.86,22.2,Original,
B77,xd935,/'Auni-Khomani,nuuu1241,/Auni-Khomani (B77),/Auni-Khomani,1920,,,-27.37,19.82,-27.37,19.82,Original,
B78,xd936,//Xegwi,xegw1238,//Xegwi (B78),Batwa (Lake Chrissie),1950,,,-26.28,30.23,-26.28,30.23,Original,
B82,xd937,Kaurareg,kala1377,Kaurareg (B82),,1848,,,-10.77,142.12,-10.73,142.15,Revised,
B83,xd938,Larikia,lara1258,Larikia (B83),,1900,,,-12.6,130.78,-12.6,130.79,Revised,
B84,xd939,Gunwinygu,gunw1252,Gunwinggu (B84),Gunwinggu,1978,,,-12.43,134.12,-12.43,134.12,Original,
B85,xd940,Mirrngadja,djin1252,Mirrngadja (B85),,1970,,,-12.31,135.2,-12.31,135.2,Original,
B86,xd941,Burarra,gunn1247,Anbarra (B86),"Anbarra, Gun-nartpa",1973,,,-12.2,134.73,-12.2,134.73,Original,
B89,xd942,Yiiji,wuna1249,Jeidji (B89),Jeidji,1920,,,-15.55,128.19,-15.55,128.19,Original,
B91,xd943,Kaakutju,gaga1251,Kakadu (B91),Kakadu,1920,,,-13.13,132.95,-13.13,132.95,Original,
B92,xd944,Nunggubuyu,nung1290,Nunggubuyu (B92),Wubuy,1960,,,-13.76,135.98,-13.76,135.98,Original,
B93,xd945,Yintjingga,ayab1239,Yintjingga (B93),,1930,,,-14,143.5,-14,143.5,Original,"Note 8Feb2018: Glottocode changed based on comment by HH: ""Yintjingga (specifically) in the Glottolog inventory falls under Ayabadhu [ayd]."""
B96,xd946,Kuku (Yalanji),kuku1273,Kuku (Yalanji) (B96),Yuku,1880,,,-15.92,145.32,-15.92,145.32,Original,
B98,xd947,Walmbaria,flin1247,Walmbaria (B98),,1926,,,-14.34,144.22,-14.34,144.22,Original,
B99,xd948,Mulluk,mull1237,Mulluk (B99),Malakmalak,1900,,,-13.58,130.58,-13.58,130.58,Original,
B100,xd949,Worrorra,worr1237,Worora (B100),Worora,1930,,,-15.32,124.72,-15.32,124.72,Original,
B101,xd950,Kija,kitj1240,Lungga (B101),"Kija, Lungga, Kija, Lungka",1934,,,-16.91,127.83,-16.91,127.83,Original,
B102,xd951,Lardil,lard1243,Lardil (B102),,1909,,,-16.3,139.3,-16.48,139.32,Revised,
B103,xd952,Kaiadilt,kaya1319,Kaiadilt (B103),Kayardild,1928,,,-16.94,139.28,-16.94,139.03,Revised,
B104,xd953,Karajarri,kara1476,Karadjeri (B104),Karadjeri,1925,,,-18.92,121.21,-18.94,121.68,Revised,
B105,xd954,Mamu,mamu1253,Mamu (B105),,1900,,,-17.64,145.84,-17.64,145.84,Original,
B107,xd955,Warunggu,waru1264,Warunggu (B107),Woronggo,1870,,,-18.41,145.61,-18.41,145.61,Original,
B108,xd956,Djaru,jaru1254,Djaru (B108),Jaru,1934,,,-19.16,130,-19.16,130,Original,
B110,xd957,Ngatjan,ngad1260,Ngatjan (B110),,1880,,,-17.36,145.56,-17.36,145.56,Original,
B111,xd958,Mardudjara,mart1256,Mardudjara (B111),Ngatjan,1960,,,-22.79,125.06,-22.79,125.06,Original,
B112,xd959,Ildawongga,wanm1242,Ildawongga (B112),,1968,,,-22.93,127.18,-22.93,127.18,Original,"Note 8Feb2018: Note from HH: ""I thought Ildawongga were a late contacted band of Pintupi but I may be misremembering and I don't know the reference."" KK: leaving for now as Australian languages checked by C. Bowern."
B113,xd960,Pintubi,pint1250,Pintubi (B113),,1936,,,-22.86,129.44,-22.86,129.44,Original,
B114,xd961,Undanbi,waka1274,Undanbi (B114),Undambi,1848,,,-27.28,153.24,-27.27,153.02,Revised,
B115,xd962,Jinibarra,yaga1256,Jinibarra (B115),,1840,,,-27.25,152.87,-27.25,152.87,Original,Assigned Glottolog id on 26 May 2016 based on feedback from H. Hammarström
B116,xd963,Karuwali,karr1236,Karuwali (B116),,1900,,,-24.41,141.64,-24.41,141.64,Original,
B117,xd964,Alyawara,alya1239,Alyawara (B117),,1965,,,-22.27,135.17,-22.27,135.17,Original,
B118,xd965,Ngatatjara,ngaa1240,Ngatatjara (B118),,1968,,,-25.32,127.27,-25.32,127.27,Original,
B119,xd966,Badjalang,midd1357,Badjalang (B119),,1850,,,-29.59,152.78,-29.59,152.78,Original,Note 8Feb2018: KK: Updated Glottocode as the previous one (band1339) was a family-level code.
B120,xd967,Pitjandjara,pitj1243,Pitjandjara (B120),Pitjantjatjara,1968,,,-26,130,-26,130,Original,
B122,xd968,Southern Aranda,lowe1436,Southern Arenda (B122),"Aranda (Southern), Southern Arenda",1870,,,-26.09,135.52,-26.09,135.52,Original,
B123,xd969,Jankundjara,yank1247,Jankundjara (B123),Yankunytjatjara,1922,,,-27,131.95,-27,131.95,Original,
B125,xd970,Yuwaalaraay,gami1243,Ualarai (B125),Ualarai,1880,,,-29.3,147.25,-29.3,147.25,Original,
B126,xd971,Nakako,pitj1243,Nakako (B126),,1912,,,-27.31,128.19,-27.31,128.19,Original,"KK: Language match uncertain: H. Hammarström suggests closest match is [ntj], when I discussed with Claire Bowern in 2015, she was not confident it should be matched to [ntj]. Therefore, left with a DPLACE placeholder for now [x03] (26 May 2016)"
B127,xd972,Ooldea,anta1253,Ooldea (B127),,1941,,,-30.38,131.81,-30.38,131.81,Original,"Note 8Feb2018: Changed to anta1253, based on comment by HH (""Speech at Ooldea (a station) was a mix of dialects from people from different dialects and multidialectal people mainly Pitjantjatjara [pjt], but also Antakarinya [ant]. Very strange to attribute Berndt & Berndt to Wirangu"") and after looking into maps of Berndts research location. Some uncertainty remains."
B128,xd973,Paakintji,darl1243,Barkindji (B128),Barkindji,1890,,,-32.4,142.25,-32.4,142.25,Original,
B129,xd974,Kaurna,kaur1267,Kaurna (B129),Karuna,1840,,,-34.56,138.4,-34.56,138.4,Original,
B131,xd975,Yaraldi,narr1259,Jaralde (B131),Jaralde,1850,,,-35.06,139.29,-35.06,139.29,Original,
B132,xd976,Mirniny,ngad1258,Mineng (B132),"Mirniny, Mineng, Mount Barker Tribe, Minang, Noongar",1850,,,-34.95,117.81,-34.95,117.81,Original,"Note 8Feb2018: Leaving for now, despite HH comment: ""HH: The vocabulary (""Minang"") is usually attributed to the language Nyungar [nys]. Have no idea why the paper is connected to Ngadjunmaya."". KK looked into this case in depth, checked with C. Bowern before settling on this language match. Certainly still some uncertainty, though, so with more evidence could be changed."
B133,xd977,Tjapwurong,djab1234,Tjapwurong (B133),,1850,,,-35.86,141.38,-35.86,141.38,Original,
B134,xd978,Bunurong,woiw1237,Bunurong (B134),,1850,,,-38.93,145.07,-38.48,145.23,Revised,
B135,xd979,Kurnai,gana1278,Kurnai (B135),,1850,,,-37.59,147.42,-37.59,147.42,Original,
B136,xd980,Tasmanians (southeastern),sout1439,Tasmanians (eastern) (B136),"Palawa, Tasmanians (southern), Tasmanians (eastern), Tasmanians (East Coast)",1830,,,-42.62,147.49,-42.62,147.49,Original,
B168,xd983,Coast Miwok,coas1301,Coast Miwok (B168),,1850,,,38.24,-122.88,38.24,-122.88,Original,
B190,xd985,Guaicura,guai1237,Guaicura (B190),Guaycura,1760,,,25,-111.54,25,-111.54,Original,
B203,xd988,Kawich Mountain Shoshoni,west2622,Kawich Mountain Shoshoni (B203),,1860,,,37.92,-116.45,37.92,-116.45,Original,
B205,xd989,Mono Lake Northern Paiute,sout2967,Mono Lake Paiute (B205),"Kutzadika'a, Mono Lake Paiute, Kutzadika",1870,,,38.11,-118.45,38.11,-118.45,Original,
