id,key,citation
downs1966,"Downs, 1966","Downs, J. E 1966. The Two Worlds of the Washo: An Indian tribe of California and Nevada. Holt, Rinehart and Winston, New York."
draperperscomm1993,"Draper pers. comm., 1993",Draper pers. comm. 1993
driver1936,"Driver, 1936","Driver, H. E. 1936. Wappo Ethnography. University of California Publications in American Archaeology and Ethnology, Vol. 36;`, lo. 3. University of California Press, Berkeley."
drucker1939,"Drucker, 1939","Drucker, P. 1939. Contributions to Alsea Ethnography. University of California Publications in American Archaeology and Ethnology, Vol. 35, No. 7, pp. 81-101. University of California Press, Berkeley."
drucker1940,"Drucker, 1940","Drucker, P. 1940. The Tolowa and Their Southwest Oregon Kin. University of California Publications in American Archaeology and Ethnology, Vol. 36, No. 4. University of California Press, Berkeley."
drucker1951,"Drucker, 1951","Drucker, P. 1951. The Northern and Central Nootkan Tribes. Bureau of American Ethnology Bulletin No. 144. Smithsonian Institution, Washington, D.C."
drucker1990,"Drucker, 1990","Drucker, P. 1990. Central Coast Salish. In Northwest Coast, edited by W Suttles, pp. 453-475. Handbook of North American Indians, Vol. 7. Smithsonian Institution, Washington, D.C."
dubois1935,"Du Bois, 1935","Du Bois, C. A. 1935. Wintu Ethnography. University of California Publications in American Archaeology and Ethnology, Vol. 36, No. 1. University of California Press, Berkeley."
duff1952,"Duff, 1952","Duff, W 1952. The Upper Stalo Indians. Anthropology in British Columbia Memoir No. 1, pp. 1-136. British Columbia Provincial Museum, Victoria."
duncankemp1964,"Duncan-Kemp, 1964","Duncan-Kemp, A. M. 1964. Where Strange Paths Go Down. W. R. Smith and Paterson, Brisbane."
dunning1959,"Dunning, 1959","Dunning, R. W. 1959. Social and Economic Change among the Northern Ojibwa. University of Toronto Press, Toronto."
eder1978,"Eder, 1978","Eder, J.F. 1978. The Caloric Returns to Food Collecting: Disruption and Change among the Batak of the Philippine Tropical Forest. Human Ecology 6(1):55-69."
eder1984,"Eder, 1984","Eder, J.F. 1984. The Impact of Subsistence Change on Mobility and Settlement Pattern in a Tropical Forest Foraging Economy: Some Implications for Archeology. American Anthropologist 86:837-853."
eder1987,"Eder, 1987","Eder, J.F. 1987. On the Road to Tribal Extinction: Depopulation, Deculturation, and Adaptive Well-Being among the Batak of the Philippines. University of California Press, Berkeley."
eells1884,"Eells, 1884","Eells, M. 1884. Census of the Challam and Twana Indians of Washington. American Antiquarian and Oriental Journal 6:35-38."
eells1887,"Eells, 1887","Eells, M. 1887. Decrease of Population among the Indians of Puget Sound. American Antiquarian and Oriental Journal 9:271-276."
eggan1937,"Eggan, 1937","Eggan, F. 1937. The Cheyenne and Arapaho Kinship System. In Social Anthropology of North American Tribes: Essays in Social Organization, Law and Religion, edited by F. Eggan, pp. 35-98. University of Chicago Press, Chicago."
ehrenfels1952,"Ehrenfels, 1952","Ehrenfels, U. R. 1952. The Kadar of Cochin. University of Madras Press, Madras."
ehrenreich1887,"Ehrenreich, 1887","Ehrenreich, P. 1887. Ueber die Botocudos der Brasilianischen Provinzen Espiritu Santo and Minas Geraes. Zeitschrift far Ethnologie 19:1-46."
eibleibesfeldt1972,"Eibl-Eibesfeldt, 1972","Eibl-Eibesfeldt, I. 1972. Die !Ko-Buschmann-Gesellschaft. R. Piper, Munich."
eibleibesfeldt1948,"Eibl-Eibesfeldt, 1948","Eibl-Eibesfeldt, I. 1948. Die !Ko-Buschmann-Gesellschaft. R. Piper, Munich."
ekblaw1928,"Ekblaw, 1928","Ekblaw, W. E. 1928. The Material Response of the Polar Eskimo to Their Far Arctic Environment (Continued). Annals of the Association of American Geographers 18(1):1-44."
ekblaw1948,"Ekblaw, 1948","Ekblaw, W. E. 1948. Significance of Movement among the Polar Eskimo. Bulletin of the Massachusetts Archaeological Society 10:1-4."
elmendorf1960,"Elmendorf, 1960","Elmendorf, W. W. 1960. The Structure of Twana Culture. Research Studies Monographic Supplement No. 2. Washington State University, Pullman."
emmons1911,"Emmons, 1911","Emmons, G. T. 1911. The Tahltan Indians. University of Pennsylvania Museum Anthropological Publications 4(1). University of Pennsylvania Museum, Philadelphia."
eulerandfowler1966,"Euler and Fowler, 1966","Euler, R.C., and C. Fowler 1966, . §outhern Paiute Ethnohistory. Glen Canyon Series -No. 28. University of Utah Anthropological Papers No. 78. University of Utah Press, Salt Lake City."
euler1972,"Euler, 1972","Euler, R.C. 1972. The Paiute People. Indian Tribal Series, Phoenix."
evans1937,"Evans, 1937","Evans, I.H. N. 1937. The Negritos of Malaya. Cambridge University Press, Cambridge."
ewers1955,"Ewers, 1955","Ewers, J.C. 1955. The Horse in Blackfoot Indian Culture. Bureau of American Ethnology Bulletin No. 159. Smithsonian Institution, Washington, D.C."
ewers1971,"Ewers, 1971","Ewers, J.C. 1971. The Blackfeet: Raiders on The 19rthwestern Plains. University of Oklahoma Press, Norman."
faye1923,"Faye, 1923","Faye, P.L. 1923. Notes on the Southern Maidu. In Phoebe Apperson Hearst Memorial Volume, edited by A. L. Kroeber, pp. 35-53. University of California Publications in American Archaeology and Ethnology, Vol. 20. University of California Press, Berkeley."
fidler1934,"Fidler, 1934","Fidler, P. 1934. Journal of a Journey with the Chepawyans, or Northern Indians, to the Slave Lake, and to the East and West of the Slave River in 1791 & 2. In Publications, Vol. 21, pp. 495-555. Champlain Society, Toronto."
fisherandstrickland1989,"Fisher and Strickland, 1989","Fisher, J. W., and H. C. Strickland 1989. Ethnoarchaeology among the Efe Pygmies, Zaire: Spatial Organization of Campsites. American Journal of Physical Anthropology 78:473-484."
fisher1987,"Fisher, 1987","Fisher, J. W. 1987. Shadows in the Forest: Ethnoarchaeology among the Efe Pygmies. Ph.D. dissertation, Department of Anthropology, University of California, Berkeley. University Microfilms, Ann Arbor, Mich."
fisonandhowitt1880,"Fison and Howitt, 1880","Fison, L., and A. W. Howitt 1880. Kamilaroi and Kurnai. George Robertson, Melbourne."
flannery1953,"Flannery, 1953","Flannery, R. 1953. 3 The Gros Ventres of Montana, Pt. I: Social Life. Catholic University c America Anthropological Series No. 15. Catholic University of America Press, Washington, D.C."
flatz1963,"Flatz, 1963","Flatz, G. 1963. 3  The Mrabri: Anthropometric, Genetic, and Medical Examinatiigns. Journal of the Siam Society 51(2): 161-170."
foote1966,"Foote, 1966","Foote, D. C. 1966. 6  Human Biographical Studies in Northwestern Arctic Alaska:The Upper Kobuk River Project, 1965. Final Report to the Association on American Indian Affairs, New York."
foster1944,"Foster, 1944","Foster, G. M. 1944. 4  A Summary of Yuki Culture. Anthropological Records, Vol. 5, No. 3, pp. 155-244. University of California Press, Berkeley."
fourie1927,"Fourie, 1927","Fourie, L. 1927. 7  Preliminary Notes on Certain Customs of the Hei//orn Bushmen.  Veroffentlichungen der Wissenschaftlichen Vereinigung in Sildwestafrika 1:19-63."
fourie1928,"Fourie, 1928","Fourie, L. 1928. 8  The Bushmen of South West Africa. In The Native Tribes of South West Africa, edited by C. H. Hahn, H. Vedder, and L. Fourie, pp. 79-106. Frank Cass, London."
fowlerandliljeblad1986,"Fowler and Liljeblad, 1986","Fowler, C. S., and S. Liljeblad 1986. Northern Paiute. In Great Basin, edited by W. L. d'Azevedo, pp. 435-465. Handbook of North American Indians, Vol.11. Smithsonian Institution, Washington, D.C."
fowler1966,"Fowler, 1966","Fowler, D. 1966. Great Basin Social Organization. In The Current Status of Anthropological Research in the Great Basin: 1964, edited by W. L. d'Azevedo, pp. 57-73. Publications in the Social Sciences 1. Desert Research Institute, University of Nevada, Reno."
fowler1992,"Fowler, 1992","Fowler, C. S. 1992. 2  In the Shadow of Fox Peak: An Ethnography of the Cattail-Eater Northern Paiute People of Stillwater Marsh. Cultural Resource Series No. 5, U.S. Department of Interior, Fish and Wildlife Service, Region 1. U.S. Government Printing Office, Washington, D.C."
fox1952,"Fox, 1952","Fox, R.B. 1952. The Pinatubo Negritos: Their Useful Plants and Material  Culture.  Philippine Journal of Science 81(3-4):173-394."
furerhaimendorf1943,"Fürer-Haimendorf, 1943","Fürer-Haimendorf, C. von 1943. The Chenchus. The Aboriginal Tribes of Hyderabad, Vol. 1. Macmillan, London."
gardner1965,"Gardner, 1965","Gardner, P. M. 1965. Ecology and Social Structure in Refugee Populations: The Paliyans of South India. Ph.D. dissertation, Department of Anthropology, University of Pennsylvania, Philadelphia. University Microfilms, Ann Arbor, Mich."
gardner1972,"Gardner, 1972","Gardner, P. M. 1972. The Paliyans. In Hunters and Gatherers Today: A Socioeconomic Study of Eleven Such Cultures in the Twentieth Century, edited by M. Bicchieri, pp. 404 150. Holt, Rinehart and Winston, New York."
gardner1978,"Gardner, 1978","Gardner, W. 1978. Productions and Resources of the Northern and Western Districts of New South Wales (1842-54). In Records of Past Times: Ethnohistorical Essays on the Culture and Ecology of the New England Tribes, edited by I. McBryde, pp. 49-246. Australian Institute of Aboriginal Studies, Canberra."
gardner1988,"Gardner, 1988","Gardner, P. M. 1988. Pressures for Tamil Propriety in Paliyan Social Organization. In History, Evolution and Social Change, edited by T. Ingold, D. Riches, and J. Woodburn, pp. 91-106. Hunters and Gatherers, Vol. 1. Berg, Oxford."
gargettandhayden1991,"Gargett and Hayden, 1991","Gargett, R., and B. Hayden 1991. Site Structure, Kinship and Sharing in Aboriginal Australia: Implications for Archaeology. In The Interpretation of Archaeological Spatial Patterning, edited by E. Kroll and D. Price, pp. 11-32. Plenum Press, New York."
gason1879,"Gason, 1879","Gason, S. 1879. The Dieyerie Tribe. In The Native Tribes of South Australia, edited by J. D. Woods, pp. 257-286. E. S. Wigg and Son, Adelaide."
gaughwinandsullivan1984,"Gaughwin and Sullivan, 1984","Gaughwin, D., and H. Sullivan 1984. Aboriginal Boundaries and Movements in Western Port, Victoria. Aboriginal History 8:80-98."
gayton1948a,"Gayton, 1948a","Gayton, A. H. 1948a. Yokuts and Western Mono Ethnography. I. Tulare Lake, Southern Valley, and Central Foothill Yokuts. Anthropological Records, Vol. 10, No. 1. University of California Press, Berkeley."
gayton1948b,"Gayton, 1948b","Gayton, A. H. 1948b. Yokuts and Western Mono Ethnography. II. Northern Foothill Yokuts and Western Mono. Anthropological Records, Vol. 10, No. 2. University of California Press, Berkeley."
giddingsperscomm1963,"Giddings pers. comm., 1963",Giddings pers. conmm. 1963
giddings1956,"Giddings, 1956","Giddings, J. L. 1956. Forest Eskimos: An Ethnographic Sketch of Kobuk River People in the 1880's. University Museum Bulletin (Philadelphia) 20(2):1-55."
gifford1916,"Gifford, 1916","Gifford, E. W. 1916. Miwok Moieties. University of California Publications in American Archaeology and Ethnology, Vol. 12. University of California Press, Berkeley."
gifford1926a,"Gifford, 1926a","Gifford, E. W. 1926a. Clear Lake Pomo Society. University of California Publications in American Archaeology and Ethnology, Vol. 18, No. 2, pp 287-390. University of California Press, Berkeley."
gifford1926b,"Gifford, 1926b","Gifford, E. W. 1926b. California Anthropometry. University of California Publications in American Archaeology and Ethnology, Vol. 22. University of California Press, Berkeley."
gifford1932a,"Gifford, 1932a","Gifford, E. W. 1932a. The Southeastern Yavapai. University of California Publications in American Archaeology and Ethnology, Vol. 29. University of California Press, Berkeley. 177-252."
gifford1932b,"Gifford, 1932b","Gifford, E. W. 1932b. The Northfork Mono. University of California Publications in American Archaeology and Ethnology, Vol. 31, No. 2. University of California Press, Berkeley."
gifford1939,"Gifford, 1939","Gifford, E. W. 1939. The Coast Yuki. Anthropos 34:292-375."
gilberg1984,"Gilberg, 1984","Gilberg, R. 1984. Polar Eskimo. In Arctic, edited by D. Damas, pp. 577-594. Handbook of North American Indians, Vol. 5. Smithsonian Institution, Washington, D.C."
gilg1965,"Gilg, 1965","Gilg, A. 1965. The Seri Indians in 1692, translated and edited by C. C. DiPeso and D. S. Matson. Arizona and the West 7(1):33-56."
gillespie1981,"Gillespie, 1981","Gillespie, B. C. 1981. Mountain Indians. In Subarctic, edited by J. Helm, pp. 326-337. Handbook of North American Indians, Vol. 6. Smithsonian Institution, Washington, D.C."
goddard1904,"Goddard, 1904","Goddard, P. E. 1904. Hupa Texts. University of California Publications in American Archaeology and Ethnology, Vol. 1, No. 2. University of California Press, Berkeley."
goddard1916,"Goddard, 1916","Goddard, P. E. 1916. The Beaver Indians. Anthropological Papers, Vol. 10, Pt. 4. American Museum of Natural History, New York."
goddard1923,"Goddard, 1923","Goddard, P. E. 1923. Habitat of the Wailaki. University of California Publications in American Archaeology and Ethnography 20:95-109."
gogginandsturtevant1964,"Goggin and Sturtevant, 1964","Goggin, J. M., and W. C. Sturtevant 1964. The Calusa: A Stratified, Nonagricultural Society (with Notes on Sibling Marriage). In Explorations in Cultural Antirippology: Essays in Honor of George Peter Murdock, edited by W. H. Goodenough, pp. 179-219. McGraw-Hill, New York."
goldman1940,"Goldman, 1940","Goldman, I. 1940. The Alkatcho Carrier of British Columbia. In Acculturation in Seven American Indian Tribes, edited by R. Linton, pp. 333-386. D. Appleton-Century, New York."
goldschmidtperscomm1966,"Goldschmidt pers. comm., 1966",Goldschmidt pers. comm. 1966
goldschmidt1948,"Goldschmidt, 1948","Goldschmidt, W. 1948. Social Organization in Native California and the Origin of Clans. American Anthropologist 50:444-456."
goldstein1934,"Goldstein, 1934","Goldstein, M. S. 1934. Anthropometry of the Comanches. American Journal of Physical Anthropology 19:289-319."
goni1988,"Goni, 1988","Goni, R.A. 1988. Arqueologia de momentos tardios en el Parque Nacional Perito Moreno (Santa Cruz, Argentina). In Precirculados de las Ponencias Cientificas presentada a los Simposios del IX Congreso nacional de Arquelogia Argentina, pp. 140-151. Universidad de Buenos Aires, Buenos Aires."
goodale1962,"Goodale, 1962","Goodale, J. C. 1962. Marriage Contacts among the Tiwi. Ethnology 1:452-466."
goodmanetal1985,"Goodman et al., 1985","Goodman, M. J., A. Estioko-Griffin, P. B. Griffin, and J. S. Grove 1985. The Compatibility of Hunting and Mothering among Agta Hunter Gatherers of the Philippines. Sex Roles 12(11-12):1199-1209."
gouldandplew1996,"Gould and Plew, 1996","Gould, R. T., and M. G. Plew 1996. Late Archaic Fishing along the Middle Snake River, Southwestern Idaho. In Prehistoric Hunter-Gatherer Fishing Strategies, edited by M. G. Plew, pp. 64-83. Department of Anthropology, Boise State University, Boise, Idaho."
gouldperscomm1992,"Gould pers. comm., 1992",Gould pers. comm. 1992
gould1968,"Gould, 1968","Gould, R. A. 1968. Living Archaeology: The Ngatatjara of Western Australia. Southwestern Journal of Anthropology 24: 101-122."
gould1969,"Gould, 1969","Gould, R. A. 1969. Yiwara: Foragers of the Australian Desert. Charles Scribner's Sons, New York."
gould1971,"Gould, 1971","Gould, R. A. 1971. The Archaeologist as Ethnographer: A Case Study from the Western DeSert of Australia. World Archaeology 3:143-177."
gould1977,"Gould, 1977","Gould, R. A. 1977. Puntutjarpa Rockshelter and the Australian Desert Culture. Anthropological Papers, Vol. 54. American Museum of Natural History, New York."
grabert1974,"Grabert, 1974","Grabert, G. F. 1974. Okanagan Archaeology: 1966-67. Syesis 7(2):1-83."
graburn1969,"Graburn, 1969","Graburn, N. H. H. 1969. Eskimos without Igloos: Social and Economic Development in Sugluk. Little, Brown, Boston."
gragson1989,"Gragson, 1989","Gragson, T. 1989. Allocation of Time to Subsistence and Settlement in a Ciri Khonome Pume Village of the Llanos of Apure, Venezuela. Ph.D. dissertation, Department of Anthropology, Pennsylvania State University, College Station. University Microfilms, Ann Arbor, Mich."
grant1924,"Grant, 1924","Grant, J.C. B. 1924. Anthropometry of the Lake Winnipeg Indians. American Journal of Physical Anthropology 7:299-315."
grant1936,"Grant, 1936","Grant, J.C. B. 1936. Anthropometry of the Beaver, Sekani, and Carrier Indians. National Museums of Canada Bulletin No. 81. Anthropological Series No. 18. Canada Department of Mines, Ottawa."
grant1960,"Grant, 1960","Grant, P. 1960. The Saulteux Indians. In Les Bourgeois de la Compagnie du Nord-Ouest, edited by L. R. Masson, pp. 307-366. Antiquarian Press, New York."
gray1987,"Gray, 1987","Gray, D.J. 1987. The Takelma and Their Athapascan Neighbors. Anthropological Papers No. 37. University of Oregon, Eugene."
greavesperscomm1993,"Greaves pers. comm., 1993",Greaves pers. comm. 1993
griffen1959,"Griffen, 1959","Griffen, B. 1959. Notes on Seri Indian Culture, Sonora, Mexico. Latin American Monograph Series No. 10. University of Florida Press, Gainesville."
grnnowetal1983,"Grønnow et al., 1983","Grønnow, B., M. Melgaard, and J. B. Nielsen 1983. Aasiyissuit--The Great Summer Camp: Archaeological, Ethnographical and Zoo-Archaeological Studies of a Caribou-Hunting Site in West Greenland. Meddelelser om Gronland, Man and Society, Vol. 5. Commission for Scientific Research in Greenland, Odense."
guenther1986,"Guenther, 1986","Guenther, M. 1986. The Nharo Bushmen of Botswana: Tradition and Change. Helmut Buske Verlag, Hamburg."
gunther1962,"Gunther, 1962","Gunther, E. 1962. Makah Marriage Patterns and Population Stability. In Akten des 34th Internationalen Amerikanisten Kongress, pp. 538-545. Verlag Ferdinand Berger, Vienna."
gusinde1931,"Gusinde, 1931","Gusinde, M. 1931. The Selk'nam: On the Life and Thought of a Hunting People on the Great Land of Tierra del Fuego, translated by F. Schutze. Die Feuerland-Indianer, Vol. 1. Human Relations Area Files, New Haven, Conn."
gusinde1937,"Gusinde, 1937","Gusinde, M. 1937. The Yahgan: The Life and Thought of the Water Nomads of Cape Horn, translated by F. Schutze. Die FeuerlandIndianer, Vol. 2. Human Relations Area Files, New Haven, Conn."
gussowetal1974,"Gussow et al., 1974","Gussow, Z., L. R. Hafen, and A. A. Ekireli 1974. Cheyenne and Arapaho: Commission Findings, Indian Claims Commission. American Indian Ethnohistory: Plains Indians Series. Garland, New York."
gussow1954,"Gussow, 1954","Gussow, Z. 1954. Cheyenne and Arapaho: Aboriginal Occupations. In American Indian Ethnohistory: Plains Indians, edited by D. Horr, pp. 27-96. Garla4New York."
hagen1908,"Hagen, 1908","Hagen, B. 1908. Die Orang Kubu auf Sumatra. Veroffentlichungen aus dem Stadtischen Volker-Museum No. 2. Joseph Baer, Frankfurt."
haleandtindale1933,"Hale and Tindale, 1933","Hale, H.M., and N. B. Tindale 1933. Aborigines of the Princess Charlotte Bay, North Queensland. Records of the South Australia Museum 5:63-107."
hallowell1929,"Hallowell, 1929","Hallowell, A. I. 1929. The Physical Characteristics of the Indians of Labrador. Journal de la Societe des Americanistes de Paris (n.s.) 21:337-371."
hallowell1938,"Hallowell, 1938","Hallowell, A. I. 1938. The Incidence, Character, and Decline of Polygyny among the Lake Winnipeg Cree and Saulteaux. American Anthropologist 40:235-256."
hallowell1955,"Hallowell, 1955","Hallowell, A. I. 1955. Culture and Experience. University of Pennsylvania Press, Philadelphia."
halpinandseguin1990,"Halpin and Seguin, 1990","Halpin, M. M., and M. Seguin 1990. Tsimshian Peoples: Southern Tsimshian, Coast Tsimshian, Nishga, and Gitksan. In Northwest Coast, edited by W. Suttles, pp. 267-284. Handbook of North American Indians, Vol. 7. Smithsonian Institution, Washington, D.C."
hann1991,"Hann, 1991","Hann, J.H. (editor and translator) 1991. Missions to the Calusa. Florida Museum of Natural History and University of Florida Press, Gainesville."
hansen1914,"Hansen, 1914","Hansen, S. 1914. Contributions to the Anthropology of the East Greenlanders. Meddelelser om Gronland 39(2)."
hantzsch1977,"Hantzsch, 1977","Hantzsch, B. 1977. My Life among the Eskimos: Baffin Island Journeys in the Years 1909-1911. Institute for Northern Studies Mawdsley Memoir Series No. 3. University of Saskatchewan, Saskatoon."
harako1976,"Harako, 1976","Harako, R. 1976. The Mbuti as Hunters: A Study of Ecological Anthropology of the Mbuti Pygmies (I). Kyoto University African Studies No. 10. Kyoto University, Kyoto."
harper1964,"Harper, 1964","Harper, F. 1964. Caribou Eskimos of the Upper Kazan River, Keewatin. University of Kansas Museum of Natural History Miscellaneous Publication No. 36. Allen Press, Lawrence, Kans."
harris1940,"Harris, 1940","Harris, J. 1940. The White Knife Shoshoni of Nevada. In Acculturation in Seven American Indian Tribes, edited by R. Linton, pp. 39-166. D. Appleton-Century, New York."
harris1978,"Harris, 1978","Harris, D. R. 1978. Adaptation to a Tropical Rain-Forest Environment: Aboriginal Subsistence in Northeastern Queensland. In Human Behavior and Adaptation, edited by N. Blurton-Jones and V. Reynolds, pp. 113-133. Taylor and Francis, London."
harris1982,"Harris, 1982","Harris, D. R. 1982. Aboriginal Subsistence in a Tropical Rain Forest Environment: Food Procurement, Cannibalism, and Population Regulation in Northeastern Australia. In Food and Evolution: Toward a Theory of Human Food Habits, edited by M. Harris and E. B. Ross, pp. 357-385. Temple University Press, Philadelphia."
harrison1949,"Harrison, 1949","Harrison, T. 1949. Notes on Some Nomadic Punans. Sarawak Museum Journal 5(1):130-146."
hartandpilling1960,"Hart and Pilling, 1960","Hart, C. W. M., and A. R. Pilling 1960. The Tiwi of North Australia. Holt, Rinehart and Winston, New York."
hart1970,"Hart, 1970","Hart, C. W. M. 1970. Some Factors Affecting Residence among the Tiwi. Oceania 40:296-303."
hawkesetal1989,"Hawkes et al., 1989","Hawkes, C., J. F. O'Connell, and N. B. Jones 1989. Hardworking Hadza Grandmothers. In Comparative Socioecology: The Behavioral Ecology of Humans and Other Mammals, edited by V. Standen and R. A. Foley, pp. 341-366. Blackwell, London."
haydenetal1996,"Hayden et al., 1996","Hayden, B., G. A. Reinhardt, R. MacDonald, D. Holmberg, and D. Crellin. 1996. Space per Capita and the Optimal Size of Housepits. In People Who Lived in Big Houses: Archaeological Perspectives on Large Domestic Structures, edited by G. Coupland and E. B. Banning, pp. 151-164. Monographs in World Archaeology No. 27. Prehistory Press, Madison, Wisc."
haydenperscomm1990,"Hayden pers. comm., 1990","Hayden, B. 1990. Nimrods, Piscators, Pluckers, and Planters: The Emergence of Food Production. Journal ofA nthropological Archaeology 9:31-69."
haydenperscomm1992,"Hayden pers. comm., 1992","Hayden, B. 1992. Models of Domestication. In Transitions to Agriculture in Prehistory, edited by A. B. Gebauer and T. C. Price, pp. 11-19. Prehistory Press, Madison, Wisc."
hayden1936,"Hayden, 1936","Hayden, C. (compiler) 1936. Walapai Papers: Historical Reports, Documents, and Extracts from Publications Relating to the Walapai Indians of Arizona. Seventy-Fourth Congress, Second Session, Senate Document No. 273. U.S. Government Printing Office, Washington, D.C."
hayden1997,"Hayden, 1997","Hayden, B. 1997. The Pitshouses of Idatley Creek. Harcourt Brace College Publishers, Orlando, Fla."
headlandperscomm1992,"Headland pers. comm., 1992",Headland pers. comm. 1992
headlandperscomm1993,"Headland pers. comm., 1993",Headland pers. comm. 1993
headland1986,"Headland, 1986","Headland, T. N. 1986. Why Foragers Do Not Become Farmers: A Historical Study of a Changing Ecosystem and Its Effect on a Negrito Hunter-Gatherer Group in the Philippines. Ph.D. dissertation, Department of Anthropology, University of Hawaii, Honolulu. University Microfilms, Ann Arbor, Mich."
heinegeldernandhoehngerlachstein1958,"Heine-Geldern and Hoehn-Gerlachstein, 1958","Heine-Geldern, R., and A. Hoehnwart-Gerlachstein (editors) 1958. Bulletin of the International Committee on Urgent Anthropological and Ethnological Research, No. 1. International Union of Anthropological and Ethnological Sciences and UNESCO, Vienna."
heizerandmills1952,"Heizer and Mills, 1952","Heizer, R. F., and J. E. Mills 1952. The Four Ages of Tsurai: A Documentary History of the Indian Village on Trinidad Bay. University of California Press, Berkeley."
helm1961,"Helm, 1961","Helm, J. 1961. The Lynx Point People: The I tamics of a Northern Athapaskan Band. National Museums of Canada Bulletin No. 176. Anthropological Series No. 53. Department of Northern Affairs and National Resources, Ottawa."
helm1968,"Helm, 1968","Helm, J. 1968. The Nature of Dogrib Socioterritorial Groups. In Man the Hunter, edited by R. B. Lee and I. DeVore, pp. 118-125. Aldine, Chicago."
helm1972,"Helm, 1972","Helm, J. 1972. The Dogrib Indians. In Hunters and Gatherers Today, edited by M. G. Bicchieri, pp. 51-89. Holt, Rinehart and Winston, New York."
henriksen1973,"Henriksen, 1973","Henriksen, G. 1973. Hunters in the Barrens: The Naskapi on the Edge of the White Man's World. Newfoundland Social and Economic Studies No. 12. Memorial University of Newfoundland and University of Toronto Press, St. Johns."
henry1964,"Henry, 1964","Henry, J. 1964. Jungle People: A Kaingang Tribe of the Highlands of Brazil. Vintage Books, New York."
heymer1980,"Heymer, 1980","Heymer, A. 1980. The Bayaka Pygmies of Central Africa in the Light of Human Ethnological Research Work. Mankind Quarterly 20(3-4):173-204."
hiatt1965,"Hiatt, 1965","Hiatt, L.R. 1965. Kinship and Conflict: A Study of an Aboriginal Community in Northern Arnhem Land. Australian National University, Canberra."
hiatt1967,"Hiatt, 1967","Hiatt, B. 1967. The Food Quest and the Economy of the Tasmanian Aborigines. Oceania 38(2):99-133, 38(3):190-219."
hickerson1962,"Hickerson, 1962","Hickerson, H. 1962. The Southwestern Chippewa: An Ethnohistorical Study. Memoirs of the American Anthropological Association No. 92. American Anthropological Association, Menasha, Wisc."
hickerson1967,"Hickerson, 1967","Hickerson, H. 1967. Land Tenure of the Rainy Lake Chippewa at the Beginning of the 19th Century. Smithsonian Contributions to Anthropr?logy, Vol. 2, No. 4. Smithsonian Institution, Washington, D.C."
hiernauxetal1975,"Hiernaux et al., 1975","Hiernaux, J., P. Rudan, and A. Brambati 1975. Climate and the Weight/Height Relationship in SubSahara Atica. Annals of Human Biology 2:3-12."
hilger1952,"Hilger, 1952","Inger, M. I. 1952. Arapaho Child Life and Its Cultural Background. Bureau of American Ethnology Bulletin No. 148. Smithsonian Institution, Washington, D.C."
hilletal1984,"Hill et al., 1984","Hill, K., C. Hawkes, A. M. Hurtado, and H. Kaplan 1984. Seasonal Variance in the Diet of Ache HunterGatherers of Eastern Paraguay. Human Ecology 12(2): 101-135."
hilltout1904,"Hill-Tout, 1904","Hill-Tout, C. 1904. Ethnological Report on the Stseelis and Skaulits Tribes of the Ha.1.5kmlem Division of the Salish of British Columbia. Journal of the Royal Anthropological Institute of Great Britain and Ireland 34:311-376."
hilton1990,"Hilton, 1990","Hilton, S. 1990. Haihais, Bella Bella and Oowekeeno. In Northwest Coast, edited by W. Suttles, pp. 312-322. Handbook of North American Indians, Vol. 7. Smithsonian Institution, Washington, D.C."
hitchcockandebert1989,"Hitchcock and Ebert, 1989","Hitchcock, R. K., and J. I. Ebert 1989. Modeling Kalahari Hunter-Gatherer Subsistence and Settlement Systems: Implications for Development Policy and Land Use Planning. Anthropos 84:47-62."
hitchcockperscomm1990,"Hitchcock pers. comm., 1990",Hitchcock pers. comm. 1990
hitchcock1891,"Hitchcock, 1891","Hitchcock, R. 1891. “The Ainos of Yezo, Japan.” Pp. 428-502 in Report of the U.S. National Museum for 1889-1890. Washington: U.S. Government Printing Office."
holm1914,"Holm, 1914","Holm, G. 1914. Ethnological Sketch of the Angmagsalik Eskimo. Meddelelser om Gronland 39:1-147."
holmberg1950,"Holmberg, 1950","Holmberg, A. R. 1950. Nomads of the Long Bow: The Siriono of Eastern Bolivia. Smithsonian Institution Institute of Social Anthropology Publication No. 10. U.S. Government Printing Office, Washington, D.C."
holmberg1985,"Holmberg, 1985","Holmberg, H. J. 1985. Holmberg's Ethnographic Sketches, edited by M. W. Falk, translated by F. Jaensch. University of Alaska Press, Fairbanks."
honigmann1949,"Honigmann, 1949","Honigmann, J. J. 1949. Culture and Ethos of Kaska Society. Yale University Publications in Anthropology No. 40. Yale University Press, New Haven, Conn."
honigmann1954,"Honigmann, 1954","Honigmann, J. J. 1954. The Kaska Indians: An Ethnographic Reconstruction. Yale University Publications in Anthropology No. 51. Yale University Press, New Haven, Conn."
honigmann1956b,"Honigmann, 1956b","Honigmann, J. J. 1956. The Attawapiskat Swampy Cree: An Ethnographic Reconstruction. Anthropological Papers of the University of Alaska 5:23-82."
honigmann1981,"Honigmann, 1981","Honigmann, J. J. 1981. West Main Cree. In Subarctic, edited by J. Helm, pp. 217-230. Handbook of North American Indians, Vol. 6. Smithsonian Institution, Washington, D.C."
