var_id,code,description,name
WNAI221,3,"Select people who possess either special skills or supernatural power, or both, do specialized weaving of cotton, wool, or hair garments",Spc skill/supnat pwr
WNAI222,NA,Missing data,Missing data
WNAI222,1,"No local weaving of cotton, wool, or hair",Absent
WNAI222,2,"Weaving of cotton, wool, or hair is practiced, but not by task groups","Weave+, no task grps"
WNAI222,3,"Weaving by task groups whose members, male or female, are not necessarily related as kin or affines, nor are they necessarily relatives",Members vary
WNAI222,4,Task groups predominantly male kin,Predominant male kin
WNAI222,5,Task groups predominantly male affines,Predomin male affine
WNAI222,6,Task groups predominantly female kin,Predomin female kin
WNAI222,7,Task groups predominantly female affines,Predom female affine
WNAI222,8,Task groups male and female usually affinally related,Male and female affin. Related
WNAI223,NA,Missing data,Missing data
WNAI223,1,No leather-working is practiced locally,Absent
WNAI223,2,Leather-working is predominantly men's work,Leathr-work by males
WNAI223,3,Leather-working is predominantly women's work,Lthr-wrk by females
WNAI223,4,"Leather-working is done by both sexes, neither clearly predominating",Lthr-wrk by both sexes
WNAI224,NA,Missing data,Missing data
WNAI224,1,No hide-working,Absent
WNAI224,2,No specialization other than perhaps sex,No spec except sex
WNAI224,3,"Select people who possess either special skills or supernatural power, or both, specialize in hide working",Spc skill/supnat pwr
WNAI225,NA,Missing data,Missing data
WNAI225,1,No hides worked locally,Absent
WNAI225,2,"Hides worked, but not by task groups","Hides+, no task grps"
WNAI225,3,"Hides worked by task groups whose members, male or female, are not necessarily related and if related, are neither predominantly affines nor kin",Members vary
WNAI225,4,Hides are worked by male task groups whose members are predominantly kin-related,Predominant male kin
WNAI225,5,Hides are worked by male task groups whose members are predominantly affine-related,Predomin male affine
WNAI225,6,Hides are worked by female task groups whose members are predominantly kin-related,Predomin female kin
WNAI225,7,Hides are worked by female task groups whose members are predominantly affine-related,Predom female affine
WNAI225,8,"Hides are worked by male and female task groups, neither group predominating; members are affinally related, primarily",Mle & Fmle task grps
WNAI226,NA,Missing data,Missing data
WNAI226,1,No pottery is manufactured locally,Absent
WNAI226,2,Pottery manufacture is predominantly men's work,Pottery by males
WNAI226,3,Pottery manufacture is predominantly women's work,Pottery by females
WNAI226,4,"Pottery manufacture is done by both sexes, neither  clearly predominating",Pottery by both sexes
WNAI227,NA,Missing data,Missing data
WNAI227,1,No pottery manufactured,Absent
WNAI227,2,No specialization other than perhaps sex,No spec except sex
WNAI227,3,"Select people who possess either special skills or supernatural power, or both, specialize in pottery manufacture",Spc skillsupnat pwr
WNAI228,NA,Missing data,Missing data
WNAI228,1,No pottery made locally,Absent
WNAI228,2,"Pottery made, but not by task groups","Pottr+, no task grps"
WNAI228,3,"Pottery made by task groups whose members, male or female, are not necessarily kin, or affines, or relatives at all",Members vary
WNAI228,4,Pottery made task groups of predominantly male kin,Predominant male kin
WNAI228,5,Pottery made task groups of predominantly male affines,Predomin male affine
WNAI228,6,Pottery made task groups of predominantly female kin,Predomin female kin
WNAI228,7,Pottery made task groups of predominantly female affines,Predom female affine
WNAI229,NA,Missing data,Missing data
WNAI229,1,No watercraft built locally,Absent
WNAI229,2,Watercraft primarily built by women,Watercrft by females
WNAI229,3,Watercraft primarily built by men,Watercraft by males
WNAI229,4,"Watercraft built by men and women, neither clearly predominating",Wtrcrft by both sexes
WNAI230,NA,Missing data,Missing data
WNAI230,1,No watercraft are built,Absent
WNAI230,2,No specialization other than perhaps sex,No spec except sex
WNAI230,3,"Select people who possess either special skills or supernatural power, or both, specialize in boat building",Spc skill/supnat pwr
WNAI231,NA,Missing data,Missing data
WNAI231,1,No boats built locally,Absent
WNAI231,2,"Boats are built, but not by task groups","Wtrcrft+, no task grps"
WNAI231,3,"Boats are built by task groups whose members, male or female, are not necessarily related, and if related, are neither predominantly affines or kin",Members vary
WNAI231,4,Boats are built by male task groups whose members are predominantly kin-related,Predominant male kin
WNAI231,5,Boats are built by male task groups whose members are predominantly affine-related,Predomin male affine
WNAI231,6,Boats are built by female task groups whose members are predominantly kin-related,Predomin female kin
WNAI231,7,Boats are built by task groups whose members are predominantly affine-related,Predom female affine
WNAI232,NA,Missing data,Missing data
WNAI232,1,Houses built primarily by women,Absent
WNAI232,2,Houses built primarily by men,Houses by females
WNAI232,3,"Houses built by men and women, neither clearly predominating",Houses by males
WNAI233,NA,Missing data,Missing data
WNAI233,1,No specialization other than perhaps sex,No spec except sex
WNAI233,2,"Select people who possess either special skills or supernatural power, or both, specialize in house construction",Spc skill/supnat pwr
WNAI234,NA,Missing data,Missing data
WNAI234,1,Houses are not built by task-groups,Absent
WNAI234,2,"Houses are built by task groups whose members, male or female, are not necessarily related, and if related, are neither predominantly affines or kin","House+, no task grps"
WNAI234,3,Houses are built by male task groups whose members are predominantly kin-related,Members vary
WNAI234,4,Houses are built by male task groups whose members are predominantly affine-related,Predominant male kin
WNAI234,5,Houses are built by female task groups whose members are predominantly kin-related,Predomin male affine
WNAI234,6,Houses are built by female task groups whose members are predominantly affine-related,Predomin female kin
WNAI234,7,Houses are built by task groups composed of male and female members primarily kin-related,Predom female affine
WNAI234,8,Houses are built by male task groups both kin- and affine-related,"Male, both kin and affine"
WNAI235,NA,Missing data,Missing data
WNAI235,1,Gathering is not practiced,Absent
WNAI235,2,Gathering is principally done by females,Gathering by females
WNAI235,3,Gathering is principally done by males,Gathering by males
WNAI235,4,"Gathering is done by females and males, neither clearly predominating",Gather by both sexes
WNAI236,NA,Missing data,Missing data
WNAI236,1,No gathering practiced or no specialization in tasks,Absent
WNAI236,2,No specialization in gathering other than those based on sex,No spec except sex
WNAI236,3,"Select people who possess either special skills or supernatural power, or both, specialize in gathering, if only as leaders or directors of the tasks",Spc skill/supnat pwr
WNAI237,NA,Missing data,Missing data
WNAI237,1,Children or the aged (or both groups) do not help in gathering,Neither help gather
WNAI237,2,Children or the aged (or both groups) do help in gathering,Child or aged or both
WNAI238,NA,Missing data,Missing data
WNAI238,1,No gathering,Absent
WNAI238,2,Gathering is not done by task-groups,"Gather+, no task grps"
WNAI238,3,"Gathering is done by task groups whose members, male or female, are not necessarily related, and if related, are neither predominantly affines or kin",Members vary
WNAI238,4,Gathering is done by female task groups whose members are predominantly kin-related,Predomint female kin
WNAI238,5,Gathering is done by female task groups whose members are predominantly affine-related,Predom female affine
WNAI238,6,Gathering is done by female task groups whose members are neither predominantly kin nor affine-related,"Females,-kin -affine"
WNAI238,7,Gathering is done by male and female task-groups both kin and affine-related,"Females, kin & affine"
WNAI239,NA,Missing data,Missing data
WNAI239,1,No hunting is practiced,Absent
WNAI239,2,Hunting is principally done by males,Hunting by males
WNAI239,3,Hunting is principally done by females,Hunting by females
WNAI239,4,"Hunting is done by males and females, neither clearly predominating",Hunting by both sexes
WNAI240,NA,Missing data,Missing data
WNAI240,1,No hunting is practiced,Absent
WNAI240,2,Neither children nor the aged help in hunting,Neither help hunt
WNAI240,3,"The aged help in hunting, but children do not","Aged help, child not"
WNAI240,4,"Children help in hunting, but the aged do not","Child help, aged not"
WNAI240,5,Both children and the aged help in hunting,Child & aged help
WNAI241,NA,Missing data,Missing data
WNAI241,1,"No hunting is practiced, or there is no specialization in tasks","No hunting is practiced, or there is no specialization"
WNAI241,2,No hunting specialization other than that which is based on sex,No hunting specialization other than by sex
WNAI241,3,"Select people who possess either special skills or supernatural power, or both, specialize in hunting, if only as leaders or directors of the tasks",Select people who possess special skills or power
WNAI242,NA,Missing data,Missing data
WNAI242,1,No hunting,Absent
WNAI242,2,Hunting is not done by task-groups,"Hunt+, no task grps"
WNAI242,3,"Hunting is done by task groups whose members, male or female, are not necessarily related, and if related, are neither predominantly affines or kin",Members vary
WNAI242,4,Hunting is done by male task groups whose members are predominantly kin-related,Predominant male kin
WNAI242,5,Hunting is done by male task groups whose members are predominantly affine-related,Predomin male affine
WNAI242,6,3 and 4,3 and 4
WNAI242,7,4 and 5,4 and 5
WNAI243,NA,Missing data,Missing data
WNAI243,1,No extraction of animals from water is practiced,Absent
WNAI243,2,Fishing is principally done by males,Fishing by males
WNAI243,3,Fishing is principally done by females,Fishing by females
WNAI243,4,"Fishing is done by males and females, neither clearly predominating",Fishing by both sexes
WNAI244,NA,Missing data,Missing data
WNAI244,1,No extraction of animals from water is practiced,Absent
WNAI244,2,Neither children nor the aged help in fishing,Neither help fish
WNAI244,3,"The aged help in fishing, but children do not","Aged help, child not"
WNAI244,4,"Children help in fishing, but the aged do not","Child help, aged not"
WNAI244,5,Both children and the aged help in fishing,Child & aged help
WNAI245,NA,Missing data,Missing data
WNAI245,1,No fishing,Absent
WNAI245,2,Fishing is not done by task-groups,"Fish+, no task grps"
WNAI245,3,"Fishing is done by task groups whose members, male or female, are not necessarily related, and if related, are neither predominantly affines or kin",Members vary
WNAI245,4,Fishing is done by male task groups whose members are predominantly kin-related,Predominant male kin
WNAI245,5,Fishing is done by male task groups whose members are predominantly affine-related,Predomin male affine
WNAI245,6,Fishing is done by female task groups whose members are predominantly kin-related,Predomin female kin
WNAI245,7,Fishing is done by female task groups whose members are predominantly affine-related,Predom female affine
WNAI246,NA,Missing data,Missing data
WNAI246,1,"No fishing is practiced, or there is no specialization in tasks",Absent
WNAI246,2,No specialization of fishing or sea-mammal hunting other than that which is based on sex,No spec except sex
WNAI246,3,"Select people who possess either special skills or supernatural power, or both, specialize in fishing, if only as leaders or directors of the tasks",Spec/supnat pwr fish
WNAI246,4,"Select people who possess either special skills or supernatural power, or both,  specialize in sea-mammal hunting, if only as leaders or directors of the tasks","Spc,supnat pwr seamm"
WNAI246,5,Both 3 and 4,3 and 4
WNAI247,NA,Missing data,Missing data
WNAI247,1,No animal husbandry practiced,Absent
WNAI247,2,Animal husbandry is principally a male task,An husband by males
WNAI247,3,Animal husbandry is principally a female task,An hus by females
WNAI247,4,"Animal husbandry is done by males and females, neither  clearly predominating",An husb by both sexes
WNAI248,NA,Missing data,Missing data
WNAI248,1,No agriculture is practiced,Absent
WNAI248,2,Neither children nor the aged help in agriculture,Neither help agri
WNAI248,3,"The aged help in agriculture, but children do not","Aged help, child not"
WNAI248,4,"Children help in agriculture, but the aged do not","Child help, aged not"
WNAI248,5,Both children and the aged help in agriculture,Child & aged help
WNAI249,NA,Missing data,Missing data
WNAI249,1,"No agriculture, or there is no specialization in tasks",Absent
WNAI249,2,No agricultural specialization other than that which is based on sex,No spec except sex
WNAI249,3,"Select people who possess either special skills or supernatural power, or both, specialize in agriculture, if only as leaders or directors of the tasks",Spc skill/supnat pwr
WNAI250,NA,Missing data,Missing data
WNAI250,1,No agriculture,Absent
WNAI250,2,Agriculture is not done by task-groups,"Agric+, no task grps"
WNAI250,3,"Agriculture is done by task groups whose members, male or female, are not necessarily related, and if related, are neither predominantly affines or kin",Members vary
WNAI250,4,Agriculture is done by male task groups whose members are predominantly kin-related,Predominant male kin
WNAI250,5,Agriculture is done by male task groups whose members are predominantly affine-related,Predomin male affine
WNAI250,6,Agriculture is done by female task groups whose members are predominantly kin-related,Predomin female kin
WNAI250,7,Agriculture is done by female task groups whose members are predominantly affine-related,Predom female affine
WNAI251,NA,Missing data,Missing data
WNAI251,1,No agriculture practiced,Absent
WNAI251,2,Agriculture is principally female work,Agricult by females
WNAI251,3,Agriculture is principally male work,Agriculture by males
WNAI251,4,"Agriculture is done by males and females, neither  clearly predominating",Agric by both sexes
WNAI252,NA,Missing data,Missing data
WNAI252,1,There is no reciprocity within the society,Absent
WNAI252,2,"Food and/or chattels are predominantly distributed on a balanced or equal basis, i.e., donors and recipients reverse roles on a fairly equal basis and contribute and receive food and/or chattels more or less equally",Balanced
WNAI252,3,"Food and/or chattels are predominantly distributed on a generalized basis, i.e., some people possess or have access to much more food and/or many more chattels than other people. A pattern obtains where the possessors of plenty are generalized donors and those who possess less are generalized recipients. The recipients do not reciprocate to the donors in amount",Generalized
WNAI252,4,"Food and/or chattels are predominantly distributed on a negative basis, i.e., some people possess or have access to much more food and/or many more chattels than other people. A pattern obtains where the possessors of plenty provide for the needy as the exigencies dictate; but the needy recipients, in turn, pay back a greater quantity of food and/or chattels to the original donor than they received (The return payment may be deferred for a season or more",Negative
WNAI252,5,"Both 2 and 3 obtain, neither clearly predominates",2 and 3
WNAI252,6,"Both 2 and 4 obtain, neither clearly predominates",2 and 4
WNAI252,7,"Both 3 and 4 obtain, neither clearly predominates",3 and 4
WNAI252,8,"2, 3, and 4 obtain, none clearly predominates","2, 3 and 4"
WNAI253,NA,Missing data,Missing data
WNAI253,1,There is no redistribution of chattels and/or food,Absent
WNAI253,2,"Food and/or chattels are collected predominantly by individuals who are not necessarily lineage, deme, nor household heads, and these objects are then redistributed among the people in the local residence  group--among kin and/or nonkin",Not nec kin or hhh
WNAI253,3,"Food and/or chattels are collected predominantly by individuals who are lineage, deme, or household heads, and these objects are then redistributed among the people in the local residence group--among kin and/or nonkin",Reps of kin groups
WNAI253,4,"Food and/or chattels are collected predominantly by individuals who represent the local residence group as a whole (such as chief, village headman, and the like) rather than simply a deme, lineage, or household, and these objects are then redistributed among the people in the local residence group--among kin and/or nonkin",Reps local res group
WNAI253,5,"Both 2 and 3 are practiced, neither clearly predominates",2 and 3
WNAI253,6,"Both 2 and 4 are practiced, neither clearly predominates",2 and 4
WNAI253,7,"Both 3 and 4 are practiced, neither clearly predominates",3 and 4
WNAI253,8,"2, 3, and 4 are practiced, none clearly predominates","2, 3 and 4"
WNAI254,NA,Missing data,Missing data
WNAI254,1,Most local food resources are viewed as being either communal property or free and available to all,Communal or free
WNAI254,2,"Most local food resources such as animals on specific tidewater flats, roots on specific grounds, fields of corn, are viewed as being private properties of units within the local community, such as demes, lineages, or households, yet access to these resources is provided to other units within the local community","Prv units,access all"
WNAI254,3,"Most local food resources such as fish and shellfish on tidewater flats, roots on specific grounds, fields of corn and beans, are viewed as being private properties of units within the local community, such as demes, lineages, or households, access to these resources is not provided to other units within the local community","Prv units,restricted"
WNAI254,4,"Most local food resources are viewed as being private properties of individual persons within the local communities, yet access to these resources is provided to other people within the local community","Priv ind, access all"
WNAI254,5,"Most local food resources are viewed as being private properties of individual persons, and access to these resources is not provided to other people within the local community","Priv ind, restricted"
WNAI254,6,"Both 2 and 4 are present, neither clearly predominates",2 and 4
WNAI254,7,"Both 2 and 5 are present, neither clearly predominates",2 and 5
WNAI254,8,"Both 3 and 4 are present, none clearly predominates",3 and 4
WNAI254,9,"Both 3 and 5 are present, none clearly predominates",3 and 5
WNAI254,10,"1, 2, and 4 are present, none clearly predominates","1, 2, and 4"
WNAI255,NA,Missing data,Missing data
WNAI255,1,No reciprocity,No reciprocity
WNAI255,2,"Reciprocity, but no ceremonialism of any sort",No ceremony
WNAI255,3,"Ceremonialism is present when food and/or chattels are reciprocated; e.g., the recipient returns food and/or chattels to the original donor in a particular way at an appropriate time",Ceremony present
WNAI255,4,Both reciprocity without ceremonialism and ceremonialism,2 and 3
WNAI256,NA,Missing data,Missing data
WNAI256,1,No redistribution of food and/or chattels,No redistribution
WNAI256,2,Redistribution in which there is no ceremonialism of any sort and in which recipients of food and/or chattels are treated about equally,No ceremony
WNAI256,3,"Redistribution with ceremony in which the donor provides food for the ceremony, and all who attend receive about equal shares regardless of differences in status, rank, or kinship","Cer w eq treat, food"
WNAI256,4,Redistribution in which there is ceremonialism and in which recipients of food and/or chattels are treated about equally,"Cer eq,food-chattels"
WNAI256,5,"Redistribution in which there is some ceremonialism and in which recipients receive food and/or chattels differentially; e.g., nonkin receive more than kin or vice versa, the people of highest rank receive more than those of lowest rank, the people with the greatest prestige are the first to receive gifts, and so forth",Cer w diff treatment
WNAI256,6,Both 2 and 4,2 and 4
WNAI256,7,Both 2 and 3,2 and 3
WNAI257,NA,Missing data,Missing data
WNAI257,1,No or few privately owned food resources and/or chattels,No or few priv prop
WNAI257,2,No intracommunity use of privately owned food resources and/or chattels permitted; therefore no ceremonialism,No intracommunty use
WNAI257,3,No ceremonialism or etiquette is involved in exploiting food resources or using chattels recognized as belonging to others,No ceremony
WNAI257,4,"Some ceremonialism or etiquette is involved in gaining access to the food resources or the use of chattels recognized as belonging to others; e.g., invitations are extended, use is requested, affines are expected to use the resources and/or chattels, and so forth",Some ceremony
WNAI257,5,Both 3 and 4,3 and 4
WNAI258,NA,Missing data,Missing data
WNAI258,1,There is no reciprocity between or among extralocal groups,Absent
WNAI258,2,"Food and/or chattels are predominantly distributed on a balanced or equal basis, i.e., donors and recipients reverse roles on a fairly equal basis and contribute and receive food and/or chattels more or less equally","Balanced, donor-rec"
WNAI258,3,"Food and/or chattels are predominantly distributed on a generalized basis, i.e., people in the local group possess or have access to much more food and/or many more chattels than people in another local group. A pattern obtains where the possessors of plenty are generalized donors and those who possess less are generalized recipients.  The recipients do not reciprocate to the donors in amount",Generalized donor
WNAI258,4,"Food and/or chattels are predominantly distributed on a negative basis, i.e., people in the local group possess or have access to much more food and/or many more chattels than people in other local groups. A pattern obtains where the possessors of plenty provide for the needy as the exigencies dictate; but the needy recipients, in turn, pay back as negative donors a greater quantity of food and/or chattels to the original donor than they received (The return payment may be deferred for a season or more",Negative donor
WNAI258,5,Generalized reciprocity (as in #3) in which the local group is the generalized recipient rather than the donor,General recipient
WNAI258,6,"Negative reciprocity (as in #4) in which the local group is the negative recipient of food and/or chattels from a group that possesses plenty (or from several groups), rather than being the possessors and donors of plenty themselves",Negative recipient
WNAI258,7,"Both 2 and 3 obtain, neither clearly predominates",2 and 3
WNAI258,8,"Both 3 and 4 obtain, none clearly predominates",3 and 4
WNAI259,NA,Missing data,Missing data
WNAI259,1,No extralocal redistribution of chattels and/or food involves the local group as donor or as recipient,Absent
WNAI259,2,"Members of the local group receive food and/or chattels redistributed by members of other communities (extralocal groups), but the local group does not redistribute--i.e., does not serve as a donor","Loc rec, do not give"
WNAI259,3,"Food and/or chattels are collected predominantly by individual persons who are not necessarily lineage, deme, or household heads, and these objects are then redistributed among people from other communities (extralocal residence-groups)","Ind(not kin), redist"
WNAI259,4,"Food and/or chattels are collected predominantly by individual persons who are lineage, deme, or household heads, and these objects are then redistributed among people from other communities (extralocal residence-groups)",Kin reps redistribute
WNAI259,5,"Food and/or chattels are collected predominantly by individuals persons who represent the local residence group as a whole (such as chief, village headman, and the like) rather than simply a deme, lineage, or household, and these objects are  then redistributed among people from other communities (extralocal residence-groups)",Reps loc grp redist
WNAI260,NA,Missing data,Missing data
WNAI260,1,No access to local food resources is given to people from different extralocal groups,No access given
WNAI260,2,"Most local food resources are viewed as being communal property, or as free and available to all, and access to these resources is extended to people from other communities (extralocal groups)",Communal and free
WNAI260,3,"Most local food resources re viewed as being private properties of units within the local community, such as demes, lineages, or households, yet access to these resources is provided to people from other communities (extralocal groups)","Priv unit,access yes"
WNAI260,4,"Most local food resources are viewed as being private properties of individuals within the local community, yet access to these resources is provided to people from other communities (extralocal groups)","Priv ind,access yes"
WNAI260,5,"Both 2 and 3 are present, neither clearly predominates",2 and 3
WNAI260,6,"Both 3 and 4 are present, neither clearly predominates",3 and 4
WNAI261,NA,Missing data,Missing data
WNAI261,1,No intercommunity reciprocity,No reciprocity
WNAI261,2,"Reciprocity between individuals from different communities, but no ceremonialism of any sort",No ceremony
WNAI261,3,"Ceremonialism is present when food and/or chattels are reciprocated; e.g., the recipient from one community returns food and/or chattels to the original donor in another community in a particular way at an appropriate time",Ceremony present
WNAI261,4,"Reciprocity between ceremonial or political leaders of localized community units, such as patrilineages and patriclans, patridemes, the matriunits, and less structured communities",Rec between leaders
WNAI261,5,Both 2 and 4,2 and 4
WNAI261,6,Both 2 and 3,2 and 3
WNAI261,7,Both 3 and 4,3 and 4
WNAI262,NA,Missing data,Missing data
WNAI262,1,No intercommunity redistribution of food and/or chattels,No redistribution
WNAI262,2,Redistribution among people from more than one community accompanied with no ceremonialism of any sort; the recipients of food and/or chattels are treated about equally by the donor,"No cer, eq treatment"
WNAI262,3,"Redistribution among people from more than one community accompanied with some ceremonialism; recipients receive food and/or chattels differentially, e.g. affines receive more than kin or vice versa, the people of highest rank receive more than people of lesser rank, the people with the greatest prestige are the first to receive gifts, or the people who have traveled the farthest to visit the hosts are the first to receive goods, or they receive the most goods, or both",Cer w diff treatment
WNAI262,4,Redistribution among people from more than one community accompanied with ceremonialism; the recipients of food and/or chattels are treated about equally by the donor,Cer w eq treat
WNAI262,5,Both 2 and 4,2 and 4
WNAI263,NA,Missing data,Missing data
WNAI263,1,No or few privately owned food resources and/or chattels,No or few priv prop
WNAI263,2,No intercommunity use of privately owned food resources and/or chattels,No intercommunty use
WNAI263,3,No ceremonialism nor etiquette is involved in allowing people from other communities (extralocal groups) to exploit food resources or use chattels recognized as belonging to the host-group (or members of the host-group),No ceremony
WNAI263,4,"Some ceremonialism or etiquette is involved in allowing people from other communities to exploit food resources or use chattels recognized as belonging to the host-group(or members of the host-group), e.g., invitations are extended, or requests are granted, affines are expected to use the hosts' resources and/or chattels, joint use or exploitation is accompanied by feasting, dancing, and so forth",Some ceremony
WNAI263,5,Both 3 and 4,3 and 4
WNAI264,NA,Missing data,Missing data
WNAI264,1,"Barter or trade, replete with higgle-haggle over value does not occur.",Absent
WNAI264,2,"Barter or trade, but no mention of standardized values or higgle-haggle","Barter,no stnd-hghgl"
WNAI264,3,"Barter or trade as reciprocal gift-giving between friends, but with bargaining between strangers","Gift frnd,barg strng"
WNAI264,4,"Barter or trade, replete with higgle-haggle over value for food and/or chattels occurs, but only between people who are not close kin","Brt w hghgl, nonkin"
WNAI264,5,"Barter for food and/or chattels occurs among kin and nonkin, especially between craft specialists and their clients",Bartr w kin & nonkin
WNAI264,6,Both 4 and 5,4 and 5
WNAI265,NA,Missing data,Missing data
WNAI265,1,"No gift exchange occurs, or if it occurs it is negligible",Absent
WNAI265,2,Gift exchange regardless of kinship or rank,With any person
WNAI265,3,Gift exchange for food and/or chattels occurs predominantly between kin and affines (exchange may be deferred),Between kin & affines
WNAI265,4,Gift exchange for food and/or chattels occurs predominantly between people of similar rank,Between similar ranks
WNAI265,5,"Both 3 and 4 obtain, neither clearly predominating",3 and 4
WNAI266,NA,Missing data,Missing data
WNAI266,1,"Barter or trade, replete with higgle-haggle over value, does not occur",Absent
WNAI266,2,"Barter or trade, but no mention of standardized values or higgle-haggle","Barter,no stnd-hghgl"
WNAI266,3,"Barter or trade as reciprocal gift-giving between friends, but with bargaining between strangers","Gift frnd,barg strng"
WNAI266,4,"Barter or trade occurs, but values are standardized and higgle-haggle does not occur","Brt stndr vl,no hghgl"
WNAI266,5,"Barter or trade, replete with higgle-haggle over value, does occur",Barter w higl hagl
WNAI266,6,Both 4 and 5,4 and 5
WNAI267,NA,Missing data,Missing data
WNAI267,1,No agents or barter or trade,Absent
WNAI267,2,Intercommunity barter or trade is conducted by producers with anyone who wishes to trade,Producers w anyone
WNAI267,3,Intercommunity barter or trade is conducted by specially designated traders,Special traders
WNAI267,4,Intercommunity barter or trade is conducted between trade partners (trade partners may use kinship terms),Btwn trade partners
WNAI267,5,"Intercommunity barter or trade is conducted by headmen, chiefs, or other permanent leaders",Btwn leaders
WNAI267,6,"Both 2 and 3, neither clearly predominating",2 and 3
WNAI267,7,"Both 2 and 4, neither clearly predominating",2 and 4
WNAI267,8,"Both 3 and 4, neither clearly predominating",3 and 4
WNAI267,9,"2, 3, and 4, none clearly predominating","2, 3 and 4"
WNAI268,NA,Missing data,Missing data
WNAI268,1,"No gift exchange occurs, or if it occurs it is negligible",Absent
WNAI268,2,Gift exchange between individuals in different communities regardless of kinship or rank,With any person
WNAI268,3,Gift exchange occurs predominantly between kin and affines (exchange may be deferred),Between kin & affines
WNAI268,4,Gift exchange occurs predominantly between people of similar rank (exchange may be deferred),Between similar ranks
WNAI268,5,"Both 3 and 4 obtain, neither clearly predominating",3 and 4
WNAI268,6,"Gift exchange between ceremonial or political leaders of localized communities, such as patrilineages, patrisibs, patridemes, parallel matriunits, and multiple kin-group communities",Between leaders
WNAI269,NA,Missing data,Missing data
WNAI269,1,"No gathering sites, or if there are gathering sites, they are not predominantly recognized as private property",Absent or not private
WNAI269,2,Gathering sites for key extractive resources are predominantly recognized as property belonging to ambilocal households and/or larger ambilocal units,"Private, ambi-units"
WNAI269,3,Gathering sites for key extractive resources are predominantly recognized as properties belonging to patridemes or patrihouseholds,"Priv,patribilat unit"
WNAI269,4,Gathering sites for key extractive resources are predominantly recognized as properties belonging to matridemes or matrihouseholds,"Priv,matribilat unit"
WNAI269,5,Gathering sites for key extractive resources are predominantly recognized as properties belonging to patrilineages or patrisibs,"Priv,patrilin or sib"
WNAI269,6,Gathering sites for key extractive resources are predominantly recognized as properties belonging to matrilineages or matrisibs,"Priv,matrilin or sib"
WNAI269,7,"Gathering sites for key extractive resources are predominantly recognized as the property of women (owned individually or by task-groups) and not as property of matridemes, matrihouseholds, matrilineages or matrisibs","Priv,females,-kin-hh"
WNAI269,8,"Gathering sites for key extractive resources are predominantly recognized as the property of men (owned individually or by task-groups) and not as property of patridemes, patrihouseholds, patrilineages or patrisibs","Priv,males,notkin-hh"
WNAI269,9,"Some gathering sites for key extractive resources are owned by men (individually or by task-groups) and some by women (individually or by task-groups), neither clearly predominanting. (The resources on male-owned sites may be different in kind from those on female-owned sites)","Some men, some women"
WNAI269,10,"No predominance of either individual or group ownership, but both","Both group, individual"
WNAI269,11,Both 1 and 8,Both 1 and 8
WNAI269,12,Both 2 and 8,Both 2 and 8
WNAI270,NA,Missing data,Missing data
WNAI270,1,"No hunting sites, or if there are hunting sites, such as large game tracts, they are not regarded as private property",Absent or not private
WNAI270,2,Hunting sites for key extractive resources are predominantly recognized as property belonging to ambilocal households and/or larger ambilocal units,"Private, ambi-units"
WNAI270,3,Hunting sites for key extractive resources are predominantly recognized as properties belonging to patridemes or patrihouseholds,"Priv,patribilat unit"
WNAI270,4,Hunting sites for key extractive resources are predominantly recognized as properties belonging to matridemes or matrihouseholds,"Priv,matribilat unit"
WNAI270,5,Hunting sites for key extractive resources are predominantly recognized as properties belonging to patrilineages or patrisibs,"Priv,patrilin or sib"
WNAI270,6,Hunting sites for key extractive resources are predominantly recognized as properties belonging to matrilineages or matrisibs,"Priv,matrilin or sib"
WNAI270,7,"Hunting sites for key extractive resources are predominantly recognized as the property of men (owned individually or by task-groups) and not as property of patridemes, patrihouseholds, patrilineages or patrisibs","Priv,males,notkin-hh"
WNAI270,8,"Some hunting sites for key extractive resources are owned by men (individually or by task-groups) and some by patrihouseholds, patridemes, patrilineages or patrisibs, none clearly predominanting. (The resources on individually-owned sites may be different in kind from the resources on sites owned by kinship-groups)","Men,some ind,some kn"
WNAI270,9,"No predominance of individual or group ownership, but both","Both group, individual"
WNAI271,NA,Missing data,Missing data
WNAI271,1,"No fishing sites, or if there are fishing sites, they are predominantly recognized as private property",Absent or not private
WNAI271,2,Fishing sites for key extractive resources are predominantly recognized as property belonging to ambilocal households and/or larger ambilocal units,"Private, ambi-units"
WNAI271,3,Fishing sites for key extractive resources are predominantly recognized as properties belonging to patridemes or patrihouseholds,"Priv,patribilat unit"
WNAI271,4,Fishing sites for key extractive resources are predominantly recognized as properties belonging to matridemes or matrihouseholds,"Priv,matribilat unit"
WNAI271,5,Fishing sites for key extractive resources are predominantly recognized as properties belonging to patrilineages or patrisibs,"Priv,patrilin or sib"
WNAI271,6,Fishing sites for key extractive resources are predominantly recognized as properties belonging to men born into matrilineages or matrisibs,"Priv,matrilin or sib"
WNAI271,7,"Fishing sites for key extractive resources are predominantly recognized as the property of women (owned individually or by task-groups) and not as property of matridemes, matrihouseholds, matrilineages or matrisibs","Priv,females,-kin-hh"
WNAI271,8,"Fishing sites for key extractive resources are predominantly recognized as the property of men (owned individually or by task-groups) and not as property of patridemes, patrihouseholds, patrilineages or patrisibs","Priv,males,notkin-hh"
