id,category,title,definition,type,units,source,changes,notes
SCCS236,Community organization,"Jurisdictional hierarchy of local community [Note, identical to EA032]",Gray (1999),Ordinal,(blank),Gray (1999),,
SCCS237,"Community organization, Politics","Jurisdictional hierarchy beyond local community [Note, identical to EA033]",Gray (1999),Ordinal,(blank),Gray (1999),,
SCCS238,Ritual,"Religion: high gods [Note, identical to EA034]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS239,Games,"Games [Note, identical to EA035]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS240,"Ritual, Gender, Marriage","Post-partum sex taboos [Note, identical to EA036]",Murdock (1962-1971); Gray (1999),Ordinal,(blank),Murdock (1962-1971); Gray (1999),,
SCCS241,"Ritual, Gender","Male genital mutilations [Note, identical to EA037]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS242,"Ritual, Gender, Marriage","Segregation of adolescent boys [Note, identical to EA038]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS243,"Subsistence, Economy","Domestic animals: plow cultivation [Note, identical to EA039]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS244,"Subsistence, Ecology","Domestic animals: type [Note, identical to EA040]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS245,"Subsistence, Economy","Domestic animals: milking [Note, identical to EA041]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS246,"Subsistence, Economy","Subsistence economy: dominant activity [Note, identical to EA042]",Gray (1999),Categorical,(blank),Gray (1999),,
SCCS247,Kinship,"Descent: major type [Note, identical to EA043]",Gray (1999),Categorical,(blank),Gray (1999),,
SCCS248,"Labour, Gender, Economy","Sex differences: metal working [Note, identical to EA044]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS249,"Labour, Gender, Economy","Sex differences: weaving [Note, identical to EA045]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS250,"Labour, Gender, Economy","Sex differences: leather working [Note, identical to EA046]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS251,"Labour, Gender, Economy","Sex differences: pottery making [Note, identical to EA047]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS252,"Labour, Gender, Economy","Sex differences: boat building [Note, identical to EA048]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS253,"Labour, Gender, Economy","Sex differences: house construction [Note, identical to EA049]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS254,"Labour, Economy","Age or occupational specialization: metal working [Note, identical to EA055]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS255,"Labour, Economy","Age or occupational specialization: weaving [Note, identical to EA056]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS256,"Labour, Economy","Age or occupational specialization: leather working [Note, identical to EA057]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS257,"Labour, Economy","Age or occupational specialization: pottery making [Note, identical to EA058]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS258,"Labour, Economy","Age or occupational specialization: boat building [Note, identical to EA059]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS259,"Labour, Economy","Age or occupational specialization: house construction [Note, identical to EA060]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS260,"Labour, Gender, Economy","Sex differences: gathering [Note, identical to EA050]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS261,"Labour, Gender, Economy","Sex differences: hunting [Note, identical to EA051]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS262,"Labour, Gender, Economy","Sex Differences: fishing [Note, identical to EA052]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS263,"Labour, Gender, Economy","Sex differences: animal husbandry [Note, identical to EA053]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS264,"Labour, Gender, Economy","Sex differences: agriculture [Note, identical to EA054]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS265,"Labour, Economy","Age or occupational specialization: gathering [Note, identical to EA061]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS266,"Labour, Economy","Age or occupational specialization: hunting [Note, identical to EA062]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS267,"Labour, Economy","Age or occupational specialization: fishing [Note, identical to EA063]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS268,"Labour, Economy","Age or occupational specialization: animal husbandry [Note, identical to EA064]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS269,"Labour, Economy","Age or occupational specialization: agriculture [Note, identical to EA065]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS270,"Politics, Class, Economy","Class differentiation: primary [Note, identical to EA066]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS271,"Politics, Class, Economy","Class differentiation: secondary features [Note, identical to EA067]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS272,"Politics, Class, Economy","Caste differentiation: primary [Note, identical to EA068]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS273,"Politics, Class, Economy","Caste differentiation: secondary features [Note, identical to EA069]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS274,"Politics, Class, Economy, Labour","Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS275,"Politics, Class, Economy, Labour","Slavery: timing [Note, identical to EA071]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS276,"Politics, Leadership","Political succession [Note, identical to EA072]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS277,"Politics, Leadership, Kinship","Political succession: hereditary succession [Note, identical to EA073]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS278,"Property, Wealth Transactions, Economy","Inheritance rule for real property (land) [Note, identical to EA074]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS279,"Property, Wealth Transactions, Economy","Inheritance rule for movable property [Note, identical to EA076]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS280,"Property, Wealth Transactions, Economy","Inheritance distribution for real property (land) [Note, identical to EA075]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS281,"Property, Wealth Transactions, Economy","Inheritance distribution for movable property [Note, identical to EA077]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS282,"Ritual, Gender, Marriage","Norms of premarital sexual behavior of girls [Note, identical to EA078]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS283,"Community organization, Housing","House construction: ground plan [Note, identical to EA079]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS284,"Community organization, Housing","House construction: floor level [Note, identical to EA080]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS285,"Community organization, Housing, Ecology","House construction: wall material [Note, identical to EA081]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS286,"Community organization, Housing","House construction: shape of roof [Note, identical to EA082]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS287,"Community organization, Housing, Ecology","House construction: roofing materials [Note, identical to EA083]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS288,"Community organization, Housing","House construction (secondary house type): ground plan [Note, identical to EA084]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS289,"Community organization, Housing","House construction (secondary house type): floor level [Note, identical to EA085]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS290,"Community organization, Housing, Ecology","House construction (secondary house type): wall material [Note, identical to EA086]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS291,"Community organization, Housing","House construction (secondary house type): shape of roof [Note, identical to EA087]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS292,"Community organization, Housing, Ecology","House construction (secondary house type): roofing materials [Note, identical to EA088]",Murdock (1962-1971); Gray (1999),Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS293,"Childhood, Life cycle",Duration of Early Childhood,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,
SCCS294,"Childhood, Life cycle",Fortitude: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS295,"Childhood, Life cycle",Fortitude: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS296,"Childhood, Life cycle",Fortitude: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS297,"Childhood, Life cycle",Fortitude: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS298,"Childhood, Life cycle",Aggression: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS299,"Childhood, Life cycle",Aggression: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS300,"Childhood, Life cycle",Aggression: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS301,"Childhood, Life cycle",Aggression: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS302,"Childhood, Life cycle",Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS303,"Childhood, Life cycle",Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS304,"Childhood, Life cycle",Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS305,"Childhood, Life cycle",Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS306,"Childhood, Life cycle",Self-reliance: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS307,"Childhood, Life cycle",Self-reliance: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS308,"Childhood, Life cycle",Self-reliance: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS309,"Childhood, Life cycle",Self-reliance: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS310,"Childhood, Life cycle",Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS311,"Childhood, Life cycle",Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS312,"Childhood, Life cycle",Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS313,"Childhood, Life cycle",Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS314,"Childhood, Life cycle",Industry: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS315,"Childhood, Life cycle",Industry: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS316,"Childhood, Life cycle",Industry: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS317,"Childhood, Life cycle",Industry: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS318,"Childhood, Life cycle",Responsibility: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS319,"Childhood, Life cycle",Responsibility: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS320,"Childhood, Life cycle",Responsibility: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS321,"Childhood, Life cycle",Responsibility: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS322,"Childhood, Life cycle",Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS323,"Childhood, Life cycle",Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS324,"Childhood, Life cycle",Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS325,"Childhood, Life cycle",Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS326,"Childhood, Life cycle",Self-restraint: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS327,"Childhood, Life cycle",Self-restraint: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS328,"Childhood, Life cycle",Self-restraint: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS329,"Childhood, Life cycle",Self-restraint: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS330,"Childhood, Life cycle",Sexual Restraint: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS331,"Childhood, Life cycle",Sexual Restraint: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS332,"Childhood, Life cycle",Sexual Restraint: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS333,"Childhood, Life cycle",Sexual Restraint: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS334,"Childhood, Life cycle",Generosity,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS335,"Childhood, Life cycle",Trust,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS336,"Childhood, Life cycle",Honesty,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.",Ordinal,,barry1976traits,,(Higher values represent stronger inculcation) (note source: DRW codebook)
SCCS337,"Childhood, Life cycle",Importance of Non-family Companions: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS338,"Childhood, Life cycle",Importance of Non-family Companions: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS339,"Childhood, Life cycle",Importance of Non-family Companions: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS340,"Childhood, Life cycle",Importance of Non-family Companions: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS341,"Childhood, Life cycle",Sex of Companions: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS342,"Childhood, Life cycle",Sex of Companions: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS343,"Childhood, Life cycle",Sex of Companions: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS344,"Childhood, Life cycle",Sex of Companions: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS345,"Childhood, Life cycle",Importance of Non-parent in Residence: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS346,"Childhood, Life cycle",Importance of Non-parent in Residence: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS347,"Childhood, Life cycle",Importance of Non-parent in Residence: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS348,"Childhood, Life cycle",Importance of Non-parent in Residence: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS349,"Childhood, Life cycle",Principal Category of Non-parental Agent: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS350,"Childhood, Life cycle",Principal Category of Non-parental Agent: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS351,"Childhood, Life cycle",Principal Category of Non-parental Agent: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS352,"Childhood, Life cycle",Principal Category of Non-parental Agent: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS353,"Childhood, Life cycle",Sex of Parents in Residence: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS354,"Childhood, Life cycle",Sex of Parents in Residence: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS355,"Childhood, Life cycle",Sex of Parents in Residence: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS356,"Childhood, Life cycle",Sex of Parents in Residence: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
SCCS357,"Childhood, Life cycle",Sex of Non-parents in Residence: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1977). Agents and techniques for child training: Cross-cultural codes 6. Ethnology, 16(2), 191-230.",Ordinal,,barry1977agents,,
