"id","society_name","Reported_Lat","Reported_Lon","source","iso","longitude","latitude","AnnualMeanTemperature","AnnualTemperatureVariance","TemperatureConstancy","TemperatureContingency","TemperaturePredictability","AnnualMeanPrecipitation","AnnualPrecipitationVariance","PrecipitationConstancy","PrecipitationContingency","PrecipitationPredictability","MeanGrowingSeason_duration","NetPrimaryProductivity","BirdDiversity","MammalDiversity","AmphibianDiversity","PlantDiversity","Elevation","Slope"
"Ah19","Kadara",10,8,"EA","kad",8,10,25.344,3.74451515151515,0.499932688358688,0.195533556253084,0.695466244611772,95.2713333333333,12177.8687393939,0.34202822638503,0.445310174972362,0.787338401357392,7,436897153024,310.287770242373,98.9602286591926,28,1889.92,780.161682128906,1.60663878913738
"Ah20","Kagoro",10,8,"EA","kcg",8,10,25.344,3.74451515151515,0.499932688358688,0.195533556253084,0.695466244611772,95.2713333333333,12177.8687393939,0.34202822638503,0.445310174972362,0.787338401357392,7,436897153024,310.287770242373,98.9602286591926,28,1889.92,780.161682128906,1.60663878913738
"Ad50","Kaguru",-6,37,"EA","kki",37,-6,21.0466666666667,2.91471818181818,0.588536296300052,0.268556218592735,0.857092514892787,73.7261666666667,5802.29856818182,0.32060499422495,0.230405193840774,0.551010188065724,7,545110294528,379.494622636692,138.429876903129,28.062513291446,2109.44,907.768615722656,2.58444064881109
"Ad34","Kamba",-2,38,"EA","kam",38,-2,24.6815,1.98426212121212,0.572370645118445,0.237138360422797,0.809509005541242,43.7648333333333,4075.14121363636,0.183190027660835,0.280738082646781,0.463928110307616,4,427788533760,399.143237163194,137.789846065149,27.5018707326024,1472.88,706.258911132812,1.48459105748474
"Ah14","Kamuku",11,6,"EA","cdr",6,11,26.3408333333333,5.09528333333333,0.481857560373264,0.202027036469323,0.683884596842588,84.51,10403.879130303,0.278402767491386,0.523902921503676,0.802305688995063,6,393019949056,267.400932560468,89.7363829854306,25,1684.55,414.901123046875,2.05355941197017
"Ac32","Kaonde",-13,26,"EA","kqn",26,-13,20.6781666666667,7.49029848484849,0.476462920785248,0.219371760512389,0.695834681297637,95.3458333333333,14106.8140924242,0.273056330278164,0.470416903021878,0.743473233300043,5,677778751488,350.12904958062,129,46,1602.26,1293.45422363281,1.30975608352427
"Ad38","Kara",-2,33,"EA","reg",33,-2,22.3256666666667,0.419784848484849,0.703379659822373,0.19886832605977,0.902247985882143,84.118,5019.58420909091,0.349571051208146,0.178189622685295,0.527760673893441,8,84881268736,125.900282822208,123.570488027543,25.3408310623938,NA,1149.81359863281,1.18538502681661
"Ah1","Katab",10,8,"EA","kcg",8,10,25.344,3.74451515151515,0.499932688358688,0.195533556253084,0.695466244611772,95.2713333333333,12177.8687393939,0.34202822638503,0.445310174972362,0.787338401357392,7,436897153024,310.287770242373,98.9602286591926,28,1889.92,780.161682128906,1.60663878913738
"Ae21","Kela",-3,23,"EA","kel",23,-3,24.6318333333333,0.234598484848485,0.754804799758617,0.158784436443454,0.913589236202071,146.720666666667,4665.56902121212,0.575820832847,0.197345328669475,0.773166161516475,11,961816756224,220.651979132093,97,21.9825674813829,2106.21,528.208068847656,NA
"Ah24","Kentu",7,10,"EA","ich",10,7,25.8941666666667,2.47322272727273,0.552670044103498,0.191891695174853,0.744561739278351,142.230166666667,16472.3807651515,0.271043478835476,0.416471185308999,0.687514664144476,8,595304710144,288.502324950052,91.1582718878021,20.6962268980094,2116.65,744.686645507812,5.09780370605327
"Ad43","Kerewe",-3,33,"EA","ked",33,-3,22.643,0.520766666666666,0.685585077344975,0.20712516000009,0.892710237345064,65.2416666666667,4453.64138181818,0.24948546448648,0.305408861022656,0.554894325509136,7,410441056256,263.197577948211,131.638677518614,30,2228.69,1195.53466796875,2.37545884068634
"Ad4","Kikuyu",-1,37,"EA","kik",37,-1,20.1045,1.64244696969697,0.591961241325877,0.233435701861621,0.825396943187498,57.6783333333333,4054.30563939394,0.271985669141438,0.21734896770077,0.489334636842208,7,529145266176,459.275878738468,154.951125840955,35.9946774498072,1727.01,1480.60583496094,2.83852874059097
"Ab21a","Kisama",-10,14,"EA","smd",14,-10,23.8448333333333,3.78665,0.605358222606122,0.296523276182411,0.901881498788533,49.5765,3427.89470151515,0.3368776238305,0.395121855851228,0.731999479681728,6,696921686016,231.141324727852,78.013922347697,17.3151341196756,1703.98,272.858612060547,1.06360148425953
"Ae53","Koko",4,11,"EA",NA,11,4,25.0863333333333,0.914090909090909,0.616262474463865,0.187977965031546,0.80424043949541,152.029166666667,12741.8115712121,0.380112047144124,0.314140424877796,0.694252472021921,10,775538475008,361.491173378449,157.5565271637,78.586889612248,3080.43,660.900573730469,1
"Ae54","Kom",6,10,"EA","bkm",10,6,22.3681666666667,1.74406515151515,0.564447418060788,0.195743386069692,0.76019080413048,179.131,22926.4952727273,0.301756808407652,0.342969543491098,0.64472635189875,9,419710074880,376.086943143739,115.160700874502,44.0364385813446,2981.51,1509.40356445312,8.76994523415544
"Ac14","Kongo",-7,15,"EA","kwy",15,-7,21.0635,1.30582272727273,0.669083145467573,0.213581380569638,0.882664526037211,99.8025,8458.67963484849,0.295723711054886,0.415130936056537,0.710854647111423,8,687381872640,229.173343590954,80.680412743918,16,2005.8,1006.75,1.32734426238172
"Ad44","Konjo",-1,30,"EA","koo",30,-1,18.97,0.141160606060606,0.765280889168085,0.128637741634566,0.893918630802652,72.1611666666667,2107.82707121212,0.425974198304272,0.157684943900349,0.583659142204621,10,628386168832,530.309259732131,152.55722696319,36.9728550256495,2265.55,1570.25,6.9937943793414
"Ae41","Kota",1,14,"EA","koq",14,1,23.8411666666667,0.707504545454546,0.653503825920996,0.21264044815357,0.866144274074566,139.201666666667,7028.89715757576,0.494431805910643,0.216528580749173,0.710960386659816,11,897555955712,315.305626916616,141.138900861709,56.6848658803244,2722.11,530.470825195312,1.00946617354429
"Ae5","Bamileke",5,10,"EA",NA,10,5,21.4468333333333,1.11025303030303,0.602858873467109,0.169543876039486,0.772402749506595,186.373166666667,20027.1583045455,0.356444777145923,0.354383957083264,0.710828734229188,9,718955675648,430.800103332891,125.902388077932,93.4881960993952,3497.89,284.713348388672,6.05907379328006
"Ac4","Kuba",-5,22,"EA",NA,22,-5,24.4045,0.267525757575758,0.729033774818833,0.194784701305097,0.92381847612393,132.2215,6803.71698636364,0.50677646655778,0.277689190646039,0.78446565720382,9,919083286528,286.541701006103,100.495141611311,16,1963.51,526.296691894531,NA
"Ae32","Kumu",-1,27,"EA","kmw",27,-1,23.8718333333333,0.228489393939394,0.752776059203589,0.159965556269291,0.91274161547288,112.713833333333,2085.63622575758,0.609998446799971,0.106630906489075,0.716629353289046,12,1026546204672,233.514337371451,128.368980979723,25.8726542819474,1990.54,778.125,2.03544093291647
"Ac37","Kunda",-15,32,"EA","kdn",32,-15,24.1286666666667,7.66896666666667,0.452910236262348,0.238973620954167,0.691883857216514,67.9408333333333,9138.79062575758,0.183736100889942,0.46077017294816,0.644506273838103,5,607791742976,313.677312107612,128.490651179471,39.1604464076436,1554.16,661.005554199219,2.54477992667593
"Ae45","Kundu",10,9,"EA","bdu",9,10,24.1585,3.87598333333333,0.492487927578987,0.206660625395917,0.699148552974903,93.9323333333333,12542.3578636364,0.264970626600266,0.508501622432122,0.773472249032389,7,387202088960,313.935028519925,104.36654974595,29.7635367641818,1738.63,1031.93859863281,2.4823338731769
"Ah21","Kurama",10,9,"EA","krh",9,10,24.1585,3.87598333333333,0.492487927578987,0.206660625395917,0.699148552974903,93.9323333333333,12542.3578636364,0.264970626600266,0.508501622432122,0.773472249032389,7,387202088960,313.935028519925,104.36654974595,29.7635367641818,1738.63,1031.93859863281,2.4823338731769
"Ae22","Kutshu",-4,22,"EA","ksv",22,-4,25.0676666666667,0.216675757575758,0.753651704437469,0.150791832561983,0.904443536999452,140.4635,5510.71721060606,0.580908723754706,0.241502023913241,0.822410747667947,10,899700883456,240.123048437917,99.0944121627543,14.0699205429135,2115.89,471.668334960938,1.21604280800518
"Ad27","Kwere",-7,39,"EA",NA,39,-7,26.0393333333333,2.46508484848485,0.595449777558655,0.269051930333302,0.864501707891957,103.272666666667,15811.865169697,0.29757916011659,0.197201189502186,0.494780349618776,7,755091439616,323.771909173708,105.618598372906,41.0806403622494,2388.39,54.6265029907227,1.18125594026357
"Ac13","Lake Tonga",-12,34,"EA","tog",34,-11.95,23.4835,5.23308939393939,0.510221510861344,0.245818501351133,0.756040012212476,134.180166666667,23261.4968712121,0.201339764628294,0.337983197989099,0.539322962617393,7,65466417152,396.528235914774,125.99212963268,38.9541157062227,NA,561.755004882812,3.56309489886564
"Ac33","Lala",-15,31,"EA","leb",31,-15,23.3506666666667,8.0323,0.447897666172636,0.24583369350426,0.693731359676895,65.7353333333333,8345.62503939394,0.219876750468983,0.476129182672196,0.696005933141179,5,567750885376,329.902160704577,128.490795264828,37,1479.81,812.905578613281,3.37080691164525
"Ae23","Lalia",-1,23,"EA","lal",23,-1,25.0816666666667,0.285281818181818,0.719815471141087,0.18960165878323,0.909417129924316,156.9675,2878.39001363636,0.689935018351256,0.116439839470271,0.806374857821527,12,984945262592,239.937309923566,102.439985757188,22.0636728590263,1984.22,446.404998779297,NA
"Ac5","Lamba",-13,28,"EA","lam",28,-13,20.8145,8.11782272727273,0.478331810285207,0.249152584172311,0.727484394457519,90.4128333333333,14133.7306590909,0.24000349924563,0.491171827404697,0.731175326650326,5,658241421312,373.129219260366,130.387556288811,45,1658.18,1203.48327636719,1.70776397846138
"Ac23","Lele",-5,21,"EA","lel",21,-5,24.7186666666667,0.210872727272727,0.752795446319367,0.155733837300081,0.908529283619448,132.091666666667,6886.99584242424,0.488282073975239,0.300175234016713,0.788457307991952,9,930135212032,279.653466389537,105.908470492206,15,1965.54,501.697509765625,2.04866801452087
"Ab16","Lenge",-25,34,"EA","cce",34.2,-24.8,22.61,7.5233696969697,0.455609580874486,0.246355628407559,0.701965209282045,74.1886666666667,4680.5927030303,0.351603095247017,0.125073920410884,0.476677015657901,9,52431638528,NA,77.2237176668819,28,3071.48,53.3243827819824,1.4793672163147
"Ae27","Lokele",1,25,"EA","khy",25,1,24.7985,0.386201515151515,0.702017247305444,0.210828504982303,0.912845752287746,141.7275,4000.79587121212,0.605811343979687,0.11279974608715,0.718611090066837,12,1023640272896,269.640631871847,145.75434139626,30.3546849614849,1964.42,442.918060302734,NA
"Ab14","Lovedu",-24,31,"EA","nso",31,-24,21.898,12.8894848484848,0.40753886205947,0.262921871238552,0.670460733298022,40.3068333333333,2311.20334393939,0.255873778037038,0.248696888202343,0.504570666239381,5,279151312896,371.416934767673,126.631082792918,34.0392619354098,2304.12,403.741668701172,2.27621528012759
"Ab3","Lozi",-15,23,"EA","loz",23,-15,22.8405,7.61704696969697,0.461285367275375,0.199800804747971,0.661086172023346,76.2338333333333,9630.81026818182,0.216099678880554,0.492424523232876,0.70852420211343,5,440119459840,316.00928195127,108.585007470291,40.1604464076436,1431.6,1051.27221679688,NA
"Ac34","Luapula",-10,29,"EA","bem",29,-10,21.9136666666667,3.29900606060606,0.546630632231572,0.250132289450506,0.796762921682079,90.2871666666667,9507.17253787879,0.316175063008439,0.430055697168319,0.746230760176758,6,653309116416,378.271886671428,124.320735424312,46,1920.76,1257.51696777344,1.78817842090919
"Ae6","Luba",-8,26,"EA",NA,26,-8,25.1765,0.578686363636364,0.681561236099476,0.17606450752701,0.857625743626486,89.2275,6206.13522878788,0.362973929468082,0.453630098242617,0.816604027710699,7,698680737792,273.746580393767,104.678488601142,35.1249811607263,1928.67,648.511657714844,2.1869862142532
"Ac27","Luchazi",-13,23,"EA","lch",23,-13,21.9111666666667,6.49530151515152,0.489005672500753,0.208624749428204,0.697630421928957,89.193,10175.8192575758,0.234210761790101,0.511501038348685,0.745711800138786,6,786839896064,348.065130502966,107.934192106992,39,1740.08,1110.4296875,1.72270445000582
"Ad14","Luguru",-8,38,"EA","ruf",38,-8,25.4628333333333,2.93644393939394,0.578982771162488,0.266985963644388,0.845968734806876,122.985166666667,21492.1983318182,0.275476730242616,0.290490096900321,0.565966827142937,7,588078448640,310.477871906693,121.991561253728,43,2079.74,196.755828857422,1.93420447600179
"Ac28","Luimbe",-12,18,"EA","lum",18,-12,20.2533333333333,4.45999696969697,0.579287297276408,0.222337281948949,0.801624579225357,105.813166666667,10120.0884893939,0.360112085849616,0.54143229726793,0.901544383117547,7,620099272704,269.670967518309,89.4460882053573,37,1705.97,1381.33410644531,1.32173585228335
"Ae16","Lulua",-6,23,"EA","lua",23,-6,24.3553333333333,0.223287878787879,0.753970659898833,0.146061973890521,0.900032633789354,125.156166666667,7121.49636818182,0.455882301140889,0.312699812434177,0.768582113575065,9,741766266880,321.905781347211,93.1093300683777,15.4494970920926,1980.27,690.686950683594,1.01227729657211
"Ac11","Luvale",-12,22,"EA","lue",22,-12,22.2635,4.07450454545455,0.535577777875498,0.204418237452413,0.739996015327912,94.1863333333333,10281.0612121212,0.290245031910014,0.481290922109547,0.771535954019561,7,353890729984,277.958031478463,100.427558257249,42,1694.72,1071.48718261719,NA
"Ae59","Eidekum",6,10,"EA",NA,10,6,22.3681666666667,1.74406515151515,0.564447418060788,0.195743386069692,0.76019080413048,179.131,22926.4952727273,0.301756808407652,0.342969543491098,0.64472635189875,9,419710074880,376.086943143739,115.160700874502,44.0364385813446,2981.51,1509.40356445312,8.76994523415544
"Ac41","Makonde",-11,40,"EA","kde",40,-11,26.2081666666667,2.28507121212121,0.589901492593495,0.219521829923224,0.809423322516719,91.801,9641.52547575758,0.354253449443153,0.29373212527549,0.647985574718643,6,785658871808,239.555652288176,70.3481927670872,33.9368301677125,2435.85,54.8398780822754,2.20211883315592
"Ac42","Makua",-15,39,"EA",NA,39,-15,24.63,5.23747575757576,0.508710592103515,0.24225569050316,0.750966282606674,83.7015,9523.74232272727,0.263490097598418,0.324952594144089,0.588442691742507,6,584676081664,241.734015093883,66,32,2214.16,329.353057861328,2.88165382538693
"Ah4","Mambila",7,12,"EA","mcu",12,7,21.6923333333333,1.79292727272727,0.584359681227618,0.18532071595488,0.769680397182498,133.0485,14030.7155954545,0.279167813032643,0.436380339316091,0.715548152348734,8,567595565056,324.35444255337,95.4299742953719,24.8211585408708,2209.02,996.686096191406,8.48999194393705
"Ac15","Mbala",-5,18,"EA","mdp",18,-5,24.5688333333333,0.269789393939394,0.736244259018123,0.148974576994195,0.885218836012318,134.7685,8066.26496515152,0.448761761780056,0.286018496314083,0.734780258094139,9,621063372800,222.886868815812,103.601224585738,17,2072.81,638.87890625,2.88889922236207
"Ad5","Mbugwe",-4,36,"EA","mgz",36,-4,20.443,2.21571818181818,0.624493999876391,0.243139096237459,0.86763309611385,58.7481666666667,5383.64018939394,0.22193954363654,0.29709658194042,0.519036125576961,7,387979214848,394.255245050364,151.651163561554,35.2180138648775,2124.16,1261.9814453125,5.95169800158865
"Ab5","Mbundu",-12,16,"EA",NA,16,-12,18.6878333333333,2.39512272727273,0.633803699812563,0.234420610439398,0.868224310251961,105.894333333333,9232.76054848485,0.401072899903578,0.457756986211252,0.85882988611483,7,609030832128,327.283722340258,97.2394657198943,37.992824390876,1707.14,1660.46667480469,3.36953872953364
"Aa5","Mbuti",2,28,"EA","les",28,2,23.1633333333333,0.601378787878788,0.653673267595363,0.185844557091768,0.839517824687131,132.613833333333,4085.94935,0.559862837012591,0.164329358060734,0.724192195073325,11,1053939138560,338.618604642481,159.912872893984,39.4634538398431,2038.18,812.031127929688,1
"Ad35","Meru",0,35,"EA","mer",35,0,19.355,0.50279393939394,0.675448645344921,0.179906650508715,0.855355295853637,134.8895,7300.24449848485,0.445360184980501,0.107025937036688,0.55238612201719,12,710889570304,440.239644317582,172.467077887696,25.0860647855501,2274.31,1865.42834472656,2.86940987670513
"Ae24","Mongo",1,22,"EA","lol",22,1,25.5036666666667,0.465024242424242,0.695410543375516,0.201618483883382,0.897029027258897,149.183333333333,2994.87281818182,0.675255408181695,0.100796549756152,0.776051957937847,12,1033027977216,250.614896049013,113.553741943647,24,1938.61,420.928619384766,NA
"Ae46","Mpongwe",-2,10,"EA","mye",10,-2,25.5518333333333,2.11471666666667,0.606518361910095,0.25947870762176,0.865997069531855,154.4365,17895.8479712121,0.304994227265522,0.368916564592664,0.673910791858185,8,468867416064,319.796845768108,102.074223740843,57.785010542269,3009.88,93.4419479370117,1
"Ae33","Ndaka Babali",1,27,"EA","bcp",27,1,24.2063333333333,0.449384848484848,0.689359307971104,0.188928406737373,0.878287714708477,132.2665,3149.1156530303,0.600320535131294,0.114681317382582,0.715001852513877,12,1035675172864,271.121082330141,152.293690919912,32.9749318559085,1937.23,612.613891601562,1.42111120122405
"Ab17","Ndau",-20,34,"EA","ndc",34,-20,23.8973333333333,8.20521212121212,0.458312494084379,0.236292846013724,0.694605340098102,94.5065,12200.7885954545,0.275021575808669,0.243499088478159,0.518520664286828,6,668591259648,311.41863895378,99.5116463395879,41.0198518576082,1886.16,91.0011138916016,1.25353323135301
"Ab9","Ndebele",-20,28,"EA","nde",28,-20,19.3691666666667,13.8092318181818,0.404955443142236,0.215448286180751,0.620403729322987,47.1433333333333,4475.69838484849,0.206393586812026,0.372245020693609,0.578638607505636,5,382099292160,324.669373399566,113.140304839952,28.0702716086532,1421.47,1329.76440429688,1.08431694969522
"Ac6","Ndembu",-11,26,"EA","lun",26,-11,19.823,4.22525151515152,0.532629305851698,0.22945574138144,0.762085047233138,97.289,10888.3210151515,0.300563629284845,0.451322463500496,0.751886092785342,7,613534466048,367.721734249168,126.199936714269,45.324772858296,1813.87,1507.18469238281,2.01887586500223
"Ae55","Ndob",6,10,"EA","tik",10,6,22.3681666666667,1.74406515151515,0.564447418060788,0.195743386069692,0.76019080413048,179.131,22926.4952727273,0.301756808407652,0.342969543491098,0.64472635189875,9,419710074880,376.086943143739,115.160700874502,44.0364385813446,2981.51,1509.40356445312,8.76994523415544
"Ae9","Fut",6,10,"EA","bfd",10,6,22.3681666666667,1.74406515151515,0.564447418060788,0.195743386069692,0.76019080413048,179.131,22926.4952727273,0.301756808407652,0.342969543491098,0.64472635189875,9,419710074880,376.086943143739,115.160700874502,44.0364385813446,2981.51,1509.40356445312,8.76994523415544
"Ah26","Ndoro",7,11,"EA","ndr",11,7,23.9016666666667,2.16889090909091,0.568795499483284,0.189706136108005,0.758501635591288,137.676666666667,15538.6198393939,0.263757214177566,0.453052160580487,0.716809374758053,8,374399565824,321.368734094253,96.3379960961509,20.9719026780064,2352.44,1445.1689453125,4.89479712323399
"Ae28","Ngala",1,18,"EA",NA,18,1,25.1593333333333,0.410730303030303,0.712692517548808,0.173873741103686,0.886566258652494,142.7335,3671.68303787879,0.617488540676158,0.105293547171998,0.722782087848157,12,975281455104,254.211026749951,123.876406199566,33.3065569378032,2346.65,362.446655273438,1
"Ae39","Ngombe",2,20,"EA","ngc",20,2,25.4,0.450360606060606,0.679707308925534,0.209991445373262,0.889698754298796,145.165833333333,4043.21075909091,0.594902200559764,0.163206089873526,0.75810829043329,12,998965051392,262.308594282624,124.758830256223,30.937169058397,2073.84,403.651947021484,NA
"Ad16","Ngonde",-10,34,"EA","nyy",34,-10,23.6205,4.13716515151515,0.5078057596962,0.287848984710945,0.795654744407144,90.594,13470.3399181818,0.188279428976747,0.379635228005729,0.567914656982476,5,70321307648,417.082663473664,121.225779952952,42.8803290636655,1940.43,525.3369140625,3.12843800615229
"Ac9","Ngoni",-12,33,"EA",NA,33,-12,20.351,6.40387878787879,0.477891696889278,0.271941106780459,0.749832803669737,69.1065,8871.50142272727,0.311283644389975,0.41106034651627,0.722343990906245,5,468050477056,363.730380842497,139.55107585922,41.3556667462093,1767.84,1185.93139648438,1.00045415730039
"Ad51","Ngulu",-6,38,"EA","ngp",38,-6,25.22,2.77746060606061,0.582169003842648,0.278270116481922,0.860439120324571,76.1445,5553.72518939394,0.343061320943969,0.164874046462067,0.507935367406036,8,741790318592,380.913395584939,138.272791416852,36.4682640712322,2357.57,283.952514648438,8.56861378267512
"Ae42","Ngumba",3,11,"EA","nmg",11,3,23.8161666666667,0.611062121212121,0.655076413866416,0.164418404589338,0.819494818455755,150.838166666667,11395.3417984848,0.433028412013227,0.250091134148552,0.683119546161778,11,877701693440,348.654961716394,157.50620102516,77.605432346147,3276.33,576.031677246094,1.1122093120493
"Ab20","Ngumbi",-15,15,"EA",NA,15,-15,21.4041666666667,5.57580454545455,0.56884250549025,0.279577919811066,0.848420425301316,64.4056666666667,5230.63716363636,0.355460364810291,0.462719002770512,0.818179367580803,6,655918563328,290.431029102901,87.4741765260254,22.0717328931978,1443.46,1218.36279296875,1.24015362821248
"Ae4","Nkundo",0,20,"EA","lol",20,0,25.1971666666667,0.292434848484849,0.705451825108763,0.186255518974884,0.891707344083647,160.679333333333,2892.21988484848,0.695617885757279,0.0615470883820745,0.757164974139353,12,987721367552,246.886755471151,110,26,2107.45,392.343048095703,1
"Ae56","Nsaw",6,11,"EA","lns",11,6,23.5428333333333,1.54609848484848,0.585731966065321,0.182831903430841,0.768563869496162,153.6045,16508.8802742424,0.299268479794525,0.383601400419612,0.682869880214136,9,735656804352,341.507411089017,92.6460259386526,42.2294924360513,2519.66,767.305847167969,7.12814461042057
"Ae57","Nsungli",6,11,"EA","lmp",11,6,23.5428333333333,1.54609848484848,0.585731966065321,0.182831903430841,0.768563869496162,153.6045,16508.8802742424,0.299268479794525,0.383601400419612,0.682869880214136,9,735656804352,341.507411089017,92.6460259386526,42.2294924360513,2519.66,767.305847167969,7.12814461042057
"Ad6","Nyakyusa",-9,34,"EA","nyy",34,-9,17.1686666666667,4.00830303030303,0.523432092901508,0.30549890011215,0.828930993013658,81.3343333333333,9416.04016060606,0.237689108333648,0.358976434591921,0.596665542925569,6,463265398784,420.193226757994,140.206061305807,55.9115742578609,2172.58,1225.74365234375,7.27104751487857
"Ad20","Nyamwezi",-5,33,"EA","num",33,-5,22.582,1.37765454545455,0.630414576994687,0.255193626243635,0.885608203238321,68.4408333333333,6627.85012575758,0.259479204278689,0.401726532437158,0.661205736715847,6,603246297088,267.00892816755,121.79192840918,33,2518.66,1215.31921386719,2.45586139301265
"Ab7","Nyaneka",-15,14,"EA","nyk",14,-15,19.7343333333333,3.88753636363636,0.610145138743735,0.273603262017719,0.883748400761454,62.4198333333333,4739.89496515152,0.376649702574053,0.427694479851662,0.804344182425715,7,457191751680,308.303349590366,81.6120769151634,20,1511.4,1390.93273925781,2.29162827578079
"Ac38","Nyanja",-16,36,"EA","nya",36,-16,22.8745,7.41724696969697,0.474004430903932,0.232683321185422,0.706687752089353,128.395166666667,16087.9056772727,0.281339192560936,0.24360190048408,0.524941093045016,10,738250391552,383.237567311965,80.643474812271,45.5696450567546,1834.17,564.442504882812,12.8792541510038
"Ad45","Nyankole",0,31,"EA","nyn",31,0,20.6201666666667,0.246489393939394,0.722368791674123,0.17011077251519,0.892479564189314,91.8985,3000.26099545455,0.475134157336288,0.129995841667262,0.60512999900355,10,601669042176,425.805527341584,145.498131613249,29,2183.75,1318.486328125,2.98094733710585
"Ac39","Nyasa",-13,35,"EA",NA,35,-13,20.4055,5.86660454545455,0.481188695506997,0.241719615859837,0.722908311366835,90.347,13361.1792,0.19398305141198,0.401995230592746,0.595978282004727,6,540457435136,283.113887799445,93.5200902458864,37.045367257108,1935.36,1120.32580566406,4.83781224158159
"Ad2","Nyoro",2,32,"EA","nyo",32,2,23.6255,0.930468181818182,0.616086730677336,0.188304240090738,0.804390970768075,107.871333333333,4865.03847575758,0.417199370148631,0.194618483653503,0.611817853802134,9,888443043840,455.167313964933,145,25.1798860741054,1861.09,1059.77551269531,1.78658201700606
"Ad36","Pare",-4,38,"EA","asa",38,-4,24.0856666666667,2.71747878787879,0.573348629810613,0.250833514550693,0.824182144361306,56.7061666666667,2893.00699242424,0.340369389236745,0.155237515892825,0.49560690512957,5,468473839616,440.56510313986,152.369375928791,27.9275990544728,1930,673.170532226562,7.11056234220399
"Ab15","Pedi",-25,30,"EA","nso",30,-25,14.7628333333333,11.5255348484848,0.418480723080096,0.249163266958461,0.667643990038557,70.9945,5999.72330454545,0.258038080364109,0.29184104959186,0.549879129955969,7,408687640576,343.40140661815,108.52315711282,21,2429.31,1664.9658203125,5.12720976653609
"Ac2","Pende",-6,20,"EA","pem",20,-6,24.2598333333333,0.292628787878788,0.765631082830757,0.136950342357944,0.902581425188701,123.3135,7096.31159848485,0.445349947729199,0.353756317534307,0.799106265263506,9,590015561728,264.710695277273,98.1475403442396,15.0961688120526,1938.55,638.055847167969,2.40547694506869
"Ad21","Pimbwe",-7,31,"EA","piw",31,-7,21.7365,1.4381196969697,0.620684285362654,0.250618853208602,0.871303138571257,75.2693333333333,7425.46926060606,0.247646703832888,0.457980395853732,0.70562709968662,6,604092366848,299.229719518446,130.979082859358,26,2481.83,1210.30334472656,2.36448151591289
"Ae34","Plains Bira",1,30,"EA","brf",30,1,22.6166666666667,0.445551515151515,0.684623216039828,0.175551041508768,0.860174257548596,93.5173333333333,2412.71800606061,0.51556976083538,0.0987831186152677,0.614352879450648,11,820809826304,515.065304235933,196.573631281485,39.4224715350497,2236.83,1250.26831054688,4.20045807437656
"Ac30","Plateau Tonga",-18,28,"EA","toi",28,-18,22.0603333333333,11.8109333333333,0.416386687065714,0.230898386021981,0.647285073087696,59.2586666666667,7424.05935757576,0.182000397857616,0.466318990666169,0.648319388523785,5,367488499712,333.547478959077,117.321295531453,31.543961222134,1297.94,993.648864746094,1.50585808147242
"Ad33","Pokomo",-1,40,"EA","pkb",40,-1,28.2135,1.7956196969697,0.573537415094302,0.190888885147544,0.764426300241846,32.0658333333333,1144.1776530303,0.314249496743314,0.16335998014228,0.477609476885594,3,170259382272,220.184599094939,82.4017640001227,5,1591,85.4877777099609,NA
"Af4","Yako",6,8,"EA","yaz",8,6,26.401,1.48720303030303,0.582003254520523,0.170679132715402,0.752682387235925,180.675833333333,22344.9593106061,0.307827274363415,0.343153541453938,0.650980815817354,9,545311129600,300.131000716779,97.4938888384193,29.6736866260973,2653.74,147.020004272461,3.62151787917041
"Ae29","Poto",2,22,"EA","lse",22,2,25.2033333333333,0.458954545454545,0.713738660191972,0.192094642671205,0.905833302863177,140.8185,4207.26469848485,0.587501528398647,0.145911534322442,0.733413062721089,12,1034357440512,254.854511091699,124.21511514011,22,1886.72,421.757507324219,NA
"Ae47","Puku",2,10,"EA","bnm",10,2,25.0561666666667,0.761859090909091,0.641731991910461,0.183931950066651,0.825663941977112,194.063166666667,13656.8864530303,0.485808159033303,0.173895352590226,0.659703511623529,11,659785187328,317.584684140835,140.221363262702,65.7873378023662,3519.81,455.763610839844,1.48745416276337
"Ad25","Rangi",-5,36,"EA","lag",36,-5,19.8668333333333,2.14954393939394,0.625048100732391,0.250089353155038,0.875137453887429,47.5773333333333,3652.73614545455,0.193279915275789,0.391130125526391,0.58441004080218,5,476159574016,344.772994954758,144.313418584341,37.3095207853889,2013.6,1435.65966796875,2.44964469894454
"Ae17","Rega",-3,28,"EA",NA,28,-3,20.9981666666667,0.18354696969697,0.764014374148823,0.135422804653538,0.899437178802361,109.375,4853.34694848485,0.443787353295769,0.257006646990241,0.70079400028601,9,982787883008,300.15161298499,130.908698138,22.3248424605172,2710.81,1344.28662109375,4.35694895884895
"Ah15","Reshe",11,5,"EA","res",5,11,27.1675,5.40708939393939,0.472807373546163,0.198343324082164,0.671150697628327,80.2273333333333,9332.65384545455,0.21539222092903,0.552108706316115,0.767500927245145,6,340304691200,265.71469922328,96.6691819907671,24.8213250147513,1573.01,277.196380615234,1.14718207933955
