Source,soc_ID,Orig.latitude,Orig.longitude,latitude,longitude,AnnualMeanTemperature,AnnualTemperatureVariance,TemperatureConstancy,TemperatureContingency,TemperaturePredictability,MonthlyMeanPrecipitation,MonthlyPrecipitationVariance,PrecipitationConstancy,PrecipitationContingency,PrecipitationPredictability,BirdRichness,MammalRichness,AmphibianRichness,VascularPlantsRichness,EcoRegion,Elevation,Slope,Coastal,NetPrimaryProduction,DurationOfGrowingSeason,MeanGrowingSeasonNPP,Inter-YearVarianceGrowingSeasonNPP
Binford,348,51.68,-124,51.68,-124,2.240333333,64.00881212,0.257314849,0.300594971,0.55790982,37.20133333,448.7574394,0.529204377,0.080925193,0.61012957,134.4470087,47.93286842,2,914.234,Fraser Plateau and Basin complex,1244.022217,15.00144212,NO,1.270782866,10,1.526650523,0.016354062
Binford,349,53.33,-123.15,53.33,-123.15,2.489833333,85.33683485,0.235332089,0.293521358,0.528853446,35.991,339.7220424,0.550872687,0.089846568,0.640719255,152.1129619,47.0470845,2,878.793,Fraser Plateau and Basin complex,946.4708252,5.392812531,NO,1.643284364,10,1.976150807,0.063439877
Binford,350,63.68,-125.37,63.68,-125.37,-7.248833333,241.9021682,0.183950089,0.327453172,0.511403261,29.83433333,345.9226182,0.585005339,0.281340905,0.866346244,110.5585587,35,1,681.311,Northwest Territories taiga,586.7716675,5.20735525,NO,0.699159601,6,1.606374925,0.047010862
Binford,351,64.79,-141.2,64.79,-141.2,-7.1925,193.2531833,0.192184986,0.309491683,0.50167667,15.91833333,391.773803,0.405874784,0.470463657,0.876338441,109.0482648,36.9247728,1,596.511,Ogilvie-MacKenzie alpine tundra,669.3733521,7.705060559,NO,0.573099636,6,1.354633555,0.096696039
Binford,352,67.47,-125,67.47,-125,-10.41866667,231.1331545,0.188753839,0.3640738,0.552827638,16.91216667,112.5991318,0.566840081,0.398148272,0.964988353,71.36973723,25.29389231,NA,579.66,Northwest Territories taiga,286.3830566,1.012122542,NO,0.210062085,5,0.822531803,0.031629005
Binford,353,53.62,-83.88,53.62,-83.88,-3.377833333,197.4520409,0.183690351,0.356796477,0.540486828,44.8785,611.0784985,0.590151255,0.248433436,0.838584691,87.70473468,33,4,1018.53,Southern Hudson Bay taiga,90.1736145,1,NO,0.495305876,7,0.866401316,0.014503448
Binford,354,66.52,-153.78,66.52,-153.78,-7.319,208.1963152,0.19243428,0.313206872,0.505641152,21.28283333,288.7403106,0.520299795,0.235380223,0.755680019,100.9331293,31,1,584.991,Interior Alaska-Yukon lowland taiga,305.9311218,3.113786479,NO,0.494170202,6,1.227437921,0.051983787
Binford,355,59.47,-106.19,59.47,-106.19,-5.796833333,248.279353,0.160793363,0.346549495,0.507342858,30.33666667,219.1176394,0.645384661,0.258409071,0.903793732,106.5209665,33.57051458,2.721629483,948.747,Northern Canadian Shield taiga,319.5172119,2.771913579,NO,0.888817386,7,1.539694563,0.089656404
Binford,356,65.94,-135.23,65.94,-135.23,-9.322166667,255.7837955,0.184329163,0.334509845,0.518839008,20.86366667,115.8991697,0.627301733,0.300865264,0.928166997,94.84117054,34,NA,583.171,Northwest Territories taiga,390.1549988,5.161886817,NO,0.358267717,5,1.148697761,0.038402368
Binford,357,61.82,-157.75,61.82,-157.75,-3.2,144.2684788,0.207468728,0.302083668,0.509552396,32.567,689.3307061,0.479229145,0.287602533,0.766831678,101.0755641,32.95609811,1,553.41,Interior Alaska-Yukon lowland taiga,242.2622223,4.631535464,NO,0.695752573,7,1.219758586,0.063442835
Binford,358,65.75,-122.89,65.75,-122.89,-8.251166667,252.6183318,0.167392397,0.356530694,0.523923091,20.83633333,154.0038364,0.616053393,0.322620122,0.938673515,76.98215305,27.71960982,1,674.921,Northwest Territories taiga,279.3322144,1.800085242,YES,0.578967293,6,1.395517869,0.064224835
Binford,359,63.44,-143.12,63.44,-143.12,-5.430833333,175.4776682,0.192331178,0.30823054,0.500561718,20.58433333,542.7369303,0.410880049,0.35339545,0.764275499,116.9713631,35.77927937,1,540.491,Interior Alaska-Yukon lowland taiga,797.7111206,5.060288921,NO,0.52350848,6,1.255451243,0.078131396
Binford,360,51.08,-77.81,51.08,-77.81,-1.741833333,178.11115,0.188997221,0.33884061,0.527837831,59.7765,915.6628076,0.576121058,0.204334535,0.780455593,99.82111386,34.63817944,6.380910696,1148.23,Central Canadian Shield forests,164.3374939,1.063294686,NO,1.328134465,9,1.779123764,0.059598806
Binford,361,63.85,-115.61,63.85,-115.61,-8.5555,272.5834985,0.14897948,0.359622537,0.508602017,19.14366667,77.1260697,0.630457925,0.261009962,0.891467887,74.23523973,31.74507991,NA,737.892,Northern Canadian Shield taiga,277.7316589,1.496452934,NO,0.312083587,5,1.005602669,0.026961558
Binford,362,61.74,-150.45,61.74,-150.45,0.316166667,94.70109242,0.231445551,0.286831627,0.518277179,42.4745,910.2471227,0.467568444,0.16419096,0.631759404,111.5199743,34,1,556.825,Cook Inlet taiga,49.35777664,1.225354072,NO,1.032669592,7,1.796032705,0.109568342
Binford,363,61.24,-138.21,61.24,-138.21,-5.7895,150.4880379,0.21061023,0.320926273,0.531536503,23.74,232.0755091,0.563604167,0.220976476,0.784580644,121.8514561,41.05646066,1,527.216,Interior Yukon-Alaska alpine tundra,1415.758057,11.11752533,NO,0.578967294,7,1.010469848,0.0152713
Binford,364,63.33,-157.54,63.33,-157.54,-4.422833333,180.350247,0.193653414,0.311959051,0.505612465,28.45783333,507.9140015,0.488726671,0.292211634,0.780938305,95.63443704,30,1,540.939,Interior Alaska-Yukon lowland taiga,85.03694153,2.449469247,NO,0.567989096,6,1.348576618,0.04353795
Binford,365,56.19,-68.92,56.19,-68.92,-5.967166667,180.1566894,0.225573507,0.360043663,0.585617169,53.03316667,464.582853,0.651258474,0.234634022,0.885892496,45,27,2,611.756,Eastern Canadian Shield taiga,238.4005585,4.155187279,NO,0.503823444,6,1.029073298,0.063261057
Binford,369,63.98,-160.75,63.98,-160.75,-4.935,155.215197,0.194303304,0.308335471,0.502638775,28.36766667,593.5852636,0.485322575,0.297991185,0.783313761,97.12930671,29,NA,500.804,Interior Alaska-Yukon lowland taiga,210.8423767,3.276158956,YES,0.603005749,6,1.41482434,0.085909669
Binford,370,66.95,-156.94,66.95,-156.94,-8.691666667,180.7910273,0.198006053,0.322638546,0.5206446,17.647,228.3775,0.46933543,0.349860976,0.819196406,89.45296711,28.18656549,1,550.552,Interior Alaska-Yukon lowland taiga,225.9836121,8.099627001,NO,0.297698364,5,1.002422775,0.043358209
Binford,371,66.77,-161.53,66.77,-161.53,-6.3055,163.9347076,0.191409505,0.312530916,0.503940421,19.02083333,271.0159561,0.513675808,0.282760285,0.796436093,109.5421,25.26147968,1,441.609,Beringia lowland tundra,4.137181759,1.016736909,YES,0.453664445,5,1.380829799,0.129873872
Binford,372,57.97,-62.02,57.97,-62.02,-5.160666667,119.5964152,0.248163264,0.33407225,0.582235514,63.20333333,194.0884606,0.74153454,0.195909072,0.937443612,47.92239706,20,1,480.702,Torngat Mountain tundra,260.5564575,9.619658794,YES,0.135486068,5,0.355996363,0.005228578
Binford,373,55.32,-77.69,55.32,-77.69,-5.111333333,167.6623848,0.198785207,0.340969664,0.539754871,50.17066667,852.0909121,0.558219899,0.269811504,0.828031403,55,NA,2,800.909,NA,106.2888565,NA,NO,0.421486976,7,0.738881195,0.031041049
Binford,374,64.33,-96.2,64.33,-96.2,-13.02683333,271.441347,0.212416839,0.36332984,0.575746679,20.4955,163.1187015,0.50987651,0.465306861,0.975183371,37,15,NA,714.098,Middle Arctic tundra,31.74444389,1.42889196,NO,0.138893095,4,0.744397336,0.031781583
Binford,375,68.09,-160,68.09,-160,-11.0625,157.6932045,0.206693715,0.310840942,0.517534657,12.047,216.475097,0.296263397,0.546988557,0.843251954,68.20282228,28.47464722,1,441.579,Brooks-British Range tundra,403.9961243,7.8703375,NO,0.177316779,5,0.865687465,0.083272725
Binford,377,68.18,-151.71,68.18,-151.71,-11.71366667,204.9601788,0.199467474,0.307764334,0.507231808,14.6085,333.9655288,0.294484776,0.481376099,0.775860875,77.67746949,31,1,504.97,Brooks-British Range tundra,933.8010864,13.91795211,NO,0.27649909,5,1.103270742,0.085762714
Binford,378,69.96,-132.09,69.96,-132.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.05056854,22,NA,572.598,NA,16.95430374,NA,YES,-0.028051182,5,0.373258631,0.016435548
Binford,379,63.49,-170.31,63.49,-170.31,-4.773333333,87.35009091,0.260770862,0.298700296,0.559471158,46.07683333,319.2104955,0.606970415,0.274770285,0.8817407,19.06331776,7,NA,NA,Beringia lowland tundra,18.33045769,3.949195914,YES,0.153089037,6,0.519155058,0.026940929
Binford,380,68.29,-166.62,68.29,-166.12,-8.368166667,139.2812803,0.230493274,0.30790676,0.538400034,18.4295,236.0379985,0.495764712,0.418374806,0.914139518,68.95537194,16.42966239,1,NA,NA,33.93223953,NA,YES,0.089301938,5,0.653089038,0.041184329
Binford,381,68.58,-106.61,68.58,-106.61,-14.17766667,254.3904394,0.216105013,0.362183482,0.578288494,10.54666667,70.00861818,0.501390266,0.466131414,0.967521681,43,15.80040171,NA,705.976,NA,93.48455048,1.309980268,YES,-0.00893398,4,0.530322532,0.021755001
Binford,382,66.99,-95.18,66.99,-95.18,-14.65783333,268.0343318,0.261021842,0.373564623,0.634586465,14.0475,97.53051061,0.470936629,0.516348246,0.987284875,35.98744125,14.3486542,NA,697.706,Middle Arctic tundra,104.1377792,2.101909693,YES,0.094601755,4,0.651839791,0.026175863
Binford,383,65.16,-88.12,65.16,-88.12,-12.95716667,228.4009409,0.262358895,0.380409155,0.64276805,19.73933333,153.1769788,0.500048308,0.48480843,0.984856738,36.0752272,14,NA,540.7,NA,114.1645584,1.739785089,YES,-0.037325864,4,0.219715324,0.003788612
Binford,384,69.44,-81.51,69.44,-81.51,-13.76183333,200.9078682,0.267873262,0.386859614,0.654732876,16.75,133.4772727,0.536152864,0.463847136,1,39,13,NA,489.829,NA,41.96810913,1.472599199,YES,-0.114173229,4,0.214036948,0.003038993
Binford,385,69.31,-50.21,69.21,-50.31,-6.3145,94.14395,0.229729872,0.276443208,0.50617308,19.60433333,76.34852121,0.638344398,0.129098336,0.767442734,31,6,NA,332.838,Rock and Ice,283.5841675,3.854108729,YES,-0.11852665,5,0.153391885,0.007744501
Binford,386,65,-65,65.25,-64.7,-9.506333333,133.5703303,0.239007862,0.331884767,0.570892629,34.71333333,341.6780485,0.597082879,0.311650931,0.90873381,31.31513291,9,NA,291.444,Middle Arctic tundra,330.2220764,6.074187877,YES,-0.059850091,4,0.147032103,0.003446987
Binford,387,71.46,-94.93,71.46,-94.93,-17.08766667,227.9606485,0.276478684,0.405001232,0.681479916,12.5915,80.26831364,0.618611088,0.372548878,0.991159966,34.10947035,13.05473517,NA,597.707,Middle Arctic tundra,297.1611023,2.186511314,YES,-0.227930042,4,0.154413993,0.007679222
Binford,388,65.63,-37.64,65.93,-37.34,-4.305666667,35.98827576,0.302649454,0.247938737,0.550588191,67.0375,1699.897389,0.498783392,0.038365751,0.537149142,28,4,NA,533.485,Kalaallit Nunaat low arctic tundra,281.0112305,12.39888933,YES,-0.107548456,3,0.053149606,0.000904169
Binford,389,71.32,-156.78,71.32,-156.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,4.345606271,1,459.335,NA,8.446540833,NA,YES,-0.140861599,4,0.356564205,0.023660136
Binford,390,77.49,-69.5,77.69,-69.5,-13.93283333,152.3974106,0.320884058,0.393365553,0.714249612,11.9175,42.43585303,0.612101672,0.37780282,0.989904492,23.9523704,5.952370402,NA,NA,Kalaallit Nunaat high arctic tundra,680.1291504,9.978593766,YES,-0.23587977,3,0.10614779,0.008194648
EA,Id7,-14,130,-14,130,26.82816667,7.934974242,0.444455949,0.216666895,0.661122844,92.08966667,15174.55913,0.184961108,0.466500806,0.651461914,180.3472505,42.42698474,22,883.953,Arnhem Land tropical savanna,217.3049927,1.128726888,YES,1.095888852,12,1.095888852,0.052764843
EA,Ig15,-5,150,-5,150,25.7235,0.24765,0.725600446,0.064452493,0.790052939,386.772,33934.74113,0.600246868,0.056336894,0.656583762,NA,42,NA,NA,NA,235.8405762,NA,YES,NA,NA,NA,NA
EA,Eh10,-22,47,-22,47,21.3375,6.608056061,0.480313603,0.248665076,0.72897868,124,6288.555506,0.540111017,0.27213969,0.812250708,88.66296866,59.90532913,14.06179056,4212.26,Madagascar subhumid forests,588.2460938,8.898096291,NO,3.069503334,12,3.069503334,0.140423465
EA,Ia17,6,125,6,125,24.59316667,0.241410606,0.721818328,0.091567872,0.813386201,120.8561667,2878.204098,0.577086219,0.058222889,0.635309107,232.5700956,47.39550739,NA,2603.16,NA,359.7363892,12.29602066,YES,2.436932165,12,2.436932165,0.018549737
EA,Ia18,10,123,10,123,25.21116667,0.460665152,0.652589226,0.081277503,0.733866729,165.2023333,12682.67387,0.418799617,0.196054389,0.614854007,186.823461,48,10.30241623,2658.41,Greater Negros-Panay rain forests,377.2877808,1.509508313,YES,1.61053907,12,1.61053907,0.019779151
EA,Ig16,-9,150,-9,150,23.68833333,0.911124242,0.621000113,0.132019647,0.753019759,268.0516667,18849.01114,0.534415136,0.051745336,0.586160472,NA,NA,NA,NA,NA,426.9616089,NA,YES,3.217141128,12,3.217141128,0.076114484
EA,Ih12,-19,169,-18.87,169.13,23.47883333,3.116943939,0.542184008,0.256575577,0.798759585,181.7906667,7149.868039,0.622838599,0.170184826,0.793023425,62,4,NA,NA,NA,186.7868652,3.972047911,YES,4.440831311,12,4.440831311,0.099383707
EA,Ic13,-10,119,-9.6,119.14,25.75216667,0.474437879,0.695470024,0.195463575,0.890933599,161.7661667,20243.13021,0.320494546,0.265777864,0.586272411,136.0743315,22,4,2260.67,Sumba deciduous forests,283.2376709,2.872519503,YES,2.526461239,12,2.526461239,0.029450915
EA,Ig17,-5,149,-5.55,149,26.44316667,0.393119697,0.685747334,0.087306733,0.773054067,276.3645,11630.8614,0.633270484,0.035018438,0.668288922,129.0256984,42,7,3294.52,New Britain-New Ireland montane rain forests,174.193161,5.256166381,NO,3.347365231,12,3.347365231,0.244324439
EA,Ei20,23,92,23,92,24.69266667,10.55949091,0.493734256,0.229086294,0.72282055,213.7041667,45856.74495,0.246535692,0.363819466,0.610355157,197.8658442,59.80294024,16,2629.04,Lower Gangetic Plains moist deciduous forests,80.66249847,1.411144384,NO,3.252347067,12,3.252347067,0.051639374
EA,Ig18,-9,161,-9,161,25.47066667,0.464993939,0.707733817,0.172432533,0.88016635,268.5833333,2617.356061,0.75,0.25,1,90.83446562,19,NA,NA,NA,298.9116211,6.818031044,YES,3.996782256,12,3.996782256,0.187384253
EA,Ig19,-10,151,-10,151,25.46633333,0.936975758,0.621667348,0.145694717,0.767362065,285.1036667,21869.41767,0.524597098,0.046268725,0.570865822,NA,21,NA,NA,NA,310.6621399,5.993943283,YES,3.254618427,12,3.254618427,0.10208472
EA,If10,6,153,6,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA
EA,Ib9,3,115,3,115,23.52833333,0.063442424,0.814042005,0.043651,0.857693005,293.4381667,10177.11641,0.65796108,0.06283539,0.720796469,268.5979199,138.7892926,18.81629881,5068.74,Borneo lowland rain forests,1144.351929,9.501385233,NO,4.208207152,12,4.208207152,1.57853943
EA,Ig8,-8,157,-8,157,26.60833333,0.492690909,0.686383987,0.178204834,0.864588822,302.6955,4118.270059,0.787189771,0.103222521,0.890412291,84.81614754,11,NA,3421.54,NA,121.3792725,7.261535648,YES,3.181178068,12,3.181178068,0.128456655
EA,Ie34,-2,140,-2.25,139.75,27.42466667,0.080033333,0.803015902,0.041254503,0.844270405,234.5185,1387.024789,0.796522736,0.154637105,0.951159841,NA,NA,NA,2941.71,NA,58.24055481,2.010821145,YES,3.544783449,12,3.544783449,0.094804485
EA,Ih11,-17,168,-16.8,168.22,24.028,1.833445455,0.586634007,0.247443999,0.834078006,218.459,6255.750367,0.75195542,0.229158624,0.981114044,NA,NA,NA,NA,NA,175.8562164,NA,YES,4.610236219,12,4.610236219,0.106018799
EA,Ih13,-16,168,-16,168,23.48833333,1.520887879,0.603886634,0.225249303,0.829135937,229.2115,6172.708065,0.756148301,0.227887628,0.984035929,NA,2,NA,NA,NA,344.674469,NA,YES,3.773054215,12,3.773054215,0.106654687
EA,Ie36,-3,140,-3,140,26.294,0.200666667,0.748408127,0.086974128,0.835382255,223.2035,2623.561732,0.770426041,0.229573959,1,214.4383278,43,16.05928189,2862.49,Northern New Guinea montane rain forests,319.7416687,4.242007621,NO,3.544783449,12,3.544783449,0.094804485
EA,Ie37,-5,141,-5,141,22.20083333,0.457528788,0.688405336,0.125631964,0.8140373,513.5978333,3795.023092,0.750162328,0.076641725,0.826804053,241.2948717,84.72775043,19.79149688,3394.18,Central Range montane rain forests,1371.131348,12.160818,NO,3.325598117,12,3.325598117,0.22424535
EA,Ab21b,-32,28,-32,28,16.631,7.900663636,0.441120992,0.238854054,0.679975046,60.7945,2858.337159,0.296516115,0.14864565,0.445161765,266.0909994,72.33927728,16.16242123,2459.61,"Drakensberg montane grasslands, woodlands and forests",648.1969604,4.149299773,NO,1.654830404,12,1.654830404,0.050319057
EA,Ac43,9,32,9,32,27.30183333,2.646568182,0.530946157,0.138959622,0.669905779,72.09833333,6744.196897,0.234762612,0.474249396,0.709012008,218.7654971,80.15443504,14,1068.08,Saharan flooded grasslands,331.4494324,1.204545498,NO,0.768246514,11,0.839794061,0.521200393
EA,Ef10,25,86,25,86,24.8155,29.08905909,0.374906572,0.293029195,0.667935767,99.39433333,17360.35845,0.243038245,0.388611547,0.631649791,192.501946,50.12523215,13,1950.61,Chhota-Nagpur dry deciduous forests,186.195282,1.855896172,NO,0.946926104,12,0.946926104,0.06187717
EA,Ca43,18,36,18,36,27.22016667,18.18395,0.385345212,0.262468281,0.647813493,4.175333333,50.71890909,0.392633198,0.414867393,0.807500591,49,27.3791837,1,1012.93,Sahelian Acacia savanna,620.236084,4.095752735,NO,0.001287098,5,0.192004846,0.011502066
EA,Ee7,27,90,27,90,13.883,22.61725758,0.390767663,0.302360981,0.693128644,183.5903333,40926.88565,0.289160661,0.429289169,0.718449829,421.5238213,84.25541373,14.27286223,3447.79,Eastern Himalayan broadleaf forests,411.4847107,22.55187481,NO,3.876022103,12,3.876022103,0.185698184
EA,Ch10,45,26,45,26,8.529666667,78.79449697,0.243107342,0.293342763,0.536450105,50.47083333,1158.898686,0.458423141,0.105486879,0.56391002,124.0072695,58.2083612,9.359559604,2525.36,Central European mixed forests,89.36888885,3.152634305,NO,1.39002877,12,1.39002877,0.029971151
EA,Ni8,30,-110,30,-110,18.70333333,40.33419091,0.319287863,0.269492934,0.588780797,36.72683333,2429.229605,0.268846249,0.282097801,0.55094405,125.4387665,62.46108345,8,2418.23,Sonoran-Sinaloan transition subtropical dry forest,915.9405518,5.670953083,NO,0.567989099,11,0.630623315,0.025741519
EA,Ni9,27,-107,27,-107,13.65933333,22.75721515,0.359327751,0.279906648,0.639234399,46.03833333,3023.060939,0.255665873,0.277138604,0.532804478,154.2394609,65.89996453,6,2910.52,Sierra Madre Occidental pine-oak forests,2311.723633,3.733608681,NO,1.07733949,12,1.07733949,0.008044833
EA,Ng13,46,-70,46,-70,2.658666667,130.350797,0.204855698,0.338711195,0.543566894,84.75783333,1190.080535,0.63124319,0.037988502,0.669231691,142.0056985,47,16,1283.48,New England-Acadian forests,363.9691772,2.131672465,NO,1.946698976,9,2.599081373,0.173474764
EA,Ef3,30,75,30,75,25.30666667,61.54814848,0.286391357,0.314094234,0.600485591,33.3105,3160.852811,0.241490507,0.278997865,0.520488371,135.1774373,40,8,771.223,Northwestern thorn scrub forests,205.5691681,NA,NO,0.660168084,11,0.722922751,0.091902352
EA,Si9,-12,-54,-12,-54,25.93,0.907006061,0.594114146,0.066542893,0.660657039,169.1941667,19021.30438,0.367679746,0.530492511,0.898172257,357.5066771,127.7605343,43.58620789,3446.45,Mato Grosso seasonal forests,257.8169556,NA,NO,2.314468508,11,2.60979572,0.903692035
EA,Ed16,23,113,23,113,22.2165,32.25143485,0.354097905,0.286197976,0.640295882,136.7581667,14054.02975,0.312277911,0.207093872,0.519371783,182.5613236,66.95331482,21.62190703,3227.22,South China-Vietnam subtropical evergreen forests,11.64707565,4.340508707,YES,0.999735011,12,0.999735011,0.016304685
EA,Ng14,35,-85,35,-85,15.05366667,64.45161515,0.270006104,0.26867711,0.538683214,113.282,3794.529445,0.51664364,0.041508718,0.558152358,118.2521753,52.68620073,30.90694922,2241.99,Appalachian-Blue Ridge forests,351.2597351,3.991253655,NO,1.963544823,12,1.963544823,0.06376763
EA,Ng15,30,-90,30,-90,20.332,40.27720303,0.322865165,0.268216591,0.591081756,127.378,4897.292606,0.50004109,0.056204076,0.556245166,99.37118924,29.66798401,19.583257,2010.54,Western Gulf coastal grasslands,1.11958468,NA,YES,2.336803457,12,2.336803457,0.157834385
EA,Ab22,-25,35,-24.75,34.55,22.81716667,6.853316667,0.461517504,0.237283939,0.698801443,76.28283333,5010.860205,0.352354559,0.117957992,0.470312551,284.1757122,77.6469139,27.94464036,3071.48,Southern Zanzibar-Inhambane coastal forest mosaic,53.71655655,1.156931803,YES,2.18859783,12,2.18859783,0.100220262
EA,Ne21,29,-99,29,-99,21.954,52.01415455,0.292224036,0.268342917,0.560566953,43.33066667,1341.374479,0.351848202,0.097479288,0.44932749,100.2280897,49.02695306,16,1908,Tamaulipan mezquital,136.7813873,1.082949778,NO,1.083585703,12,1.083585703,0.042502127
EA,Sa14,8,-81,8,-81,24.50816667,0.479240909,0.690323813,0.153695447,0.844019261,174.5648333,15226.77194,0.444007667,0.315481287,0.759488954,242.2218948,126.3963216,10,5625.28,Isthmian-Pacific moist forests,242.2894287,2.537160731,YES,2.090361908,12,2.090361908,0.02084377
EA,Nj11,22,-99,22,-99,22.83616667,14.01465909,0.392671443,0.213745531,0.606416974,108.8561667,21734.57234,0.283857124,0.234587263,0.518444387,220.3973063,102.9903457,9.704434018,3001.64,Veracruz moist forests,85.60277557,7.308490711,NO,1.318670505,12,1.318670505,0.107245267
EA,Ai4,11,34,11,34,27.51866667,3.685415152,0.497609214,0.168432057,0.666041272,71.14266667,7549.303876,0.258547741,0.497633135,0.756180876,206.0458843,71.10896553,9,1076.24,East Sudanian savanna,723.1469727,2.583270481,NO,0.76256814,10,0.942913386,0.22584369
EA,Ed13,24,124,24.35,123.8,22.275,16.93523939,0.391249679,0.274126007,0.665375686,174.7643333,13209.07095,0.486014311,0.048521011,0.534535322,55,NA,8,NA,Nansei Islands subtropical evergreen forests,142.4692383,NA,YES,4.152559064,12,4.152559064,0.155234422
EA,Sa15,14,-90,14,-90,22.32833333,1.025257576,0.602623873,0.129349499,0.731973372,226.7745,48057.90683,0.373817525,0.391628282,0.765445807,161.2865528,106.7293899,17.33767891,NA,Central American dry forests,576.6873169,7.998674821,YES,2.475545121,12,2.475545121,0.022580614
EA,Sa16,15,-87,15,-87,20.782,2.573966667,0.560504212,0.192395671,0.752899883,155.1826667,9829.911603,0.458755371,0.258175403,0.716930775,183.4370467,129.2685651,19.99066411,4086.59,Central American pine-oak forests,952.8341675,9.583505848,NO,4.843428239,12,4.843428239,0.090596619
EA,Aj30,2,34,2,34,23.461,0.96159697,0.623398801,0.214251221,0.837650022,73.26283333,2881.895835,0.362707415,0.170412706,0.533120121,306.2690558,144.9286054,17.59306308,1922.37,East Sudanian savanna,1092.421997,1.127245729,NO,1.038158693,12,1.038158693,0.055931684
EA,Eg12,18,82,18,82,24.582,9.951045455,0.433396849,0.268849779,0.702246628,101.862,15158.8298,0.168815516,0.335399463,0.504214978,217.087079,52.10088068,17,1400.86,Eastern highlands moist deciduous forests,609.5919189,4.034404682,NO,1.475393705,12,1.475393705,0.08019147
EA,Nf15,43,-90,43,-90,7.402333333,132.6304273,0.195446001,0.303187895,0.498633895,63.1885,2004.94202,0.461757506,0.122618128,0.584375634,133.0075283,45.59995814,11.41481667,1344.48,Upper Midwest forest-savanna transition,292.3755493,1.568381331,NO,0.996327977,11,1.086958311,0.010936427
EA,Ed14,22,105,22,105,23.99216667,23.40887727,0.3816042,0.277863112,0.659467312,131.058,18690.05586,0.300847972,0.321096239,0.621944211,287.1230325,119.016706,39.25914743,3405.36,Northern Indochina subtropical forests,142.9230499,7.773197598,NO,2.49901574,12,2.49901574,0.054485237
EA,Nj5,18,-97,18,-97,18.50583333,4.638183333,0.473938006,0.197784547,0.671722553,57.2515,3236.031241,0.357872745,0.295010741,0.652883486,133.9054463,119.6349582,11.28646513,4624.52,Sierra Madre del Sur pine-oak forests,1521.259766,11.03521613,NO,4.40903239,12,4.40903239,0.133055197
EA,Ei17,26,94,26,94,21.33033333,15.40166061,0.424635464,0.272732739,0.697368203,175.6196667,27729.93199,0.291470878,0.358336732,0.64980761,337.3072402,95.46082317,25.60211962,3204.61,Meghalaya subtropical forests,1251.110596,4.266891368,NO,3.420427015,12,3.420427015,0.211913089
EA,Nj12,18,-98,18,-98,23.19683333,6.006983333,0.456209343,0.216835961,0.673045304,56.69633333,4473.827121,0.266134636,0.346123563,0.612258199,100.741072,87.71818171,6.96259017,4012.47,Sierra Madre del Sur pine-oak forests,1958.035034,5.281500375,NO,1.296903391,12,1.296903391,0.022595751
EA,Ed15a,24,125,24,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA
EA,Sb3,9,-72,9,-72,28.391,0.322272727,0.687744496,0.060637167,0.748381664,145.0491667,7148.128808,0.523622152,0.133129223,0.656751375,324.791644,162.037911,20.22857086,3147.13,Maracaibo dry forests,154.2016602,NA,YES,2.082980012,12,2.082980012,0.245178468
EA,Nj13,20,-99,20,-99,15.8545,6.586756061,0.433449127,0.170910583,0.60435971,47.75716667,3941.267126,0.282185497,0.26686132,0.549046817,131.807645,86.89098075,11,3713.83,Central Mexican matorral,2484.335449,3.44228207,NO,3.023887039,12,3.023887039,0.265566578
EA,Aj31,5,33,5,33,27.25666667,1.635072727,0.573258985,0.172082286,0.745341271,64.23916667,2593.915277,0.344186917,0.276048242,0.620235159,301.4625091,117.0723909,21,1557.62,East Sudanian savanna,613.9136353,1.591734512,NO,0.497387948,11,0.559591984,0.302942344
EA,Sf8,-12,-73,-12,-73,18.835,0.847827273,0.574596186,0.077337384,0.65193357,92.90633333,3862.27073,0.486459573,0.382791809,0.869251383,447.9248968,170.330491,10.02577665,2992.84,Peruvian Yungas,954.7108154,5.322157229,NO,3.495570869,12,3.495570869,0.558834642
EA,Sa17,15,-91,15,-91,15.0865,2.407898485,0.549699635,0.188184205,0.73788384,225.2926667,30891.9306,0.442128319,0.298718318,0.740846636,176.3309763,100.9724573,15.2260437,4733.49,Central American montane forests,1683.465576,4.496689577,NO,3.469071772,12,3.469071772,0.053213897
EA,Ei15,26,94,26,94,21.33033333,15.40166061,0.424635464,0.272732739,0.697368203,175.6196667,27729.93199,0.291470878,0.358336732,0.64980761,337.3072402,95.46082317,25.60211962,3204.61,Meghalaya subtropical forests,1251.110596,4.266891368,NO,3.420427015,12,3.420427015,0.211913089
EA,Sc14,3,-55,3,-55,25.3715,0.354222727,0.6863313,0.115801555,0.802132854,198.3036667,18569.78074,0.440561413,0.22353952,0.664100933,430.5822802,184.6775993,82.2801078,4110.34,Guianan moist forests,354.5541687,2.258579313,NO,3.523962755,12,3.523962755,0.364504641
