taxon,glottocode,xd_ids,soc_ids
ntch1242,ntch1242,,Ag48
nucl1235,nucl1235,,Ci10
nucl1237,nucl1237,,"Nd17, B318"
nucl1240,nucl1240,,Ah31
nucl1298,nucl1298,,Ej15
nucl1301,nucl1301,,Ci5
nucl1310,nucl1310,,Ei3
nucl1347,nucl1347,,Cb2
nucl1395,nucl1395,,Ac38
nucl1396,nucl1396,,Ac40
nucl1417,nucl1417,,Af10
nucl1420,nucl1420,,Ai11
nucl1430,nucl1430,,Aj30
nucl1479,nucl1479,,If4
nucl1595,nucl1595,,Ie33
nucl1643,nucl1643,,Ed5
nucl1649,nucl1649,,"B289, Nb7"
nucl1695,nucl1695,,Cb7
nuer1246,nuer1246,,Aj3
nuii1237,nuii1237,,If7
nuka1242,nuka1242,,B40
nung1290,nung1290,,B92
nupe1254,nupe1254,,Af8
nuuc1236,nuuc1236,,"B273, Nb11"
nuuu1241,nuuu1241,,B77
nyak1261,nyak1261,,Ad6
nyam1275,nyam1275,,Ad15
nyam1276,nyam1276,,Ad20
nyan1305,nyan1305,,Ab7
nyan1307,nyan1307,,Ad45
nyat1246,nyat1246,,Ad26
nyor1246,nyor1246,,Ad2
okie1245,okie1245,,"Aa2, B70"
omah1248,omah1248,,Nf3
onaa1245,onaa1245,,"Sg3, B54"
onge1236,onge1236,,B5
onto1237,onto1237,,Ii5
opat1246,opat1246,,Ni8
oran1236,oran1236,,Cd14
oriy1255,oriy1255,,Eg7
oroc1248,oroc1248,,ec20
orok1265,orok1265,,ec19
orok1266,orok1266,,Ae45
orok1267,orok1267,,Ie39
orok1269,orok1269,,Ie9
oroq1238,oroq1238,,B23
osse1243,osse1243,,Ci6
otoo1241,otoo1241,,Nf11
otor1240,otor1240,,Ai10
otta1242,otta1242,,Na40
otuh1238,otuh1238,,Aj12
paci1278,paci1278,,"B297, Na10"
paez1247,paez1247,,Sf5
paiw1248,paiw1248,,Ia6
pala1344,pala1344,,If1
pali1274,pali1274,,B17
pali1279,pali1279,,Sd3
pana1305,pana1305,,"B192, B195, B197, B200, Nd33, Nd32, Nd31"
panj1256,panj1256,,Ea13
pape1239,pape1239,,Ag20
para1316,para1316,,"Sb5, B35"
pare1272,pare1272,,Si7
pari1256,pari1256,,Aj31
park1239,park1239,,Ah39
patw1250,patw1250,,"Nc22, B155"
pawn1254,pawn1254,,Nf6
pemb1239,pemb1239,,Ad29
peno1243,peno1243,,"Ng13, Ng4"
penr1237,penr1237,,Ij10
peri1253,peri1253,,Eb7
phen1239,phen1239,,Ac2
piap1246,piap1246,,Sc17
piar1243,piar1243,,Sc8
pieg1239,pieg1239,,"B256, B255, Ne12, Ne18"
pimb1238,pimb1238,,Ad21
pint1250,pint1250,,B113
pitj1243,pitj1243,,B120
plai1258,plai1258,,"B258, Ne19"
pohn1238,pohn1238,,If5
poin1245,poin1245,,"B379, B380"
poju1239,poju1239,,Aj13
poke1238,poke1238,,Ae26
poko1261,poko1261,,Ad33
pola1254,pola1254,,"Na14, B390"
ponc1241,ponc1241,,Nf12
popo1291,popo1291,,Ai28
popt1235,popt1235,,Sa15
poqo1253,poqo1253,,Sa17
port1278,port1278,,"Id8, B137"
pota1247,pota1247,,Na42
psik1239,psik1239,,Ah38
puka1242,puka1242,,Ii3
pula1262,pula1262,,Ag6
pula1263,pula1263,,Cb23
pume1238,pume1238,,"B38, Sc2"
puna1275,puna1275,,Ib9
pura1257,pura1257,,Ie8
pure1242,pure1242,,Nj8
puru1266,puru1266,,Ei6
puyu1239,puyu1239,,Ia11
pwow1235,pwow1235,,Ei7
qash1240,qash1240,,Ea12
qima1242,qima1242,,Ca31
queb1248,queb1248,,"B373, Na44"
quec1382,quec1382,,Nh22
quin1251,quin1251,,"B278, Nb25"
rade1240,rade1240,,Ej10
rain1239,rain1239,,"Na37, B331"
raka1237,raka1237,,Ij4
rakh1245,rakh1245,,Ei9
rali1241,rali1241,,If12
rapa1244,rapa1244,,Ij9
raro1241,raro1241,,Ij1
rata1243,rata1243,,"If3, If17"
redl1238,redl1238,,Na36
renn1242,renn1242,,Ii10
resh1242,resh1242,,Ah15
rotu1241,rotu1241,,Ih6
rund1242,rund1242,,Ae8
russ1263,russ1263,,Ch11
russ1264,russ1264,,Eb6
saaa1240,saaa1240,,Ig6
saaa1241,saaa1241,,Ih3
safw1238,safw1238,,Ad17
sahi1245,sahi1245,,Cd19
said1239,said1239,,Cd18
saka1287,saka1287,,Ac24
saka1291,saka1291,,Eh8
sali1253,sali1253,,"Nc26, B164"
sama1240,sama1240,,Ie36
sama1300,sama1300,,Ab21a
samb1305,samb1305,,Ah28
samb1311,samb1311,,Ah29
samb1315,samb1315,,Aj29
samo1305,samo1305,,"Ii14, Ii1"
sana1295,sana1295,,Cj9
sand1273,sand1273,,Aa6
sang1330,sang1330,,Ad23
sang1331,sang1331,,Ae19
sani1273,sani1273,,Nh11
sanm1287,sanm1287,,Nj6
sanp1257,sanp1257,,"Nd4, B323"
sans1269,sans1269,,Ef3
sans1272,sans1272,,Ac14
sant1410,sant1410,,Ef1
sant1421,sant1421,,Nh26
sant1425,sant1425,,Nh27
sant1426,sant1426,,Nh12
sanu1240,sanu1240,,Sd8
sapo1251,sapo1251,,Af49
sara1340,sara1340,,Sc6
sarr1246,sarr1246,,Ai22
sars1236,sars1236,,"B260, Ne7"
sate1243,sate1243,,Sd5
seba1251,seba1251,,Ca8
seka1250,seka1250,,"B343, Na28"
sela1259,sela1259,,Ic6
selk1253,selk1253,,Ec11
sema1266,sema1266,,Ej14
sene1264,sene1264,,Ng10
sent1260,sent1260,,Ei19
serb1264,serb1264,,Ch1
sere1260,sere1260,,Ag22
seri1257,seri1257,,"Ni4, B143"
serr1255,serr1255,,"Nc30, B149"
seve1241,seve1241,,"B341, B335"
sham1280,sham1280,,Ad10
shas1239,shas1239,,"B179, Nb32"
shaw1249,shaw1249,,Nf13
sher1255,sher1255,,Ee6
sher1258,sher1258,,Af14
shii1238,shii1238,,Ae13
shil1264,shil1264,,Ac35
shil1265,shil1265,,Ai6
shin1264,shin1264,,Ee5
ship1254,ship1254,,Se9
shom1245,shom1245,,B4
shon1251,shon1251,,Ab18
shua1257,shua1257,,Se3
shus1248,shus1248,,"Nd11, B333"
shwe1236,shwe1236,,Ei18
sian1257,sian1257,,Ie17
sich1238,sich1238,,Ed2
sida1246,sida1246,,Ca16
siee1239,siee1239,,Ih12
sigl1242,sigl1242,,B378
simb1256,simb1256,,Ig8
sind1272,sind1272,,Ea1
sinh1246,sinh1246,,Eh6
sioo1240,sioo1240,,Ie32
siri1273,siri1273,,"Se1, B43"
sius1254,sius1254,,Nb29
siwi1239,siwi1239,,Cc3
siwu1238,siwu1238,,Af37
slia1241,slia1241,,Nb12
soga1242,soga1242,,Ad46
sond1250,sond1250,,Ac29
song1299,song1299,,Ac25
song1300,song1300,,Ae11
song1303,song1303,,Ae18
soni1259,soni1259,,Ag25
sout1439,sout1439,,B136
sout2604,sout2604,,Ch2
sout2681,sout2681,,ch26
sout2688,sout2688,,Ej5
sout2732,sout2732,,Ei15
sout2789,sout2789,,Ag39
sout2790,sout2790,,Ag5
sout2795,sout2795,,Ag42
sout2807,sout2807,,Ab8
sout2832,sout2832,,Aj11
sout2844,sout2844,,Ag29
sout2857,sout2857,,Ih2
sout2869,sout2869,,Ih10
sout2918,sout2918,,Ia13
sout2940,sout2940,,Ie23
sout2958,sout2958,,"B336, Nb10"
sout2959,sout2959,,"Na17, B345"
sout2961,sout2961,,Nh10
sout2963,sout2963,,"Nd15, B322, B321"
sout2965,sout2965,,"B270, Nb17"
sout2967,sout2967,,"B205, B208, B212, B210, Nd28, Nd26, Nd27"
sout2969,sout2969,,"Nd51, Nd53, Nd52, Nd55, Nd56, B204"
sout2978,sout2978,,"B338, B360, B340, Na31, Na45"
sout2984,sout2984,,Nc19
sout3051,sout3051,,Ai17
sout3114,sout3114,,Cd13
sout3117,sout3117,,Cd16
sout3119,sout3119,,Cj5
sout3123,sout3123,,Cj6
squa1248,squa1248,,"B268, Nb13"
stan1288,stan1288,,Ce6
stan1290,stan1290,,Cf5
stan1293,stan1293,,"Cf3, Cf1"
suau1242,suau1242,,Ig14
suku1259,suku1259,,Ac17
suku1261,suku1261,,Ad22
sumb1240,sumb1240,,Ad47
sumb1241,sumb1241,,Ic12
sumi1235,sumi1235,,Ei16
sunn1238,sunn1238,,Cj8
suri1267,suri1267,,Aj20
susi1238,susi1238,,"Cd5, Cc15"
susu1250,susu1250,,Ag26
suun1239,suun1239,,Ac18
svan1243,svan1243,,Ci9
swam1239,swam1239,,"Na7, B353"
swat1243,swat1243,,Ab2
tach1249,tach1249,,Cd8
tadh1242,tadh1242,,Cc12
tagb1258,tagb1258,,Ia7
tahi1242,tahi1242,,Ij8
tahl1239,tahl1239,,"B347, Na27"
tain1254,tain1254,,Sb8
tait1250,tait1250,,Ad37
take1257,take1257,,"B176, Nb30"
taln1239,taln1239,,Ag4
tami1289,tami1289,,Eg2
tana1285,tana1285,,Eh3
tana1289,tana1289,,"B362, Na26"
tand1256,tand1256,,Eh7
tang1355,tang1355,,Ig21
taos1236,taos1236,,Nh6
tapi1254,tapi1254,,Sd2
tari1263,tari1263,,Cd3
taro1263,taro1263,,Ah22
taul1252,taul1252,,Sc15
tawa1287,tawa1287,,Cc10
teda1241,teda1241,,Cc2
tehr1242,tehr1242,,Ea9
tehu1242,tehu1242,,"Sg4, B51"
teke1278,teke1278,,Ac19
telu1262,telu1262,,Eg10
temb1276,temb1276,,Sj6
temi1247,temi1247,,Ad39
temm1241,temm1241,,Ag52
teni1238,teni1238,,"Nd1, B315"
tera1251,tera1251,,Cb6
tere1279,tere1279,,Sh2
term1237,term1237,,Ic4
tesa1236,tesa1236,,Eh9
teso1249,teso1249,,Aj1
tete1250,tete1250,,Ae25
tetu1245,tetu1245,,Ic3
thad1238,thad1238,,Ei12
thai1261,thai1261,,Ej9
thom1243,thom1243,,"Nd10, B325"
tibe1272,tibe1272,,Ee4
ticu1245,ticu1245,,Se2
tidi1241,tidi1241,,Cd10
tiey1235,tiey1235,,Ag7
tige1238,tige1238,,Ae58
tigo1236,tigo1236,,Ah25
tigr1271,tigr1271,,Ca3
tiko1237,tiko1237,,Ii2
till1254,till1254,,"B281, Nb20"
timb1263,timb1263,,"Cc13, Cc5"
timn1235,timn1235,,Af57
timu1245,timu1245,,Ng8
tinp1237,tinp1237,,Ig3
tira1254,tira1254,,Ai41
tita1241,tita1241,,Ig9
tivv1240,tivv1240,,Ah3
tiwi1244,tiwi1244,,"Id3, B95"
tlin1245,tlin1245,,"B292, Nb22"
toba1264,toba1264,,Ca29
toba1269,toba1269,,Sh8
toda1252,toda1252,,Eg4
toho1246,toho1246,,Ni2
toke1240,toke1240,,Ii6
toll1241,toll1241,,Sa16
tolo1259,tolo1259,,"B178, Nb6"
toma1245,toma1245,,Af11
tong1318,tong1318,,Ac30
tong1321,tong1321,,Ac13
tong1325,tong1325,,Ii12
tong1329,tong1329,,"Nc29, B156"
toor1238,toor1238,,Ad48
topo1242,topo1242,,Aj24
tora1261,tora1261,,Ic5
tour1242,tour1242,,Af53
town1238,town1238,,Ac3
trum1247,trum1247,,Si2
tsam1247,tsam1247,,Ca17
tsog1243,tsog1243,,Ac16
tson1249,tson1249,,Ab4
tswa1253,tswa1253,,Ab13
tswe1238,tswe1238,,Ab15
tuam1242,tuam1242,,Ij5
tuba1278,tuba1278,,"Nc2, B152"
tuca1252,tuca1252,,Se12
tule1245,tule1245,,"Nc25, B151"
tuli1249,tuli1249,,Ai42
tumb1250,tumb1250,,Ac36
tumu1242,tumu1242,,Ag40
tumz1238,tumz1238,,Cc4
tune1261,tune1261,,Ae51
tuni1260,tuni1260,,Cd21
tupi1273,tupi1273,,Sj8
tupu1244,tupu1244,,Ai20
turk1304,turk1304,,Eb5
turk1308,turk1308,,Aj5
tutu1242,tutu1242,,"B181, Nb31"
tuuu1240,tuuu1240,,Eb2
tuva1244,tuva1244,,Ii4
twan1247,twan1247,,"B271, Nb2"
tyre1237,tyre1237,,Sb1
tzel1254,tzel1254,,Sa2
udih1248,udih1248,,ec21
ulch1241,ulch1241,,ec18
ulit1238,ulit1238,,If9
umat1237,umat1237,,"Nd19, B316"
umbu1257,umbu1257,,Ab5
umbu1258,umbu1258,,Ie11
umot1240,umot1240,,Si8
umpi1239,umpi1239,,B93
uppe1274,uppe1274,,"Na38, B328"
uppe1437,uppe1437,,"Na1, B359"
uruu1244,uruu1244,,Sf9
utee1244,utee1244,,"Nd60, Nd61, Nd62, Nd49, Nd59, Nd58, Nd50, Nd57, Nd2, B201, B209, B222, B230, B234"
vagh1249,vagh1249,,Ig12
vagl1239,vagl1239,,Ag43
vaii1241,vaii1241,,Af58
vall1251,vall1251,,"Nc24, B148"
vedd1240,vedd1240,,"Eh4, B10"
vend1245,vend1245,,Ab6
veps1250,veps1250,,ch27
viet1252,viet1252,,Ej4
voro1240,voro1240,,Ah33
voti1245,voti1245,,ch28
vute1244,vute1244,,Ah8
wail1244,wail1244,,"Nb37, Nb39, B167, B166"
waiw1244,waiw1244,,Sd7
waka1274,waka1274,,B114
wala1270,wala1270,,"Nd65, B198"
wall1255,wall1255,,Cg5
wall1257,wall1257,,Ii13
wame1240,wame1240,,Ag8
wang1291,wang1291,,"B130, Id9"
wanm1242,wanm1242,,B112
want1252,want1252,,Ie2
wapi1253,wapi1253,,Sc5
wapp1239,wapp1239,,"Nc20, B172"
wara1303,wara1303,,Sc1
warl1254,warl1254,,"B109, Id10"
waro1242,waro1242,,Ie6
waru1264,waru1264,,B107
wasc1239,wasc1239,,"Nd18, B319"
wash1253,wash1253,,"Nd6, B225"
wati1241,wati1241,,B126
waya1269,waya1269,,Sc14
wayu1243,wayu1243,,Sb6
wena1241,wena1241,,"Nd16, B317"
west1508,west1508,,Ce8
west1510,west1510,,"B254, Ne14"
west2396,west2396,,Ej12
west2405,west2405,,ch23
west2454,west2454,,Cb22
west2458,west2458,,Ai1
west2488,west2488,,Af47
west2492,west2492,,Aj26
west2500,west2500,,Ag9
west2555,west2555,,Ia15
west2563,west2563,,B1
west2615,west2615,,Nh17
west2617,west2617,,"Na25, B385"
west2618,west2618,,"Na22, B384"
west2622,west2622,,"Nd44, Nd42, Nd43, Nd40, Nd41, B203, B217, B216, B215, B218, B228, B224, B221, B233, Nd39, Nd38, Nd37, Nd36, Nd35, Nd34"
west2721,west2721,,Ca13
west2773,west2773,,Cb15
wich1260,wich1260,,Nf5
wich1263,wich1263,,Sh1
wikm1247,wikm1247,,"Id6, B90"
wini1244,wini1244,,B339
wint1259,wint1259,,"Nc1, Nc14, B160, B153"
wira1265,wira1265,,B127
wiyo1248,wiyo1248,,"B184, Nb36"
woge1237,woge1237,,Ie4
woiw1237,woiw1237,,B134
worr1237,worr1237,,B100
wuch1236,wuch1236,,Ed15b
wuna1249,wuna1249,,B89
wuvu1239,wuvu1239,,Ig13
wyan1247,wyan1247,,Ng1
xaas1235,xaas1235,,Ag23
xamm1241,xamm1241,,"Aa8, B79"
xava1240,xava1240,,Sj11
xegw1238,xegw1238,,B78
xere1240,xere1240,,Sj2
xesi1238,xesi1238,,Ab11
xeta1241,xeta1241,,B49
xevs1238,xevs1238,,Ci2
xokl1240,xokl1240,,"Sj3, B50"
yaba1248,yaba1248,,Sc7
yaey1239,yaey1239,,Ed13
yaga1256,yaga1256,,B115
yagu1244,yagu1244,,Se4
yaka1269,yaka1269,,Ac20
yaku1245,yaku1245,,Ec2
yala1267,yala1267,,Nj10
yalu1240,yalu1240,,Ag54
yama1264,yama1264,,"Sg1, B55"
yami1254,yami1254,,Ia14
yana1271,yana1271,,"Nc11, B174"
yank1247,yank1247,,B123
yano1261,yano1261,,Sd9
yano1262,yano1262,,Sd4
yans1239,yans1239,,Ac26
yaoo1241,yaoo1241,,Ac7
yape1248,yape1248,,If6
yaqu1251,yaqu1251,,Ni7
yava1252,yava1252,,"Nd66, Nd67, Nh23, B196"
yekh1238,yekh1238,,Af26
yela1238,yela1238,,Ae21
yele1255,yele1255,,Ig11
yine1238,yine1238,,Sf8
yomb1244,yomb1244,,Ac8
yuca1254,yuca1254,,Sa6
yuch1247,yuch1247,,Ng11
yuec1235,yuec1235,,Ed16
yuki1243,yuki1243,,"Nc7, Nc16, Nc15, B171, B177"
yukp1241,yukp1241,,Sb7
yuqu1240,yuqu1240,,B44
yuro1248,yuro1248,,"B186, Nb4"
yusu1238,yusu1238,,Ea2
zand1248,zand1248,,Ai3
zarm1239,zarm1239,,Cb20
zena1248,zena1248,,Cc20
ziaa1251,ziaa1251,,Nh25
zigu1242,zigu1242,,Ad28
zinz1238,zinz1238,,Ad49
zulu1248,zulu1248,,Ab12
zuni1245,zuni1245,,Nh4
